Protein,p_ID
SPCPB16A4.02c,p024559
SPAC24C9.06c,p024560
SPBP4H10.15,p024561
adh1,p024562
adh4,p024563
ags1,p024564
ala1,p024565
anc1,p024566
arf1,p024567
arg4,p024568
SPAC30C2.04,p024569
atg8,p024570
atp1,p024571
atp2,p024572
atp5,p024573
atp7,p024574
bag101,p024575
bag102,p024576
SPAC23A1.17,p024577
bgs4,p024578
bip1,p024579
btf3,p024580
but2,p024581
cam2,p024582
cbc1,p024583
cbf5,p024584
cbp3,p024585
cdc31,p024586
cdc48,p024587
cgr1,p024588
chc1,p024589
cka1,p024590
clr5,p024591
cmb1,p024592
cor1,p024593
cut6,p024594
cys12,p024595
dbp2,p024596
def1,p024597
dfr1,p024598
dnm1,p024599
drs1,p024600
ecm33,p024601
efg1,p024602
efr3,p024603
eft201,p024604
egd2,p024605
elf1,p024606
end4,p024607
eng1,p024608
eno101,p024609
ent1,p024610
exo2,p024611
fas1,p024612
fas2,p024613
fba1,p024614
fft3,p024615
fhn1,p024616
fib1,p024617
gar2,p024618
gmh4,p024619
gpd3,p024620
gpm1,p024621
gus1,p024622
has1,p024623
hhf1,p024624
hmt2,p024625
hob1,p024626
hob3,p024627
hsp104,p024628
hsp90,p024629
htb1,p024630
ilv1,p024631
ilv5,p024632
imp2,p024633
imp3,p024634
SPAC19A8.07c,p024635
krs1,p024636
lat1,p024637
leu1,p024638
lys3,p024639
mas5,p024640
mcp60,p024641
met26,p024642
mlo3,p024643
mmf1,p024644
mpg1,p024645
mra1,p024646
mrps5,p024647
mrps28,p024648
mts4,p024649
myo1,p024650
nap1,p024651
nat10,p024652
nfs1,p024653
nhp6,p024654
SPBC646.10c,p024655
SPAC23G3.06,p024656
SPCP1E11.08,p024657
oga1,p024658
pab2,p024659
pda1,p024660
pdb1,p024661
SPBC19G7.10c,p024662
pfk1,p024663
pgk1,p024664
pil1,p024665
plb1,p024666
pma1,p024667
pol5,p024668
ppi1,p024669
prp2,p024670
prs1,p024671
psd3,p024672
pss1,p024673
psu1,p024674
pwi1,p024675
pyk1,p024676
pyr1,p024677
qcr9,p024678
rad13,p024679
rad24,p024680
rad25,p024681
rad3,p024682
rar1,p024683
rct1,p024684
rga3,p024685
rho1,p024686
rlp7,p024687
rpl1001,p024688
rpl1101,p024689
rpl13,p024690
rpl14,p024691
rpl1602,p024692
rpl1701,p024693
rpl1702,p024694
rpl1802,p024695
rpl1901,p024696
rpl1902,p024697
rpl2002,p024698
rpl2101,p024699
rpl22,p024700
rpl2301,p024701
rpl2401,p024702
rpl2501,p024703
rpl26,p024704
rpl2701,p024705
rpl2702,p024706
rpl2801,p024707
rpl2802,p024708
rpl301,p024709
rpl35,p024710
rpl3702,p024711
rpl39,p024712
rpl402,p024713
rpl4301,p024714
rpl44,p024715
rpl501,p024716
rpl6,p024717
rpl701,p024718
rpl8,p024719
rpl801,p024720
rpl901,p024721
rpl902,p024722
rpn11,p024723
rpp0,p024724
rps002,p024725
rps1001,p024726
rps1002,p024727
rps102,p024728
rps1102,p024729
rps13,p024730
rps1401,p024731
rps1501,p024732
rps1502,p024733
rps1602,p024734
rps1701,p024735
rps1801,p024736
rps1901,p024737
rps2,p024738
rps20,p024739
rps2201,p024740
rps23,p024741
rps2401,p024742
rps2402,p024743
rps2502,p024744
rps2601,p024745
rps27,p024746
rps3,p024747
rps401,p024748
rps402,p024749
rps403,p024750
rps502,p024751
rps601,p024752
rps7,p024753
rps801,p024754
rps802,p024755
rps901,p024756
rps902,p024757
rpt1,p024758
rpt2,p024759
rpt3,p024760
SPCC1183.07,p024761
rsd1,p024762
rvb2,p024763
sam1,p024764
sap1,p024765
sar1,p024766
sfi1,p024767
shd1,p024768
SPAC24C9.12c,p024769
shm2,p024770
sir1,p024771
sks2,p024772
snz1,p024773
sof1,p024774
spp27,p024775
srp2,p024776
srp68,p024777
ssa2,p024778
ssc1,p024779
SPAC57A7.12,p024780
ste13,p024781
sua1,p024782
sum1,p024783
tal1,p024784
tam10,p024785
tdh1,p024786
tef102,p024787
tef3,p024788
thi2,p024789
tif11,p024790
tif211,p024791
tif212,p024792
tif213,p024793
tif32,p024794
tif33,p024795
tif35,p024796
tif471,p024797
tif512,p024798
tim16,p024799
tom20,p024800
tom70,p024801
tpi1,p024802
tpr1,p024803
tpx1,p024804
trs1,p024805
trx1,p024806
SPAC589.10c,p024807
ura1,p024808
utp22,p024809
SPAC959.03c,p024810
vgl1,p024811
vma2,p024812
vma6,p024813
vrs1,p024814
wtf14,p024815
SPBC405.06,p024816
zuo1,p024817
dld1,p024818
SPAC1006.07,p024819
rpp203,p024820
ubc13,p024821
pub1,p024822
idh1,p024823
arp2,p024824
rpl3002,p024825
cox4,p024826
gld1,p024827
rps101,p024828
asl1,p024829
ssa1,p024830
cct5,p024831
iec1,p024832
ade2,p024833
SPAC14C4.11,p024834
sdh1,p024835
naa10,p024836
SPAC1635.01,p024837
SPAC167.05,p024838
SPAC1687.21,p024839
upf1,p024840
tif45,p024841
SPAC1751.03,p024842
qcr8,p024843
nhp2,p024844
rpl1502,p024845
sec62,p024846
mdm10,p024847
rps2602,p024848
aro1,p024849
ckb1,p024850
SPAC18G6.06,p024851
SPAC1952.08c,p024852
SPAC19G12.05,p024853
SPAC19G12.09,p024854
cpy1,p024855
erh1,p024856
SPAC1B3.01c,p024857
nan1,p024858
aut12,p024859
SPAC1F12.04c,p024860
SPAC1F12.07,p024861
SPAC1F12.10c,p024862
mug161,p024863
pdi1,p024864
tif224,p024865
ogm1,p024866
dak1,p024867
SPAC22A12.16,p024868
pam1,p024869
ipp1,p024870
rpb5,p024871
gpd2,p024872
SPAC23D3.12,p024873
SPAC23D3.13c,p024874
SPAC23G3.12c,p024875
SPAC24H6.13,p024876
SPAC25B8.12c,p024877
pan1,p024878
lrs1,p024879
tif51,p024880
smd1,p024881
SPAC27F1.06c,p024882
SPAC29A4.02c,p024883
prw1,p024884
SPAC29E6.06c,p024885
smd2,p024886
rpa49,p024887
rpl3802,p024888
lys12,p024889
tps1,p024890
vma1,p024891
met11,p024892
nde2,p024893
rpt5,p024894
cnx1,p024895
SPAC3C7.13c,p024896
obr1,p024897
grs1,p024898
rpl702,p024899
rpl3202,p024900
ade4,p024901
mnn9,p024902
sdo1,p024903
hxk2,p024904
adk1,p024905
arg11,p024906
SPAC4G9.12,p024907
SPAC56F8.03,p024908
sla1,p024909
pabp,p024910
sec21,p024911
SPAC5D6.13,p024912
SPAC5H10.10,p024913
snu13,p024914
moe1,p024915
cpc2,p024916
cit1,p024917
arc4,p024918
cfr1,p024919
SPAC821.05,p024920
SPAC823.04,p024921
rpl31,p024922
tif225,p024923
rpl2102,p024924
SPAC977.14c,p024925
SPAC977.15,p024926
leu2,p024927
atd1,p024928
plr1,p024929
rpl3001,p024930
SPACUNK4.10,p024931
SPACUNK4.16c,p024932
SPACUNK4.17,p024933
gua2,p024934
lys1,p024935
rvb1,p024936
syn1,p024937
SPBC106.03,p024938
tim11,p024939
cct4,p024940
lys4,p024941
rpn3,p024942
asn1,p024943
SPBC11C11.06c,p024944
naa25,p024945
fkbp39,p024946
sec26,p024947
fma2,p024948
rpb8,p024949
kap123,p024950
cog3,p024951
pgi1,p024952
imp1,p024953
ptr3,p024954
rps29,p024955
SPBC16A3.02c,p024956
nda2,p024957
rpl3201,p024958
sec27,p024959
lsd90,p024960
rip1,p024961
SPBC1703.07,p024962
SPBC1711.05,p024963
rpl401,p024964
nrs1,p024965
cdc73,p024966
rps21,p024967
lcf1,p024968
rpl35b,p024969
ape2,p024970
SPBC19F5.04,p024971
top2,p024972
cct3,p024973
gpd1,p024974
erg10,p024975
SPBC216.03,p024976
nrf1,p024977
rga7,p024978
rpp202,p024979
SPBC24C6.04,p024980
nda3,p024981
gas2,p024982
SPBC29A10.16c,p024983
nap2,p024984
SPBC2F12.05c,p024985
gua1,p024986
SPBC2G5.01,p024987
SPBC30D10.03c,p024988
lsm4,p024989
rtn1,p024990
lsb5,p024991
gpx1,p024992
SPBC32F12.10,p024993
erg28,p024994
ish1,p024995
dip2,p024996
leu3,p024997
ade1,p024998
rpl3602,p024999
arg12,p025000
met17,p025001
SPBC4C3.03,p025002
SPBC4C3.07,p025003
pre3,p025004
SPBC530.07c,p025005
arg5,p025006
rpl3801,p025007
stt4,p025008
rpn7,p025009
SPBC646.07c,p025010
sds23,p025011
ntp1,p025012
rps001,p025013
apl3,p025014
ubp15,p025015
thf1,p025016
irs1,p025017
sec31,p025018
nde1,p025019
tuf1,p025020
rpa2,p025021
SPBP23A10.11c,p025022
qcr1,p025023
lcf2,p025024
sld5,p025025
nce103,p025026
rpp201,p025027
SPBP8B7.18c,p025028
spt16,p025029
rpl101,p025030
SPCC11E10.07c,p025031
nmt1,p025032
bio2,p025033
ght5,p025034
rpa12,p025035
SPCC1281.06c,p025036
gdh2,p025037
fyu1,p025038
ade6,p025039
vtc4,p025040
SPCC1450.13c,p025041
snf22,p025042
yrs1,p025043
mcp2,p025044
gcg1,p025045
rpt4,p025046
oca8,p025047
rpl1201,p025048
SPCC1827.03c,p025049
SPCC1827.06c,p025050
pca1,p025051
rps1702,p025052
SPCC306.08c,p025053
srp72,p025054
ura4,p025055
SPCC338.06c,p025056
naa15,p025057
cox5,p025058
ser3,p025059
hsp10,p025060
toa2,p025061
smc6,p025062
hta1,p025063
gdh1,p025064
pup3,p025065
eis1,p025066
sti1,p025067
naa50,p025068
SPCC70.03c,p025069
qcr7,p025070
hmt1,p025071
ssp2,p025072
ctt1,p025073
mae2,p025074
psi1,p025075
yop1,p025076
gst2,p025077
SPCC970.03,p025078
ade10,p025079
ZFP30,p025080
SEL1L2,p025081
TENM2,p025082
Kitlg,p025083
dnaB,p025084
LOC100348511,p025085
MIR6505,p025086
MIR6791,p025087
LOC728819,p025088
MIR6800,p025089
MIR7843,p025090
SAGE1,p025091
FREM3,p025092
SCARNA2,p025093
SCARNA7,p025094
SCARNA9,p025095
SCARNA12,p025096
SLMO2-ATP5E,p025097
LOC652276,p025098
SNORD116-21,p025099
SNORA18,p025100
SH3GL1P2,p025101
SNORA40,p025102
KANTR,p025103
LINC00898,p025104
LINC00342,p025105
FLJ42627,p025106
GLUD1P3,p025107
SMG1P1,p025108
SMG1P6,p025109
SGMS1-AS1,p025110
C1RL-AS1,p025111
LRRC37A4P,p025112
ADAM20P1,p025113
NUTM2G,p025114
LINC01296,p025115
PMS2P9,p025116
NOP14-AS1,p025117
LOC202181,p025118
LINC01465,p025119
LOC101928841,p025120
COL6A4P1,p025121
FBXL19-AS1,p025122
DLSTP1,p025123
PWAR5,p025124
LOC101928728,p025125
ANKRD18CP,p025126
LINC00638,p025127
PCDHGB7,p025128
PCDHGA10,p025129
LINC00659,p025130
ADAMTS5,p025131
TOP1P1,p025132
EMBP1,p025133
AHCTF1P1,p025134
LOC101928279,p025135
LOC283922,p025136
BEND3P3,p025137
LINC01347,p025138
LOC100288069,p025139
ZNF615,p025140
LINC01108,p025141
LINC00842,p025142
MIATNB,p025143
SSR4P1,p025144
LINC01572,p025145
SH3GL1P1,p025146
GABRQ,p025147
DISP2,p025148
CYP2T1P,p025149
LINC00630,p025150
FZD10-AS1,p025151
LOC90784,p025152
GPR157,p025153
JAKMIP3,p025154
SNAI3-AS1,p025155
SCGB1B2P,p025156
LINC01128,p025157
GMDS-AS1,p025158
TVP23C-CDRT4,p025159
WHAMMP1,p025160
HERC2P3,p025161
LINC00087,p025162
FLJ45950,p025163
LRRC37A,p025164
LOC644961,p025165
C18orf63,p025166
TMEM200B,p025167
TRAP,p025168
LINC00473,p025169
H2B,p025170
ARMCX5-GPRASP2,p025171
Rnf170,p025172
Erlin1,p025173
Pck1,p025174
Mutyh,p025175
Ptprd,p025176
Ptprs,p025177
Rad51d,p025178
FCGR1B,p025179
RPC10,p025180
RPB3,p025181
cher,p025182
BPIFB4,p025183
LOC101930047,p025184
GPR179,p025185
AQP7P3,p025186
TBC1D8B,p025187
Drp2,p025188
OR9A4,p025189
Sirt6,p025190
C2orf80,p025191
C1orf233,p025192
UGT2B11,p025193
DCDC2C,p025194
AGAP6,p025195
AGAP9,p025196
GABARAPL3,p025197
ADAMTS7,p025198
TYRL,p025199
ROCK1P1,p025200
VPREB1,p025201
HNRNPUL2-BSCL2,p025202
fancd2,p025203
fanci,p025204
LIFR-AS1,p025205
Trib3,p025206
FOXP4-AS1,p025207
HABP2,p025208
LRRC69,p025209
TRBC2,p025210
SPINK9,p025211
IGKV2D-28,p025212
ZNF546,p025213
KLHL30,p025214
BRCA3,p025215
Scyl1,p025216
Hpcal1,p025217
Atp5b,p025218
Pgk1-rs7,p025219
Pgls,p025220
Mif,p025221
Prdx4,p025222
Mdh2,p025223
P4hb,p025224
Kctd19,p025225
Eprs,p025226
Slc25a5,p025227
Fkbp3,p025228
Hint1,p025229
Gm10068,p025230
Hist1h2ag,p025231
Hist1h2af,p025232
Hist1h2ah,p025233
Hist1h2ak,p025234
Hist2h2aa1,p025235
Hist2h2ac,p025236
Hist3h2a,p025237
H2afj,p025238
Hist1h2bb,p025239
Hist1h2bc,p025240
Hist1h2bf,p025241
Hist1h2bh,p025242
Hist1h2bk,p025243
Hist1h2bm,p025244
Hist1h2bp,p025245
Hist2h2bb,p025246
Hist2h2be,p025247
Hist3h2ba,p025248
Hist3h2bb-ps,p025249
Tubb2a,p025250
Eef1a2,p025251
Hist1h1d,p025252
Hist1h4a,p025253
H3f3a,p025254
H3f3c,p025255
Hist1h3a,p025256
Hist1h3b,p025257
Hist1h1c,p025258
Hist1h1a,p025259
Rps15a,p025260
Rps25,p025261
Rps12,p025262
Rplp2,p025263
Ankrd6,p025264
Hspa1a,p025265
Zfp518a,p025266
Gria3,p025267
Fkbp2,p025268
Eml4,p025269
Ppfia2,p025270
Erc1,p025271
Rasal1,p025272
Eln,p025273
BC055324,p025274
Herc4,p025275
Prss2,p025276
Gng7,p025277
Gm8991,p025278
Scg2,p025279
Txndc5,p025280
Atp6v1g1,p025281
Idh2,p025282
Chga,p025283
Stmn2,p025284
Mug1,p025285
Mug2,p025286
Lrrc59,p025287
Cnpy2,p025288
Manf,p025289
Tmsb10,p025290
Rab2a,p025291
Phgdh,p025292
Fabp5,p025293
Psat1,p025294
Nes,p025295
Mthfd1,p025296
Nme1,p025297
Vps13b,p025298
Chd8,p025299
Hspe1,p025300
Sdad1,p025301
Mcm7,p025302
Luc7l2,p025303
Prkcsh,p025304
1700009N14Rik,p025305
Usp24,p025306
Efcab6,p025307
Ttn,p025308
Ubxn6,p025309
Atp5o,p025310
Myo9a,p025311
Rps12l1,p025312
Pkn1,p025313
Hist1h1t,p025314
Rpl7a,p025315
hus1,p025316
rad1,p025317
rad9,p025318
Ighg1,p025319
ABCA12,p025320
SLC38A4,p025321
SLC22A18AS,p025322
OR8G5,p025323
NXF4,p025324
LDLRAD2,p025325
TRAJ56,p025326
SPRR2F,p025327
Cnot4,p025328
LIPI,p025329
TEDDM1,p025330
C1orf185,p025331
TMEM233,p025332
CLECL1,p025333
CCDC129,p025334
ELTD1,p025335
IRX5,p025336
WDR31,p025337
MANSC4,p025338
LRRC16B,p025339
MCHR2,p025340
PRRX2,p025341
ZMYND15,p025342
TCTE3,p025343
SLC22A25,p025344
PADI2,p025345
ZNF229,p025346
CCDC169,p025347
FAM216B,p025348
ACCSL,p025349
HRH2,p025350
SLC52A3,p025351
FABP12,p025352
GMNC,p025353
BPIFA3,p025354
RNFT2,p025355
ABHD14A-ACY1,p025356
CG18769,p025357
mcu-1,p025358
DDB_G0286429,p025359
AT4G36820,p025360
HSPE1-MOB4,p025361
IGKV@,p025362
STARD5,p025363
GOLGA8O,p025364
TBC1D3C,p025365
NKX6-3,p025366
PGA5,p025367
ZNF493,p025368
WBSCR17,p025369
GLP2R,p025370
C5orf63,p025371
COLCA2,p025372
MBD3L5,p025373
LOC100505498,p025374
ZNF565,p025375
LOC101930123,p025376
STON1-GTF2A1L,p025377
Wdr77,p025378
Gnai1,p025379
Slc4a5,p025380
Trpm6,p025381
Vmn1r41,p025382
Csnk2a1,p025383
ANKRD34B,p025384
RPSAP11,p025385
cut7,p025386
Ubr2,p025387
SDR42E2,p025388
Cdk5r1,p025389
INO80B-WBP1,p025390
HES7,p025391
HAPLN4,p025392
CHMP4BP1,p025393
SCN10A,p025394
SNED1,p025395
FAM196B,p025396
TRIM60,p025397
OR2T29,p025398
OR2T5,p025399
SPATA9,p025400
TMC2,p025401
Tlr4,p025402
Nfatc3,p025403
NPIPB5,p025404
THUMPD3-AS1,p025405
PP7080,p025406
SNHG21,p025407
CKS1BP3,p025408
HCG18,p025409
DDR1-AS1,p025410
SNHG5,p025411
ZNF841,p025412
ZNRD1-AS1,p025413
PCED1B-AS1,p025414
C8orf31,p025415
NAA60,p025416
NUTM2D,p025417
CSPG4P10,p025418
cno,p025419
Elmo1,p025420
Grin2c,p025421
Gpc4,p025422
FTMT,p025423
KBTBD11,p025424
Ramp1,p025425
SLC25A34,p025426
RAB44,p025427
FBXO48,p025428
C11orf91,p025429
TRPC5OS,p025430
MIR6891,p025431
MIR4668,p025432
MIR3927,p025433
MIR376C,p025434
MIR4744,p025435
MIR152,p025436
MIR657,p025437
MIR1185-2,p025438
MIR4634,p025439
MIR4534,p025440
MIR1185-1,p025441
MIR26A2,p025442
MIR3713,p025443
MIR4487,p025444
MIR6871,p025445
MIR548E,p025446
MIR6816,p025447
MIR520D,p025448
MIR4658,p025449
IGHV3-72,p025450
LST1,p025451
GGTLC3,p025452
DFNB59,p025453
DIRC1,p025454
NARR,p025455
ZNF548,p025456
Tp53,p025457
RPL7P23,p025458
MIR125B1,p025459
Sp100,p025460
Ebi3,p025461
SNORA81,p025462
SCARNA1,p025463
Adarb1,p025464
Ago1,p025465
Ago3,p025466
Ago4,p025467
Aip,p025468
Alyref,p025469
Alyref2,p025470
Angel1,p025471
Ankrd17,p025472
Ascc1,p025473
Asph,p025474
B3galt6,p025475
Chpf,p025476
Cmtr1,p025477
Cpeb3,p025478
Ctu1,p025479
Dap3,p025480
Ddx20,p025481
Dhx36,p025482
Dis3l2,p025483
Dnajb1,p025484
Eif3h,p025485
Elavl2,p025486
Fam120a,p025487
Fam120c,p025488
Fbxo11,p025489
Gabrb3,p025490
Gle1,p025491
Hnrnpa0,p025492
Hnrnpdl,p025493
Hnrnpul1,p025494
Hspbp1,p025495
Igf2bp2,p025496
Ints1,p025497
Klhdc10,p025498
Krt24,p025499
Larp6,p025500
Med12,p025501
Mrpl44,p025502
Msi1,p025503
Ncoa5,p025504
Otud4,p025505
Pcbp3,p025506
Pclo,p025507
Qk,p025508
Ralyl,p025509
Rbm10,p025510
Rbm4,p025511
Rbm4b,p025512
Rbmxl1,p025513
Rcor1,p025514
Rdh14,p025515
Rpf2,p025516
Rpl15,p025517
Samd4b,p025518
Smg5,p025519
Srsf2,p025520
Sugp2,p025521
Tarbp2,p025522
Tarsl2,p025523
Tmlhe,p025524
Tnrc6a,p025525
Tra2a,p025526
Zcchc11,p025527
Uck2,p025528
Unk,p025529
Ybx3,p025530
Ythdf1,p025531
Zfp326,p025532
Acot8,p025533
Acsl5,p025534
Ascc2,p025535
Ascc3,p025536
Aup1,p025537
C2cd3,p025538
Calb1,p025539
Ccdc127,p025540
Cdc73,p025541
Cox15,p025542
Cpeb2,p025543
Crkl,p025544
Dck,p025545
Ddx6,p025546
Dgcr8,p025547
Dhrs1,p025548
Dhrs13,p025549
Dhx30,p025550
Dhx57,p025551
Dna2,p025552
Dnajb14,p025553
Dnajc11,p025554
Dnajc16,p025555
Dock1,p025556
Echdc1,p025557
Ei24,p025558
Eif2b4,p025559
Eif4e2,p025560
Eif4g3,p025561
Emilin3,p025562
Ergic1,p025563
Exoc5,p025564
Exosc4,p025565
Fn1,p025566
Fn3krp,p025567
Agpat6,p025568
Gpr158,p025569
Gtf3c1,p025570
Hmx3,p025571
Khsrp,p025572
Kif1a,p025573
Lsm11,p025574
Lsm12,p025575
Tmem57,p025576
Mag,p025577
Mast2,p025578
Mbnl1,p025579
Mbnl2,p025580
Mkrn2,p025581
Naf1,p025582
Nat8l,p025583
Nav1,p025584
1200014J11Rik,p025585
Nfib,p025586
Nsdhl,p025587
Nynrin,p025588
Obsl1,p025589
Orc5,p025590
Pan3,p025591
Parp12,p025592
Patl1,p025593
Pex16,p025594
Pigt,p025595
Tmem55b,p025596
Plekhh3,p025597
Ppapdc2,p025598
Pold1,p025599
Prkra,p025600
Pycrl,p025601
Wibg,p025602
R3hdm4,p025603
Rabl2,p025604
Rars2,p025605
Rfc1,p025606
Rfc5,p025607
Rnf214,p025608
Rpl10a,p025609
Rpl13a,p025610
Rpl27,p025611
Rpl36,p025612
Rpl6,p025613
Rpl7,p025614
Rpp30,p025615
Rtcb,p025616
Samd4,p025617
Sfxn2,p025618
Slc25a17,p025619
Slc25a19,p025620
Slc25a21,p025621
Slc25a31,p025622
Slc25a36,p025623
Slc35e1,p025624
Sqrdl,p025625
Stard3,p025626
Sybu,p025627
Taok1,p025628
Tdrd3,p025629
Papd7,p025630
Tial1,p025631
1810026J23Rik,p025632
Tiprl,p025633
Tmed4,p025634
Tmem131,p025635
Tmem183a,p025636
Trmt61a,p025637
Wdr11,p025638
Wnk1,p025639
Wnk2,p025640
Wnk3,p025641
Wnk4,p025642
Ylpm1,p025643
Zcchc8,p025644
Zfp512,p025645
Zfml,p025646
Adam22,p025647
Adcy1,p025648
Aimp1,p025649
Akap8l,p025650
Aldh1b1,p025651
Ap1m1,p025652
Aspm,p025653
Bckdk,p025654
Brinp1,p025655
Chsy1,p025656
Cnot1,p025657
Ctc1,p025658
Dazap1,p025659
Dnajb12,p025660
Dnajb4,p025661
Dnajb5,p025662
Dyrk2,p025663
Eif3m,p025664
Elp2,p025665
Exd2,p025666
Exoc6,p025667
Exosc7,p025668
Exosc8,p025669
D15Ertd621e,p025670
Fbxo41,p025671
Fibp,p025672
Fnbp1l,p025673
Fry,p025674
Gabra1,p025675
Gabra4,p025676
Gabrb1,p025677
Gabrb2,p025678
Hdac11,p025679
Helz,p025680
H13,p025681
Hnrnpc,p025682
Hnrnpll,p025683
Ints7,p025684
Ints9,p025685
Kars,p025686
Kcnq2,p025687
Kdm1a,p025688
Kif3b,p025689
Lemd3,p025690
Leng8,p025691
Marc2,p025692
Mrpl1,p025693
Mrpl37,p025694
Mrpl4,p025695
Mrps2,p025696
Mto1,p025697
Ncbp1,p025698
Ndufaf6,p025699
Nkrf,p025700
Osbpl5,p025701
Pacs2,p025702
Pdk1,p025703
Pisd,p025704
Pld1,p025705
Plod1,p025706
Plod2,p025707
Ppp1r35,p025708
Prkab2,p025709
Prkd3,p025710
Prmt8,p025711
Prrc2a,p025712
Purg,p025713
Pwp2,p025714
Rad51b,p025715
Ralgapa1,p025716
Rbfox3,p025717
Ryr2,p025718
Sav1,p025719
Serac1,p025720
Ccdc101,p025721
Slc25a25,p025722
Slc25a33,p025723
Slc25a42,p025724
Slc25a46,p025725
Srsf10,p025726
Strbp,p025727
Surf4,p025728
Tbl3,p025729
Fam115a,p025730
Tenm2,p025731
Thoc3,p025732
Thrap3,p025733
Top3b,p025734
Trmt1l,p025735
Ubac2,p025736
Unkl,p025737
Xpo7,p025738
Xrn1,p025739
Xylt2,p025740
Ythdf3,p025741
Zkscan1,p025742
Casp8,p025743
COX4I1P1,p025744
Ifi202b,p025745
Tmpo,p025746
Myh11,p025747
Rpl19,p025748
Rps3a2,p025749
Snrpb,p025750
Itgb5,p025751
Api5,p025752
Rps16,p025753
Tgm2,p025754
Mogs,p025755
Rps8,p025756
Eif2s3x,p025757
Col3a1,p025758
Col1a1,p025759
Rpn2,p025760
Pbxip1,p025761
Lgals9,p025762
Rps15,p025763
Gm5745,p025764
Frg1,p025765
Hdlbp,p025766
Pdap1,p025767
Rps23,p025768
Arf5,p025769
Rpl24,p025770
Itgb3,p025771
Tmem214,p025772
Lpl,p025773
Ap3s1,p025774
Arpc4,p025775
Ddost,p025776
Serpine2,p025777
Dek,p025778
Dars,p025779
Snrpd3,p025780
Eppk1,p025781
TMEM117,p025782
CCDC38,p025783
TRPM6,p025784
ezh2-a,p025785
Rims2,p025786
Lancl1,p025787
BRE5,p025788
UBX3,p025789
VPS15,p025790
VPS34,p025791
VPS38,p025792
PEP3,p025793
VPS21,p025794
CORO7-PAM16,p025795
YES1P1,p025796
IGLJ3,p025797
IBD8,p025798
TMC3,p025799
IFN1@,p025800
RCD1,p025801
PRCD,p025802
LOC102724652,p025803
TNFAIP8L2-SCNM1,p025804
SCARNA23,p025805
SCARNA6,p025806
SNORA10,p025807
SNORA11D,p025808
SNORA16A,p025809
SNORA5C,p025810
SNORA77,p025811
SNORA78,p025812
SNORA79,p025813
SNORA80A,p025814
SNORD12C,p025815
SNORD14D,p025816
SNORD23,p025817
SNORD33,p025818
SNORD34,p025819
SNORD35A,p025820
SNORD38A,p025821
SNORD59A,p025822
SNORD60,p025823
SNORD62A,p025824
SNORD62B,p025825
SNORD8,p025826
SNORD88B,p025827
SCARNA10,p025828
C2orf43,p025829
RBMXP1,p025830
LOC100131294,p025831
KIAA1210,p025832
IZUMO4,p025833
MIR22,p025834
MIR144,p025835
MIR4732,p025836
MIR142,p025837
MIR182,p025838
MIR652,p025839
MIR103A1,p025840
MIR103A2,p025841
MIR183,p025842
MIR340,p025843
MFAP3L,p025844
GAPDHP65,p025845
GAPDHP1,p025846
Asah1,p025847
Sub1,p025848
Alpl,p025849
Pzp,p025850
Anpep,p025851
Apoe,p025852
Got2,p025853
Aspn,p025854
LOC313641,p025855
Bgn,p025856
Prg2,p025857
Car2,p025858
Cd59,p025859
Cp,p025860
Col2a1,p025861
Col5a1,p025862
Col5a2,p025863
Col11a1,p025864
Epx,p025865
Esyt2,p025866
Ftl1,p025867
Ahsg,p025868
Fgg,p025869
Fst,p025870
Gpi,p025871
Enpep,p025872
Pygm,p025873
Cga,p025874
Gzma,p025875
Gzmk,p025876
Gzmm,p025877
Grem1,p025878
Dkc1,p025879
Hist1h2ac,p025880
IgG-2a,p025881
Igh-6,p025882
Jph1,p025883
Jph2,p025884
Mfge8,p025885
Lxn,p025886
Phex,p025887
Mdk,p025888
Myoc,p025889
Myh1,p025890
Myh2,p025891
Mybpc1,p025892
Elane,p025893
Pglyrp1,p025894
Pip4k2a,p025895
Pip4k2b,p025896
Serpinf1,p025897
Pf4,p025898
Podn,p025899
Pbsn,p025900
Plbd1,p025901
A1i3,p025902
Sfrp1,p025903
Serpina3c,p025904
Spink3,p025905
Tf,p025906
Slit2,p025907
Slit3,p025908
Thbs1,p025909
Taldo1,p025910
Btf3l4,p025911
Prnp,p025912
MYZAP,p025913
KRTAP19-3,p025914
FMO4,p025915
HIATL2,p025916
CTAG1A,p025917
MGC50722,p025918
NHLRC4,p025919
ZNF559-ZNF177,p025920
KRTAP7-1,p025921
CLDN9,p025922
OOEP,p025923
PGA4,p025924
LOC101060321,p025925
TBC1D3K,p025926
FAM25C,p025927
LOC100507537,p025928
AARD,p025929
HSPB2-C11orf52,p025930
C1QTNF5,p025931
CYP4F22,p025932
PSORS1C1,p025933
PSMB11,p025934
SLC7A10,p025935
BEST3,p025936
PPP1R1C,p025937
C17orf50,p025938
C8orf46,p025939
ANKRD37,p025940
TEX43,p025941
C18orf42,p025942
ERICH4,p025943
POU6F1,p025944
IGFL2,p025945
LOC102724428,p025946
CLEC2A,p025947
LOC102724488,p025948
LOC100505478,p025949
TCP11X2,p025950
IGSF11,p025951
FXYD6-FXYD2,p025952
FOXD4L4,p025953
C20orf202,p025954
KRTAP5-8,p025955
CCL3L3,p025956
SLC16A12,p025957
CYB561D1,p025958
DEFB108B,p025959
TMEM262,p025960
AGMO,p025961
GAGE2A,p025962
OR7C2,p025963
