Symbol,LncBook ID,NONCODE ID,Ensemble ID,RefSeq ID,l_ID
RP11-124B13.1,-,NONHSAG049416,-,-,l013402
RP11-124D2.7,-,NONHSAG014486,-,-,l013403
RP11-124G5.3,-,NONHSAG008101,-,-,l013404
RP11-124I4.2,-,NONHSAG043979,-,-,l013405
RP11-124K4.1,-,NONHSAG018487,-,-,l013406
RP11-124N14.3,-,NONHSAG005323,-,-,l013407
RP11-124N14.4,-,-,-,-,l013408
RP11-124N19.3,-,NONHSAG012986,-,-,l013409
RP11-124N2.1,-,NONHSAG035962,-,-,l013410
RP11-124N3.3,-,NONHSAG040021,-,-,l013411
RP11-124O11.2,-,NONHSAG005697,-,-,l013412
RP11-1252I4.2,-,NONHSAG042381,-,-,l013413
RP11-125B21.2,-,NONHSAG051645,-,-,l013414
RP11-125K10.4,-,-,-,-,l013415
RP11-125O18.1,-,NONHSAG038838,-,-,l013416
RP11-125P18.1,-,NONHSAG031437,-,-,l013417
RP11-1260E13.2,-,NONHSAG020407,-,-,l013418
RP11-1260E13.4,-,NONHSAG020405,-,-,l013419
RP11-126K1.2,-,NONHSAG002908,-,-,l013420
RP11-126K1.8,-,NONHSAG002912,-,-,l013421
RP11-126L15.4,-,NONHSAG048375,-,-,l013422
RP11-126O1.2,-,NONHSAG023959,-,-,l013423
RP11-126O1.4,-,NONHSAG023964,-,-,l013424
RP11-126O1.5,-,NONHSAG023963,-,-,l013425
RP11-1277A3.1,-,NONHSAG042369,-,-,l013426
RP11-1277A3.2,-,NONHSAG042370,-,-,l013427
RP11-127I20.5,-,NONHSAG018465,-,-,l013428
RP11-127I20.7,-,NONHSAG018463,-,-,l013429
RP11-127L20.3,-,NONHSAG006795,-,-,l013430
RP11-127O4.3,-,NONHSAG006798,-,-,l013431
RP11-128A17.1,-,NONHSAG016535,-,-,l013432
RP11-128A6.2,-,NONHSAG048771,-,-,l013433
RP11-128I7.1,-,NONHSAG052576,-,-,l013434
RP11-128M1.1,-,NONHSAG031123,-,-,l013435
RP11-128P17.1,-,NONHSAG023369,-,-,l013436
RP11-128P17.2,-,NONHSAG023367,-,-,l013437
RP11-128P17.3,-,NONHSAG023368,-,-,l013438
RP11-1299A16.3,-,NONHSAG038473,-,-,l013439
RP11-129B22.1,-,NONHSAG035321,-,-,l013440
RP1-276J11.2,-,NONHSAG044734,-,-,l013441
RP11-129H15.4,-,NONHSAG044735,-,-,l013442
RP11-129J12.2,-,NONHSAG006659,-,-,l013443
RP11-129M6.1,-,NONHSAG014799,-,-,l013444
RP11-12A1.1,-,NONHSAG038024,-,-,l013445
RP11-12A2.1,-,NONHSAG044989,-,-,l013446
RP11-12A2.3,-,NONHSAG044991,-,-,l013447
RP11-12K11.2,-,NONHSAG036579,-,-,l013448
RP11-12K22.1,-,NONHSAG038058,-,-,l013449
RP11-12L8.1,-,NONHSAG002516,-,-,l013450
RP11-12M5.1,-,NONHSAG003604,-,-,l013451
RP11-12M5.3,-,NONHSAG003605,-,-,l013452
RP11-12M5.4,-,NONHSAG003606,-,-,l013453
RP11-130C19.3,-,NONHSAG051615,-,-,l013454
RP11-130F10.1,-,NONHSAG039414,-,-,l013455
RP11-130L8.1,-,NONHSAG027171,-,-,l013456
RP11-131K5.1,-,NONHSAG020877,-,-,l013457
RP11-131L12.2,-,NONHSAG012459,-,-,l013458
RP11-131L23.1,-,NONHSAG001968,-,-,l013459
RP11-131N11.4,-,NONHSAG005986,-,-,l013460
RP11-132E11.2,-,NONHSAG051835,-,-,l013461
RP11-132M7.3,-,NONHSAG044266,-,-,l013462
RP11-132N15.1,-,NONHSAG036945,-,-,l013463
RP11-132N15.3,-,NONHSAG036944,-,-,l013464
RP11-1334A24.4,-,-,-,-,l013465
RP11-1334A24.6,-,NONHSAG042360,-,-,l013466
RP11-1336O20.2,-,NONHSAG039091,-,-,l013467
RP11-133F8.2,-,NONHSAG041013,-,-,l013468
RP11-133K1.6,-,NONHSAG016587,-,-,l013469
RP11-133K1.7,-,NONHSAG016581,-,-,l013470
RP11-133L14.5,-,NONHSAG010466,-,-,l013471
RP11-133L19.2,-,NONHSAG017778,-,-,l013472
RP11-133N21.10,-,NONHSAG011105,-,-,l013473
RP11-1348G14.1,-,NONHSAG018996,-,-,l013474
RP11-1348G14.4,-,NONHSAG018995,-,-,l013475
RP11-1348G14.5,-,NONHSAG018997,-,-,l013476
RP11-134D3.1,-,NONHSAG020233,-,-,l013477
RP11-134D3.2,-,NONHSAG020234,-,-,l013478
RP11-134E15.1,-,NONHSAG014657,-,-,l013479
RP11-134F2.2,-,NONHSAG036913,-,-,l013480
RP11-134G8.7,-,NONHSAG003930,-,-,l013481
RP11-134G8.8,-,NONHSAG003927,-,-,l013482
RP11-134O21.1,-,NONHSAG049390,-,-,l013483
RP11-134P9.1,-,NONHSAG003991,-,-,l013484
RP11-135A1.2,-,NONHSAG037017,-,-,l013485
RP11-135A1.3,-,NONHSAG037016,-,-,l013486
RP11-135A24.2,-,NONHSAG005571,-,-,l013487
RP11-135D11.2,-,NONHSAG005973,-,-,l013488
RP11-135J2.4,-,NONHSAG004314,-,-,l013489
RP11-135L13.4,-,NONHSAG021103,-,-,l013490
RP11-136F16.1,-,NONHSAG011766,-,-,l013491
RP11-136I14.5,-,NONHSAG009683,-,-,l013492
RP11-136K14.1,-,NONHSAG045149,-,-,l013493
RP11-136K7.2,-,NONHSAG040652,-,-,l013494
TRIB1,-,NONHSAG051222,-,-,l013495
RP11-1379J22.2,-,NONHSAG042427,-,-,l013496
RP11-1379J22.5,-,NONHSAG042433,-,-,l013497
RP11-137D19.1,-,NONHSAG054899,-,-,l013498
RP11-137J7.3,-,NONHSAG045013,-,-,l013499
RP11-137L10.6,-,NONHSAG006204,-,-,l013500
RP11-138B4.1,-,NONHSAG039560,-,-,l013501
RP11-138E9.2,-,NONHSAG023347,-,-,l013502
RP11-138H11.1,-,NONHSAG023672,-,-,l013503
RP11-138H8.2,-,NONHSAG017310,-,-,l013504
RP11-138H8.6,-,NONHSAG017315,-,-,l013505
RP11-138I1.4,-,NONHSAG020951,-,-,l013506
RP11-138I17.1,-,NONHSAG038916,-,-,l013507
RP11-138J23.1,-,NONHSAG041175,-,-,l013508
RP11-1391J7.1,-,NONHSAG007357,-,-,l013509
RP11-1396O13.15,-,NONHSAG037454,-,-,l013510
RP11-1398P2.1,-,NONHSAG037272,-,-,l013511
RP11-139E24.1,-,NONHSAG003814,-,-,l013512
RP11-139F4.2,-,NONHSAG016513,-,-,l013513
RP11-139I14.2,-,NONHSAG003119,-,-,l013514
RP11-139J15.2,-,-,-,-,l013515
RP11-139K1.2,-,NONHSAG006897,-,-,l013516
RP11-139K4.2,-,NONHSAG036800,-,-,l013517
RP11-13A1.1,-,NONHSAG011859,-,-,l013518
RP11-13A1.3,-,NONHSAG011861,-,-,l013519
RP11-13B9.5,-,NONHSAG053027,-,-,l013520
RP11-13G14.4,-,NONHSAG012209,-,-,l013521
RP11-13J10.1,-,NONHSAG028807,-,-,l013522
RP11-13K12.1,-,NONHSAG022859,-,-,l013523
RP11-13K12.2,-,NONHSAG022858,-,-,l013524
RP11-13K12.5,-,NONHSAG022860,-,-,l013525
RP11-13N12.1,-,NONHSAG049620,-,-,l013526
RP11-13N12.2,-,NONHSAG049618,-,-,l013527
RP11-13N13.2,-,NONHSAG023498,-,-,l013528
RP11-13P5.1,-,NONHSAG045279,-,-,l013529
RP11-13P5.2,-,NONHSAG045281,-,-,l013530
RP11-140A10.3,-,NONHSAG007210,-,-,l013531
RP11-140H17.1,-,NONHSAG019836,-,-,l013532
RP11-140I24.1,-,NONHSAG019954,-,-,l013533
RP11-140L24.3,-,NONHSAG007716,-,-,l013534
RP11-1415C14.4,-,NONHSAG040633,-,-,l013535
RP11-141A19.1,-,NONHSAG001416,-,-,l013536
RP11-141B14.1,-,NONHSAG029037,-,-,l013537
RP11-141E13.1,-,NONHSAG037571,-,-,l013538
RP11-141J13.3,-,NONHSAG020577,-,-,l013539
RP11-141J13.5,-,NONHSAG020580,-,-,l013540
RP11-141M1.1,-,NONHSAG013196,-,-,l013541
RP11-141M1.3,-,NONHSAG013199,-,-,l013542
RP11-141O11.1,-,NONHSAG040595,-,-,l013543
RP11-141O15.1,-,NONHSAG018863,-,-,l013544
RP11-142A12.1,-,NONHSAG018952,-,-,l013545
RP11-142A5.1,-,NONHSAG048183,-,-,l013546
RP11-142C4.5,-,NONHSAG008387,-,-,l013547
RP11-142C4.6,-,NONHSAG008385,-,-,l013548
RP11-142G1.1,-,NONHSAG019459,-,-,l013549
RP11-142G1.2,-,NONHSAG019460,-,-,l013550
RP11-142G1.3,-,NONHSAG019458,-,-,l013551
RP11-142G7.2,-,NONHSAG054044,-,-,l013552
RP11-142I20.1,-,NONHSAG023745,-,-,l013553
RP11-142J21.2,-,NONHSAG016806,-,-,l013554
RP11-142L1.1,-,NONHSAG035488,-,-,l013555
RP11-142M10.2,-,NONHSAG005280,-,-,l013556
RP11-142O6.1,-,NONHSAG021432,-,-,l013557
RP11-143A12.3,-,NONHSAG039801,-,-,l013558
RP11-143E21.6,-,NONHSAG012747,-,-,l013559
RP11-143J12.2,-,NONHSAG023322,-,-,l013560
RP11-143J12.3,-,NONHSAG023321,-,-,l013561
RP11-143J24.1,-,NONHSAG016395,-,-,l013562
RP11-143K11.1,-,NONHSAG022668,-,-,l013563
RP11-143M1.3,-,NONHSAG051601,-,-,l013564
RP11-143O10.1,-,NONHSAG013924,-,-,l013565
RP11-143P4.2,-,NONHSAG036993,-,-,l013566
RP11-144G6.12,-,NONHSAG005804,-,-,l013567
RP11-144G7.2,-,NONHSAG009539,-,-,l013568
RP11-144L1.4,-,NONHSAG003174,-,-,l013569
RP11-144N1.1,-,NONHSAG019982,-,-,l013570
RP11-144O23.8,-,NONHSAG010494,-,-,l013571
RP11-145A3.1,-,NONHSAG004453,-,-,l013572
RP11-145A3.2,-,NONHSAG004454,-,-,l013573
RP11-145G20.1,-,NONHSAG038458,-,-,l013574
RP11-145H9.3,-,NONHSAG042672,-,-,l013575
RP11-145M4.2,-,NONHSAG001630,-,-,l013576
RP11-145M4.3,-,NONHSAG001631,-,-,l013577
RP11-145M9.4,-,NONHSAG036747,-,-,l013578
RP11-145O15.3,-,NONHSAG049596,-,-,l013579
RP11-146E23.2,-,NONHSAG050653,-,-,l013580
RP11-146F11.1,-,NONHSAG019115,-,-,l013581
RP11-146F11.5,-,NONHSAG019106,-,-,l013582
RP11-146I2.1,-,NONHSAG043072,-,-,l013583
RP11-146N18.1,-,NONHSAG024065,-,-,l013584
RP11-147C23.1,-,NONHSAG002156,-,-,l013585
RP11-147G16.1,-,NONHSAG001921,-,-,l013586
RP11-147I3.1,-,NONHSAG009080,-,-,l013587
RP11-147L13.8,-,NONHSAG022586,-,-,l013588
RP11-147N17.1,-,NONHSAG035286,-,-,l013589
RP11-147O5.1,-,NONHSAG054140,-,-,l013590
RP11-148B18.1,-,NONHSAG002117,-,-,l013591
RP11-148B18.3,-,NONHSAG002118,-,-,l013592
RP11-148B18.4,-,NONHSAG002120,-,-,l013593
LINC00173,-,NONHSAG012421,-,-,l013594
RP11-148B3.2,-,NONHSAG012419,-,-,l013595
RP11-148B6.1,-,-,-,-,l013596
RP11-148E17.1,-,NONHSAG014597,-,-,l013597
RP11-148I19.1,-,NONHSAG008107,-,-,l013598
RP11-148K1.12,-,NONHSAG049157,-,-,l013599
RP11-148L24.1,-,NONHSAG039371,-,-,l013600
RP11-148O21.2,-,NONHSAG049550,-,-,l013601
RP11-148O21.3,-,NONHSAG049548,-,-,l013602
RP11-149A7.2,-,NONHSAG038887,-,-,l013603
RP11-149I2.4,-,NONHSAG051900,-,-,l013604
RP11-149I23.3,-,NONHSAG006482,-,-,l013605
RP11-149P24.1,-,NONHSAG051371,-,-,l013606
RP11-14D22.1,-,NONHSAG035328,-,-,l013607
RP11-14D22.2,-,NONHSAG035327,-,-,l013608
RP11-14I17.2,-,NONHSAG049804,-,-,l013609
RP11-14I17.3,-,NONHSAG049806,-,-,l013610
RP11-14I4.3,-,NONHSAG044443,-,-,l013611
RP11-14J7.6,-,NONHSAG014375,-,-,l013612
RP11-14K2.1,-,NONHSAG018645,-,-,l013613
LOC645166,-,NONHSAG002793,-,-,l013614
RP11-14O19.2,-,NONHSAG002149,-,-,l013615
RP11-150C16.1,-,NONHSAG011478,-,-,l013616
RP11-150D5.2,-,NONHSAG020028,-,-,l013617
RP11-150L8.4,-,NONHSAG016512,-,-,l013618
RP11-150O12.3,-,NONHSAG049980,-,-,l013619
RP11-150O12.4,-,NONHSAG049982,-,-,l013620
RP11-151A6.4,-,NONHSAG014079,-,-,l013621
RP11-151D14.1,-,NONHSAG052563,-,-,l013622
RP11-151M7.1,-,NONHSAG044800,-,-,l013623
RP11-151N17.1,-,NONHSAG016743,-,-,l013624
RP11-151N17.2,-,-,-,-,l013625
RP11-152C17.1,-,NONHSAG036607,-,-,l013626
RP11-152F13.3,-,NONHSAG017647,-,-,l013627
RP11-152F13.7,-,NONHSAG017653,-,-,l013628
RP11-152H18.3,-,NONHSAG007595,-,-,l013629
RP11-152K4.2,-,NONHSAG040112,-,-,l013630
RP11-152L20.3,-,NONHSAG017930,-,-,l013631
RP11-152L7.1,-,NONHSAG004298,-,-,l013632
RP11-152N13.11,-,-,-,-,l013633
RP11-152N13.5,-,NONHSAG006198,-,-,l013634
RP11-152O14.4,-,NONHSAG019456,-,-,l013635
RP11-152P17.2,-,NONHSAG051015,-,-,l013636
RP11-152P17.3,-,NONHSAG051016,-,-,l013637
RP11-152P23.2,-,-,-,-,l013638
RP11-153K16.1,-,NONHSAG010681,-,-,l013639
RP11-153K16.2,-,NONHSAG010682,-,-,l013640
RP11-153N17.1,-,NONHSAG047592,-,-,l013641
RP11-154D17.1,-,NONHSAG052661,-,-,l013642
RP11-154F14.2,-,NONHSAG039194,-,-,l013643
RP11-154H12.3,-,NONHSAG024253,-,-,l013644
RP11-154H17.1,-,NONHSAG000224,-,-,l013645
RP11-154H23.3,-,NONHSAG035403,-,-,l013646
RP11-154J22.1,-,NONHSAG016822,-,-,l013647
RP11-155G15.2,-,NONHSAG041096,-,-,l013648
RP11-156E6.1,-,NONHSAG021792,-,-,l013649
RP11-156F23.2,-,NONHSAG044298,-,-,l013650
RP11-156G14.5,-,NONHSAG052110,-,-,l013651
RP11-156K13.1,-,NONHSAG049643,-,-,l013652
RP11-156K13.2,-,NONHSAG049645,-,-,l013653
RP11-156K13.3,-,NONHSAG049647,-,-,l013654
RP11-156L14.1,-,NONHSAG022434,-,-,l013655
RP11-156N15.1,-,NONHSAG040768,-,-,l013656
RP11-156P1.3,-,NONHSAG022030,-,-,l013657
RP11-157B13.7,-,NONHSAG025295,-,-,l013658
RP11-157D23.1,-,NONHSAG054259,-,-,l013659
RP11-157D23.2,-,NONHSAG054260,-,-,l013660
RP11-157E14.1,-,NONHSAG031293,-,-,l013661
RP11-157E16.1,-,NONHSAG034346,-,-,l013662
RP11-157E21.1,-,NONHSAG051346,-,-,l013663
RP11-157I4.4,-,NONHSAG050620,-,-,l013664
RP11-157N3.1,-,NONHSAG002243,-,-,l013665
RP11-157P1.4,-,NONHSAG032224,-,-,l013666
RP11-157P23.2,-,NONHSAG023803,-,-,l013667
RP11-158A8.1,-,NONHSAG013940,-,-,l013668
RP11-158D2.2,-,NONHSAG052689,-,-,l013669
RP11-158H5.7,-,NONHSAG023682,-,-,l013670
RP11-158I13.2,-,-,-,-,l013671
RP11-158I9.5,-,NONHSAG009783,-,-,l013672
RP11-158I9.7,-,NONHSAG009786,-,-,l013673
RP11-158J3.2,-,NONHSAG040513,-,-,l013674
RP11-158K1.3,-,NONHSAG051197,-,-,l013675
RP11-158M2.2,-,NONHSAG017765,-,-,l013676
RP11-158M2.3,-,NONHSAG017767,-,-,l013677
RP11-159A18.1,-,NONHSAG011640,-,-,l013678
RP11-159D12.10,-,NONHSAG022318,-,-,l013679
RP11-159D12.9,-,NONHSAG022319,-,-,l013680
RP11-159D23.2,-,NONHSAG014652,-,-,l013681
RP11-159F24.1,-,NONHSAG040320,-,-,l013682
RP11-159F24.2,-,NONHSAG040311,-,-,l013683
RP11-159F24.3,-,NONHSAG040315,-,-,l013684
RP11-159F24.6,-,NONHSAG040318,-,-,l013685
RP11-159G9.5,-,NONHSAG035519,-,-,l013686
RP11-159H10.1,-,NONHSAG050467,-,-,l013687
RP11-159H10.3,-,NONHSAG050466,-,-,l013688
RP11-159H10.4,-,NONHSAG050464,-,-,l013689
RP11-159H22.1,-,NONHSAG007897,-,-,l013690
RP11-159H22.2,-,NONHSAG007896,-,-,l013691
RP11-159K7.2,-,NONHSAG041254,-,-,l013692
SCFD1,-,NONHSAG014624,-,-,l013693
RP11-159M11.2,-,NONHSAG002520,-,-,l013694
RP11-159N11.3,-,NONHSAG009644,-,-,l013695
RP11-159N11.4,-,NONHSAG009643,-,-,l013696
RP11-15A1.7,-,NONHSAG025962,-,-,l013697
RP11-15B17.1,-,NONHSAG038503,-,-,l013698
RP11-15B24.1,-,NONHSAG052667,-,-,l013699
RP11-15B24.5,-,NONHSAG052666,-,-,l013700
RP11-15E18.1,-,NONHSAG022388,-,-,l013701
RP11-15E18.5,-,NONHSAG022387,-,-,l013702
RP11-15F12.1,-,NONHSAG023828,-,-,l013703
RP11-15F12.3,-,NONHSAG023830,-,-,l013704
RP11-15H20.5,-,NONHSAG025343,-,-,l013705
RP11-15I11.2,-,NONHSAG004222,-,-,l013706
RP11-15I11.3,-,NONHSAG004224,-,-,l013707
RP11-15J6.1,-,-,-,-,l013708
RP11-15K3.1,-,NONHSAG006503,-,-,l013709
RP11-15M15.1,-,-,-,-,l013710
RP11-15M15.2,-,NONHSAG032050,-,-,l013711
RP11-15N24.4,-,NONHSAG035592,-,-,l013712
RP11-15P13.1,-,NONHSAG051867,-,-,l013713
RP11-160A10.2,-,NONHSAG044749,-,-,l013714
RP11-160A9.2,-,NONHSAG044094,-,-,l013715
RP11-160A9.3,-,NONHSAG044093,-,-,l013716
RP11-160C18.2,-,NONHSAG017572,-,-,l013717
RP11-160E2.13,-,-,-,-,l013718
RP11-160E2.6,-,-,-,-,l013719
RP11-160H12.2,-,NONHSAG009244,-,-,l013720
RP11-160H22.3,-,NONHSAG003513,-,-,l013721
RP11-160H22.5,-,NONHSAG003514,-,-,l013722
RP11-161D15.1,-,NONHSAG039367,-,-,l013723
RP11-161D15.2,-,NONHSAG039366,-,-,l013724
RP11-161D15.3,-,NONHSAG039369,-,-,l013725
RP11-161H23.5,-,NONHSAG011090,-,-,l013726
RP11-161H23.9,-,NONHSAG011092,-,-,l013727
RP11-161I2.1,-,NONHSAG049661,-,-,l013728
RP11-161I6.2,-,NONHSAG023194,-,-,l013729
RP11-161M6.2,-,NONHSAG018224,-,-,l013730
RP11-161M6.3,-,NONHSAG018226,-,-,l013731
RP11-161M6.5,-,NONHSAG018228,-,-,l013732
RP11-162D16.2,-,NONHSAG053350,-,-,l013733
RP11-162D9.3,-,NONHSAG050224,-,-,l013734
RP11-162G10.5,-,NONHSAG005643,-,-,l013735
RP11-162G9.1,-,NONHSAG039416,-,-,l013736
RP11-162I7.2,-,NONHSAG017090,-,-,l013737
RP11-162K11.4,-,NONHSAG006558,-,-,l013738
RP11-163F15.1,-,NONHSAG006830,-,-,l013739
RP11-163G10.4,-,NONHSAG001209,-,-,l013740
RP11-163M18.1,-,NONHSAG014824,-,-,l013741
RP11-163N6.2,-,NONHSAG050324,-,-,l013742
RP11-163O17.1,-,-,-,-,l013743
RP11-163O19.3,-,NONHSAG008289,-,-,l013744
RP11-164A7.1,-,-,-,-,l013745
RP11-164C12.2,-,NONHSAG017963,-,-,l013746
RP11-164H13.1,-,NONHSAG015806,-,-,l013747
RP11-164H5.1,-,NONHSAG053415,-,-,l013748
RP11-164N3.2,-,NONHSAG009300,-,-,l013749
RP11-164N3.3,-,NONHSAG009301,-,-,l013750
RP11-164P12.3,-,NONHSAG039107,-,-,l013751
RP11-165E7.1,-,NONHSAG018475,-,-,l013752
RP11-165F24.3,-,NONHSAG051607,-,-,l013753
RP11-165F24.5,-,NONHSAG051610,-,-,l013754
RP11-165I9.4,-,NONHSAG013039,-,-,l013755
RP11-165J3.6,-,NONHSAG052879,-,-,l013756
RP11-165M1.2,-,NONHSAG018637,-,-,l013757
RP11-165M1.3,-,NONHSAG018636,-,-,l013758
RP11-165N19.2,-,NONHSAG053207,-,-,l013759
RP11-165P7.1,-,NONHSAG010745,-,-,l013760
RP11-166A12.1,-,NONHSAG041376,-,-,l013761
RP11-166B2.1,-,NONHSAG018630,-,-,l013762
RP11-166B2.3,-,NONHSAG018625,-,-,l013763
RP11-166B2.8,-,NONHSAG018624,-,-,l013764
RP11-166D18.1,-,NONHSAG036222,-,-,l013765
RP11-166D19.1,-,NONHSAG009876,-,-,l013766
RP11-166N17.1,-,NONHSAG005565,-,-,l013767
RP11-166N6.2,-,NONHSAG036395,-,-,l013768
RP11-166O4.5,-,NONHSAG047875,-,-,l013769
RP11-166P13.3,-,NONHSAG022296,-,-,l013770
RP11-167H9.4,-,NONHSAG036372,-,-,l013771
RP11-167H9.5,-,NONHSAG036375,-,-,l013772
RP11-167N24.3,-,NONHSAG011968,-,-,l013773
RP11-167N24.4,-,NONHSAG011967,-,-,l013774
RP11-167N4.2,-,NONHSAG009039,-,-,l013775
RP11-167N4.4,-,NONHSAG009042,-,-,l013776
RP11-167N5.5,-,NONHSAG053564,-,-,l013777
RP11-167P11.2,-,NONHSAG019764,-,-,l013778
RP11-167P20.1,-,NONHSAG042124,-,-,l013779
RP11-168A11.1,-,NONHSAG040835,-,-,l013780
RP11-168A11.4,-,NONHSAG040838,-,-,l013781
RP11-168C9.1,-,NONHSAG007171,-,-,l013782
RP11-168E14.1,-,NONHSAG038453,-,-,l013783
RP11-168E17.1,-,NONHSAG037504,-,-,l013784
RP11-168G16.2,-,NONHSAG018092,-,-,l013785
RP11-168G22.1,-,NONHSAG013664,-,-,l013786
RP11-168K11.2,-,NONHSAG053248,-,-,l013787
RP11-168K11.3,-,NONHSAG053249,-,-,l013788
RP11-168K9.2,-,NONHSAG010005,-,-,l013789
RP11-168L22.2,-,NONHSAG005706,-,-,l013790
RP11-168L7.3,-,NONHSAG015948,-,-,l013791
RP11-168O10.6,-,NONHSAG006484,-,-,l013792
RP11-168O16.1,-,NONHSAG003911,-,-,l013793
RP11-168O22.1,-,NONHSAG005936,-,-,l013794
RP11-168P13.1,-,NONHSAG013369,-,-,l013795
RP11-168P6.2,-,NONHSAG013597,-,-,l013796
RP11-168P8.5,-,NONHSAG005735,-,-,l013797
RP11-169E6.1,-,NONHSAG019345,-,-,l013798
RP11-169E6.4,-,NONHSAG019348,-,-,l013799
RP11-169F17.1,-,NONHSAG024143,-,-,l013800
RP11-169K16.7,-,NONHSAG000447,-,-,l013801
RP11-169L17.5,-,NONHSAG054283,-,-,l013802
RP11-169N13.4,-,NONHSAG035855,-,-,l013803
RP11-16B13.1,-,NONHSAG015140,-,-,l013804
RP11-16B9.1,-,NONHSAG017093,-,-,l013805
RP11-16C1.2,-,NONHSAG022748,-,-,l013806
RP11-16C1.3,-,NONHSAG022747,-,-,l013807
RP11-16C18.3,-,NONHSAG044337,-,-,l013808
RP11-16E12.1,-,NONHSAG016430,-,-,l013809
RP11-16E12.2,-,NONHSAG016431,-,-,l013810
RP11-16E23.3,-,NONHSAG017207,-,-,l013811
RP1-116K23.1,-,NONHSAG012678,-,-,l013812
RP11-16L14.2,-,NONHSAG016526,-,-,l013813
RP11-16L9.4,-,NONHSAG003888,-,-,l013814
RP11-16N11.2,-,NONHSAG036538,-,-,l013815
RP11-16N2.1,-,NONHSAG038043,-,-,l013816
RP11-16P20.3,-,NONHSAG049835,-,-,l013817
RP11-170L3.8,-,NONHSAG019185,-,-,l013818
RP11-170M17.1,-,NONHSAG006019,-,-,l013819
RP11-170N11.1,-,NONHSAG001927,-,-,l013820
RP11-170N16.2,-,NONHSAG038809,-,-,l013821
RP11-171A24.3,-,NONHSAG052585,-,-,l013822
RP11-171I2.1,-,NONHSAG029965,-,-,l013823
RP11-171I2.3,-,NONHSAG029963,-,-,l013824
RP11-171I2.4,-,NONHSAG029961,-,-,l013825
RP11-171I2.5,-,NONHSAG029959,-,-,l013826
RP11-171L9.1,-,NONHSAG011772,-,-,l013827
RP11-171N4.4,-,NONHSAG039192,-,-,l013828
RP11-172E9.2,-,NONHSAG013297,-,-,l013829
RP11-172F10.1,-,NONHSAG023253,-,-,l013830
RP11-172F4.5,-,-,-,-,l013831
RP11-173A16.2,-,NONHSAG024026,-,-,l013832
RP11-173B14.5,-,NONHSAG013786,-,-,l013833
RP11-173C20.1,-,-,-,-,l013834
RP11-173D14.3,-,NONHSAG044187,-,-,l013835
RP11-173L6.1,-,NONHSAG024183,-,-,l013836
RP11-173M1.4,-,NONHSAG021251,-,-,l013837
RP11-173M1.5,-,NONHSAG021253,-,-,l013838
RP11-173M1.8,-,NONHSAG021250,-,-,l013839
RP11-173P15.3,-,NONHSAG012529,-,-,l013840
RP11-173P15.5,-,NONHSAG012530,-,-,l013841
RP11-173P15.7,-,NONHSAG012531,-,-,l013842
RP11-174C7.2,-,NONHSAG044822,-,-,l013843
RP11-174E22.2,-,NONHSAG037707,-,-,l013844
RP11-174G17,-,NONHSAG000523,-,-,l013845
RP11-174G17.2,-,NONHSAG000522,-,-,l013846
RP11-174G6.1,-,NONHSAG010569,-,-,l013847
RP11-174G6.5,-,NONHSAG010573,-,-,l013848
RP11-174M13.2,-,NONHSAG012736,-,-,l013849
RP11-175B9.3,-,NONHSAG003961,-,-,l013850
RP11-175D17.3,-,NONHSAG053419,-,-,l013851
RP11-175E9.1,-,NONHSAG049772,-,-,l013852
RP11-175I17.2,-,NONHSAG005780,-,-,l013853
RP11-175K6.1,-,NONHSAG042077,-,-,l013854
RP11-175O19.4,-,NONHSAG006619,-,-,l013855
RP11-176D17.3,-,NONHSAG004267,-,-,l013856
RP11-176F3.7,-,NONHSAG052051,-,-,l013857
RP11-176N18.2,-,NONHSAG024218,-,-,l013858
RP11-177A2.4,-,-,-,-,l013859
RP11-177B4.2,-,NONHSAG037934,-,-,l013860
RP11-177C12.1,-,NONHSAG037750,-,-,l013861
RP11-177F15.1,-,NONHSAG004771,-,-,l013862
RP11-177H13.2,-,NONHSAG049763,-,-,l013863
RP11-177H2.2,-,NONHSAG049524,-,-,l013864
RP11-178C3.2,-,NONHSAG022372,-,-,l013865
RP11-178C3.6,-,NONHSAG022374,-,-,l013866
RP11-178F10.1,-,NONHSAG023566,-,-,l013867
RP11-178F10.2,-,NONHSAG023567,-,-,l013868
RP11-178G16.4,-,NONHSAG006239,-,-,l013869
RP11-178L8.3,-,NONHSAG020250,-,-,l013870
RP11-178L8.5,-,NONHSAG020240,-,-,l013871
RP11-178L8.7,-,NONHSAG020243,-,-,l013872
RP11-178L8.9,-,NONHSAG020246,-,-,l013873
RP11-179A10.1,-,NONHSAG007656,-,-,l013874
RP11-179A10.2,-,NONHSAG007657,-,-,l013875
RP11-179A16.1,-,NONHSAG009210,-,-,l013876
RP11-179A16.2,-,NONHSAG009213,-,-,l013877
RP11-179A7.2,-,NONHSAG013202,-,-,l013878
RP11-179B15.5,-,NONHSAG005952,-,-,l013879
RP11-179H18.2,-,-,-,-,l013880
RP11-179H18.8,-,NONHSAG007008,-,-,l013881
RP11-179K3.2,-,NONHSAG006030,-,-,l013882
RP11-17A1.3,-,NONHSAG007856,-,-,l013883
RP11-17A4.1,-,NONHSAG050286,-,-,l013884
RP11-17A4.2,-,NONHSAG050281,-,-,l013885
RP11-17A4.4,-,NONHSAG050287,-,-,l013886
