Gene ID,Symbol,Protein,Cell Line,ID Set
HSALNG0000002,-,BUD13,K562,NONHSAG000002.2;N/A;N/A;HSALNG0000002
HSALNG0000002,-,AQR,K562,NONHSAG000002.2;N/A;N/A;HSALNG0000002
HSALNG0000002,-,PRPF4,HepG2,NONHSAG000002.2;N/A;N/A;HSALNG0000002
HSALNG0000002,-,DDX24,K562,NONHSAG000002.2;N/A;N/A;HSALNG0000002
HSALNG0000002,-,SF3B4,K562,NONHSAG000002.2;N/A;N/A;HSALNG0000002
HSALNG0000002,-,EFTUD2,HepG2,NONHSAG000002.2;N/A;N/A;HSALNG0000002
HSALNG0000002,-,EFTUD2,K562,NONHSAG000002.2;N/A;N/A;HSALNG0000002
HSALNG0000002,-,CSTF2T,K562,NONHSAG000002.2;N/A;N/A;HSALNG0000002
HSALNG0000002,-,SMNDC1,K562,NONHSAG000002.2;N/A;N/A;HSALNG0000002
HSALNG0000003,-,PRPF4,HepG2,NONHSAG000002.2;N/A;N/A;HSALNG0000003
HSALNG0000003,-,DDX24,K562,NONHSAG000002.2;N/A;N/A;HSALNG0000003
HSALNG0000003,-,SF3B4,K562,NONHSAG000002.2;N/A;N/A;HSALNG0000003
HSALNG0000003,-,EFTUD2,HepG2,NONHSAG000002.2;N/A;N/A;HSALNG0000003
HSALNG0000003,-,EFTUD2,K562,NONHSAG000002.2;N/A;N/A;HSALNG0000003
HSALNG0000003,-,CSTF2T,K562,NONHSAG000002.2;N/A;N/A;HSALNG0000003
HSALNG0000003,-,SMNDC1,K562,NONHSAG000002.2;N/A;N/A;HSALNG0000003
HSALNG0142075,-,HNRNPL,K562,N/A;ENSG00000238009.6;N/A;HSALNG0142075
HSALNG0000013,-,RBM15,K562,NONHSAG000011.3;N/A;N/A;HSALNG0000013
HSALNG0000013,-,YBX3,K562,NONHSAG000011.3;N/A;N/A;HSALNG0000013
HSALNG0000014,-,DDX24,K562,NONHSAG000012.2;ENSG00000241860.7;N/A;HSALNG0000014
HSALNG0000022,LINC00115,ZNF622,K562,NONHSAG000046.3;ENSG00000225880.5;XR_017693;HSALNG0000022
HSALNG0000022,LINC00115,RBM15,K562,NONHSAG000046.3;ENSG00000225880.5;XR_017693;HSALNG0000022
HSALNG0000022,LINC00115,DHX30,K562,NONHSAG000046.3;ENSG00000225880.5;XR_017693;HSALNG0000022
HSALNG0000022,LINC00115,DDX52,K562,NONHSAG000046.3;ENSG00000225880.5;XR_017693;HSALNG0000022
HSALNG0000022,LINC00115,SUPV3L1,K562,NONHSAG000046.3;ENSG00000225880.5;XR_017693;HSALNG0000022
HSALNG0000022,LINC00115,MATR3,K562,NONHSAG000046.3;ENSG00000225880.5;XR_017693;HSALNG0000022
HSALNG0000022,LINC00115,ILF3,K562,NONHSAG000046.3;ENSG00000225880.5;XR_017693;HSALNG0000022
HSALNG0000022,LINC00115,FASTKD2,K562,NONHSAG000046.3;ENSG00000225880.5;XR_017693;HSALNG0000022
HSALNG0000022,LINC00115,FASTKD2,HepG2,NONHSAG000046.3;ENSG00000225880.5;XR_017693;HSALNG0000022
HSALNG0000022,LINC00115,TBRG4,K562,NONHSAG000046.3;ENSG00000225880.5;XR_017693;HSALNG0000022
HSALNG0000022,LINC00115,DHX30,HepG2,NONHSAG000046.3;ENSG00000225880.5;XR_017693;HSALNG0000022
HSALNG0000022,LINC00115,TROVE2,K562,NONHSAG000046.3;ENSG00000225880.5;XR_017693;HSALNG0000022
HSALNG0000022,LINC00115,DDX59,HepG2,NONHSAG000046.3;ENSG00000225880.5;XR_017693;HSALNG0000022
HSALNG0000022,LINC00115,PTBP1,K562,NONHSAG000046.3;ENSG00000225880.5;XR_017693;HSALNG0000022
HSALNG0000022,LINC00115,GRSF1,HepG2,NONHSAG000046.3;ENSG00000225880.5;XR_017693;HSALNG0000022
HSALNG0000022,LINC00115,SUPV3L1,HepG2,NONHSAG000046.3;ENSG00000225880.5;XR_017693;HSALNG0000022
HSALNG0000022,LINC00115,AKAP1,K562,NONHSAG000046.3;ENSG00000225880.5;XR_017693;HSALNG0000022
HSALNG0000022,LINC00115,GEMIN5,K562,NONHSAG000046.3;ENSG00000225880.5;XR_017693;HSALNG0000022
HSALNG0000022,LINC00115,EIF3D,HepG2,NONHSAG000046.3;ENSG00000225880.5;XR_017693;HSALNG0000022
HSALNG0000022,LINC00115,ILF3,HepG2,NONHSAG000046.3;ENSG00000225880.5;XR_017693;HSALNG0000022
HSALNG0000022,LINC00115,SAFB,HepG2,NONHSAG000046.3;ENSG00000225880.5;XR_017693;HSALNG0000022
HSALNG0000022,LINC00115,XPO5,HepG2,NONHSAG000046.3;ENSG00000225880.5;XR_017693;HSALNG0000022
HSALNG0000022,LINC00115,PHF6,K562,NONHSAG000046.3;ENSG00000225880.5;XR_017693;HSALNG0000022
HSALNG0000022,LINC00115,AGGF1,K562,NONHSAG000046.3;ENSG00000225880.5;XR_017693;HSALNG0000022
HSALNG0000022,LINC00115,EFTUD2,K562,NONHSAG000046.3;ENSG00000225880.5;XR_017693;HSALNG0000022
HSALNG0000022,LINC00115,HNRNPL,K562,NONHSAG000046.3;ENSG00000225880.5;XR_017693;HSALNG0000022
HSALNG0000022,LINC00115,AQR,K562,NONHSAG000046.3;ENSG00000225880.5;XR_017693;HSALNG0000022
HSALNG0000022,LINC00115,SAFB,K562,NONHSAG000046.3;ENSG00000225880.5;XR_017693;HSALNG0000022
HSALNG0000028,-,DHX30,K562,NONHSAG000032.2;N/A;N/A;HSALNG0000028
HSALNG0000028,-,DDX52,K562,NONHSAG000032.2;N/A;N/A;HSALNG0000028
HSALNG0000028,-,SUPV3L1,K562,NONHSAG000032.2;N/A;N/A;HSALNG0000028
HSALNG0000028,-,ILF3,K562,NONHSAG000032.2;N/A;N/A;HSALNG0000028
HSALNG0000028,-,FASTKD2,K562,NONHSAG000032.2;N/A;N/A;HSALNG0000028
HSALNG0000028,-,FASTKD2,HepG2,NONHSAG000032.2;N/A;N/A;HSALNG0000028
HSALNG0000028,-,TBRG4,K562,NONHSAG000032.2;N/A;N/A;HSALNG0000028
HSALNG0000028,-,DHX30,HepG2,NONHSAG000032.2;N/A;N/A;HSALNG0000028
HSALNG0000028,-,DDX59,HepG2,NONHSAG000032.2;N/A;N/A;HSALNG0000028
HSALNG0000028,-,GRSF1,HepG2,NONHSAG000032.2;N/A;N/A;HSALNG0000028
HSALNG0000028,-,SUPV3L1,HepG2,NONHSAG000032.2;N/A;N/A;HSALNG0000028
HSALNG0000028,-,TROVE2,K562,NONHSAG000032.2;N/A;N/A;HSALNG0000028
HSALNG0000029,-,DHX30,HepG2,NONHSAG000034.2;N/A;N/A;HSALNG0000029
HSALNG0000041,"LINC01128,FAM87B",TARDBP,K562,NONHSAG000047.3;ENSG00000228794.10;NR_103536;HSALNG0000041
HSALNG0000041,"LINC01128,FAM87B",BCLAF1,HepG2,NONHSAG000047.3;ENSG00000228794.10;NR_103536;HSALNG0000041
HSALNG0000041,"LINC01128,FAM87B",SUGP2,HepG2,NONHSAG000047.3;ENSG00000228794.10;NR_103536;HSALNG0000041
HSALNG0000041,"LINC01128,FAM87B",SAFB2,K562,NONHSAG000047.3;ENSG00000228794.10;NR_103536;HSALNG0000041
HSALNG0000041,"LINC01128,FAM87B",PCBP2,HepG2,NONHSAG000047.3;ENSG00000228794.10;NR_103536;HSALNG0000041
HSALNG0000041,"LINC01128,FAM87B",SLTM,K562,NONHSAG000047.3;ENSG00000228794.10;NR_103536;HSALNG0000041
HSALNG0000041,"LINC01128,FAM87B",HNRNPL,HepG2,NONHSAG000047.3;ENSG00000228794.10;NR_103536;HSALNG0000041
HSALNG0000041,"LINC01128,FAM87B",RBFOX2,HepG2,NONHSAG000047.3;ENSG00000228794.10;NR_103536;HSALNG0000041
HSALNG0000042,-,AKAP1,K562,NONHSAG000049.3;N/A;N/A;HSALNG0000042
HSALNG0000042,-,GEMIN5,K562,NONHSAG000049.3;N/A;N/A;HSALNG0000042
HSALNG0000042,-,EIF3D,HepG2,NONHSAG000049.3;N/A;N/A;HSALNG0000042
HSALNG0000042,-,DHX30,K562,NONHSAG000049.3;N/A;N/A;HSALNG0000042
HSALNG0000042,-,DDX52,K562,NONHSAG000049.3;N/A;N/A;HSALNG0000042
HSALNG0000042,-,SAFB,HepG2,NONHSAG000049.3;N/A;N/A;HSALNG0000042
HSALNG0000042,-,PHF6,K562,NONHSAG000049.3;N/A;N/A;HSALNG0000042
HSALNG0000042,-,TBRG4,K562,NONHSAG000049.3;N/A;N/A;HSALNG0000042
HSALNG0000042,-,EFTUD2,K562,NONHSAG000049.3;N/A;N/A;HSALNG0000042
HSALNG0000042,-,SAFB,K562,NONHSAG000049.3;N/A;N/A;HSALNG0000042
HSALNG0000051,-,EWSR1,K562,NONHSAG056044.2;ENSG00000272438.1;N/A;HSALNG0000051
HSALNG0000051,-,NONO,K562,NONHSAG056044.2;ENSG00000272438.1;N/A;HSALNG0000051
HSALNG0000051,-,FAM120A,K562,NONHSAG056044.2;ENSG00000272438.1;N/A;HSALNG0000051
HSALNG0000051,-,PRPF8,K562,NONHSAG056044.2;ENSG00000272438.1;N/A;HSALNG0000051
HSALNG0000051,-,GTF2F1,K562,NONHSAG056044.2;ENSG00000272438.1;N/A;HSALNG0000051
HSALNG0000051,-,SLTM,K562,NONHSAG056044.2;ENSG00000272438.1;N/A;HSALNG0000051
HSALNG0000051,-,CSTF2T,K562,NONHSAG056044.2;ENSG00000272438.1;N/A;HSALNG0000051
HSALNG0000065,-,NKRF,HepG2,
HSALNG0000065,-,CSTF2T,HepG2,
HSALNG0000078,-,CSTF2T,HepG2,NONHSAG000070.3;N/A;N/A;HSALNG0000078
HSALNG0000078,-,CSTF2T,K562,NONHSAG000070.3;N/A;N/A;HSALNG0000078
HSALNG0000078,-,GTF2F1,HepG2,NONHSAG000070.3;N/A;N/A;HSALNG0000078
HSALNG0000078,-,FAM120A,HepG2,NONHSAG000070.3;N/A;N/A;HSALNG0000078
HSALNG0000078,-,PRPF4,HepG2,NONHSAG000070.3;N/A;N/A;HSALNG0000078
HSALNG0000078,-,FASTKD2,HepG2,NONHSAG000070.3;N/A;N/A;HSALNG0000078
HSALNG0000078,-,EWSR1,K562,NONHSAG000070.3;N/A;N/A;HSALNG0000078
HSALNG0000078,-,RBFOX2,HepG2,NONHSAG000070.3;N/A;N/A;HSALNG0000078
HSALNG0000078,-,GTF2F1,K562,NONHSAG000070.3;N/A;N/A;HSALNG0000078
HSALNG0000078,-,ILF3,K562,NONHSAG000070.3;N/A;N/A;HSALNG0000078
HSALNG0000078,-,PCBP2,HepG2,NONHSAG000070.3;N/A;N/A;HSALNG0000078
HSALNG0000078,-,HNRNPK,HepG2,NONHSAG000070.3;N/A;N/A;HSALNG0000078
HSALNG0000078,-,DDX59,HepG2,NONHSAG000070.3;N/A;N/A;HSALNG0000078
HSALNG0000078,-,TARDBP,K562,NONHSAG000070.3;N/A;N/A;HSALNG0000078
HSALNG0000078,-,FAM120A,K562,NONHSAG000070.3;N/A;N/A;HSALNG0000078
HSALNG0000078,-,AKAP8L,K562,NONHSAG000070.3;N/A;N/A;HSALNG0000078
HSALNG0000078,-,EIF4G2,K562,NONHSAG000070.3;N/A;N/A;HSALNG0000078
HSALNG0000078,-,XPO5,HepG2,NONHSAG000070.3;N/A;N/A;HSALNG0000078
HSALNG0000078,-,FASTKD2,K562,NONHSAG000070.3;N/A;N/A;HSALNG0000078
HSALNG0000078,-,SLTM,K562,NONHSAG000070.3;N/A;N/A;HSALNG0000078
HSALNG0000078,-,NONO,K562,NONHSAG000070.3;N/A;N/A;HSALNG0000078
HSALNG0000078,-,DROSHA,K562,NONHSAG000070.3;N/A;N/A;HSALNG0000078
HSALNG0000078,-,DROSHA,HepG2,NONHSAG000070.3;N/A;N/A;HSALNG0000078
HSALNG0000078,-,PRPF8,K562,NONHSAG000070.3;N/A;N/A;HSALNG0000078
HSALNG0000078,-,FTO,K562,NONHSAG000070.3;N/A;N/A;HSALNG0000078
HSALNG0000078,-,PRPF8,HepG2,NONHSAG000070.3;N/A;N/A;HSALNG0000078
HSALNG0141645,-,CSTF2T,HepG2,N/A;N/A;N/A;HSALNG0141645
HSALNG0141645,-,DGCR8,HepG2,N/A;N/A;N/A;HSALNG0141645
HSALNG0141645,-,FAM120A,HepG2,N/A;N/A;N/A;HSALNG0141645
HSALNG0141645,-,PRPF4,HepG2,N/A;N/A;N/A;HSALNG0141645
HSALNG0141645,-,PCBP2,HepG2,N/A;N/A;N/A;HSALNG0141645
HSALNG0141645,-,DROSHA,HepG2,N/A;N/A;N/A;HSALNG0141645
HSALNG0141645,-,HNRNPK,HepG2,N/A;N/A;N/A;HSALNG0141645
HSALNG0141645,-,DDX59,HepG2,N/A;N/A;N/A;HSALNG0141645
HSALNG0141646,LINC01342,FAM120A,HepG2,N/A;ENSG00000223823.1;NR_038869;HSALNG0141646
HSALNG0141646,LINC01342,CSTF2T,HepG2,N/A;ENSG00000223823.1;NR_038869;HSALNG0141646
HSALNG0141646,LINC01342,DDX59,HepG2,N/A;ENSG00000223823.1;NR_038869;HSALNG0141646
HSALNG0141646,LINC01342,PRPF4,HepG2,N/A;ENSG00000223823.1;NR_038869;HSALNG0141646
HSALNG0141646,LINC01342,PCBP2,HepG2,N/A;ENSG00000223823.1;NR_038869;HSALNG0141646
HSALNG0141646,LINC01342,HNRNPK,HepG2,N/A;ENSG00000223823.1;NR_038869;HSALNG0141646
HSALNG0000121,-,ILF3,K562,NONHSAG000082.3;ENSG00000260179.1;N/A;HSALNG0000121
HSALNG0000121,-,DDX59,HepG2,NONHSAG000082.3;ENSG00000260179.1;N/A;HSALNG0000121
HSALNG0000152,MRPL20-AS1,DDX3X,K562,NONHSAG000101.2;ENSG00000224870.7;NR_015434;HSALNG0000152
HSALNG0000152,MRPL20-AS1,UPF1,K562,NONHSAG000101.2;ENSG00000224870.7;NR_015434;HSALNG0000152
HSALNG0000152,MRPL20-AS1,YBX3,K562,NONHSAG000101.2;ENSG00000224870.7;NR_015434;HSALNG0000152
HSALNG0000152,MRPL20-AS1,DDX3X,HepG2,NONHSAG000101.2;ENSG00000224870.7;NR_015434;HSALNG0000152
HSALNG0000152,MRPL20-AS1,FUS,K562,NONHSAG000101.2;ENSG00000224870.7;NR_015434;HSALNG0000152
HSALNG0000155,MRPL20-DT,ILF3,HepG2,NONHSAG000104.3;ENSG00000272455.1;NR_170330;HSALNG0000155
HSALNG0000155,MRPL20-DT,ILF3,K562,NONHSAG000104.3;ENSG00000272455.1;NR_170330;HSALNG0000155
HSALNG0000162,LINC01770,GTF2F1,HepG2,NONHSAG000111.2;ENSG00000225285.1;NR_125994;HSALNG0000162
HSALNG0000162,LINC01770,NKRF,HepG2,NONHSAG000111.2;ENSG00000225285.1;NR_125994;HSALNG0000162
HSALNG0000162,LINC01770,CSTF2T,HepG2,NONHSAG000111.2;ENSG00000225285.1;NR_125994;HSALNG0000162
HSALNG0000162,LINC01770,DGCR8,HepG2,NONHSAG000111.2;ENSG00000225285.1;NR_125994;HSALNG0000162
HSALNG0000162,LINC01770,FAM120A,HepG2,NONHSAG000111.2;ENSG00000225285.1;NR_125994;HSALNG0000162
HSALNG0000162,LINC01770,PRPF4,HepG2,NONHSAG000111.2;ENSG00000225285.1;NR_125994;HSALNG0000162
HSALNG0000162,LINC01770,XRN2,HepG2,NONHSAG000111.2;ENSG00000225285.1;NR_125994;HSALNG0000162
HSALNG0000162,LINC01770,XPO5,HepG2,NONHSAG000111.2;ENSG00000225285.1;NR_125994;HSALNG0000162
HSALNG0000180,-,QKI,HepG2,NONHSAG000117.3;ENSG00000272106.1;N/A;HSALNG0000180
HSALNG0000229,-,FAM120A,HepG2,NONHSAG057419.1;N/A;N/A;HSALNG0000229
HSALNG0000233,-,NKRF,HepG2,N/A;ENSG00000234396.3;N/A;HSALNG0000233
HSALNG0000343,-,DGCR8,K562,NONHSAG000195.3;N/A;NR_033708;HSALNG0000343
HSALNG0000343,-,PRPF8,HepG2,NONHSAG000195.3;N/A;NR_033708;HSALNG0000343
HSALNG0000343,-,DHX30,K562,NONHSAG000195.3;N/A;NR_033708;HSALNG0000343
HSALNG0000343,-,GRWD1,HepG2,NONHSAG000195.3;N/A;NR_033708;HSALNG0000343
HSALNG0000343,-,RBFOX2,K562,NONHSAG000195.3;N/A;NR_033708;HSALNG0000343
HSALNG0000343,-,PRPF4,HepG2,NONHSAG000195.3;N/A;NR_033708;HSALNG0000343
HSALNG0000343,-,GTF2F1,K562,NONHSAG000195.3;N/A;NR_033708;HSALNG0000343
HSALNG0000343,-,XPO5,HepG2,NONHSAG000195.3;N/A;NR_033708;HSALNG0000343
HSALNG0000343,-,RBM15,K562,NONHSAG000195.3;N/A;NR_033708;HSALNG0000343
HSALNG0000343,-,TBRG4,K562,NONHSAG000195.3;N/A;NR_033708;HSALNG0000343
HSALNG0000343,-,TAF15,K562,NONHSAG000195.3;N/A;NR_033708;HSALNG0000343
HSALNG0000343,-,FUS,K562,NONHSAG000195.3;N/A;NR_033708;HSALNG0000343
HSALNG0000343,-,EXOSC5,HepG2,NONHSAG000195.3;N/A;NR_033708;HSALNG0000343
HSALNG0000343,-,RBFOX2,HepG2,NONHSAG000195.3;N/A;NR_033708;HSALNG0000343
HSALNG0000343,-,CSTF2T,K562,NONHSAG000195.3;N/A;NR_033708;HSALNG0000343
HSALNG0000343,-,AQR,K562,NONHSAG000195.3;N/A;NR_033708;HSALNG0000343
HSALNG0000343,-,SAFB,K562,NONHSAG000195.3;N/A;NR_033708;HSALNG0000343
HSALNG0000343,-,PPIG,HepG2,NONHSAG000195.3;N/A;NR_033708;HSALNG0000343
HSALNG0000343,-,DDX3X,HepG2,NONHSAG000195.3;N/A;NR_033708;HSALNG0000343
HSALNG0000343,-,EIF3H,HepG2,NONHSAG000195.3;N/A;NR_033708;HSALNG0000343
HSALNG0000343,-,BUD13,K562,NONHSAG000195.3;N/A;NR_033708;HSALNG0000343
HSALNG0000361,LINC01134,NKRF,HepG2,NONHSAG000199.3;ENSG00000236423.6;NR_024455;HSALNG0000361
HSALNG0000361,LINC01134,CSTF2T,HepG2,NONHSAG000199.3;ENSG00000236423.6;NR_024455;HSALNG0000361
HSALNG0000519,-,NKRF,HepG2,N/A;ENSG00000231868.1;N/A;HSALNG0000519
HSALNG0000519,-,PRPF4,HepG2,N/A;ENSG00000231868.1;N/A;HSALNG0000519
HSALNG0000582,-,QKI,K562,NONHSAG000275.3;ENSG00000236266.1;N/A;HSALNG0000582
HSALNG0000582,-,AQR,K562,NONHSAG000275.3;ENSG00000236266.1;N/A;HSALNG0000582
HSALNG0000603,LINC01714,CSTF2T,HepG2,NONHSAG056106.2;ENSG00000227634.3;N/A;HSALNG0000603
HSALNG0000603,LINC01714,PRPF4,HepG2,NONHSAG056106.2;ENSG00000227634.3;N/A;HSALNG0000603
HSALNG0000603,LINC01714,HNRNPL,HepG2,NONHSAG056106.2;ENSG00000227634.3;N/A;HSALNG0000603
HSALNG0000677,-,HLTF,HepG2,NONHSAG057478.1;N/A;N/A;HSALNG0000677
HSALNG0000677,-,U2AF1,HepG2,NONHSAG057478.1;N/A;N/A;HSALNG0000677
HSALNG0000677,-,ILF3,HepG2,NONHSAG057478.1;N/A;N/A;HSALNG0000677
HSALNG0000677,-,SF3B4,HepG2,NONHSAG057478.1;N/A;N/A;HSALNG0000677
HSALNG0000677,-,SFPQ,HepG2,NONHSAG057478.1;N/A;N/A;HSALNG0000677
HSALNG0000677,-,CSTF2T,HepG2,NONHSAG057478.1;N/A;N/A;HSALNG0000677
HSALNG0000677,-,GRWD1,HepG2,NONHSAG057478.1;N/A;N/A;HSALNG0000677
HSALNG0000677,-,SUGP2,HepG2,NONHSAG057478.1;N/A;N/A;HSALNG0000677
HSALNG0000677,-,DGCR8,HepG2,NONHSAG057478.1;N/A;N/A;HSALNG0000677
HSALNG0000677,-,PRPF4,HepG2,NONHSAG057478.1;N/A;N/A;HSALNG0000677
HSALNG0000677,-,XPO5,HepG2,NONHSAG057478.1;N/A;N/A;HSALNG0000677
HSALNG0000677,-,CSTF2,HepG2,NONHSAG057478.1;N/A;N/A;HSALNG0000677
HSALNG0000677,-,HNRNPC,HepG2,NONHSAG057478.1;N/A;N/A;HSALNG0000677
HSALNG0000677,-,MATR3,HepG2,NONHSAG057478.1;N/A;N/A;HSALNG0000677
HSALNG0000677,-,ZC3H11A,HepG2,NONHSAG057478.1;N/A;N/A;HSALNG0000677
HSALNG0000677,-,TIAL1,HepG2,NONHSAG057478.1;N/A;N/A;HSALNG0000677
HSALNG0000677,-,PCBP2,HepG2,NONHSAG057478.1;N/A;N/A;HSALNG0000677
HSALNG0000677,-,STAU2,HepG2,NONHSAG057478.1;N/A;N/A;HSALNG0000677
HSALNG0000677,-,NCBP2,HepG2,NONHSAG057478.1;N/A;N/A;HSALNG0000677
HSALNG0000677,-,U2AF2,HepG2,NONHSAG057478.1;N/A;N/A;HSALNG0000677
HSALNG0000677,-,PTBP1,HepG2,NONHSAG057478.1;N/A;N/A;HSALNG0000677
HSALNG0000677,-,HNRNPM,HepG2,NONHSAG057478.1;N/A;N/A;HSALNG0000677
HSALNG0000677,-,KHSRP,HepG2,NONHSAG057478.1;N/A;N/A;HSALNG0000677
HSALNG0000677,-,DROSHA,HepG2,NONHSAG057478.1;N/A;N/A;HSALNG0000677
HSALNG0000677,-,HNRNPK,HepG2,NONHSAG057478.1;N/A;N/A;HSALNG0000677
HSALNG0000677,-,RBM5,HepG2,NONHSAG057478.1;N/A;N/A;HSALNG0000677
HSALNG0000682,MIR34AHG,HLTF,HepG2,NONHSAG105286.1;ENSG00000228526.7;NR_132742;HSALNG0000682
HSALNG0000682,MIR34AHG,ILF3,HepG2,NONHSAG105286.1;ENSG00000228526.7;NR_132742;HSALNG0000682
HSALNG0000682,MIR34AHG,GRWD1,HepG2,NONHSAG105286.1;ENSG00000228526.7;NR_132742;HSALNG0000682
HSALNG0000682,MIR34AHG,DGCR8,HepG2,NONHSAG105286.1;ENSG00000228526.7;NR_132742;HSALNG0000682
HSALNG0000682,MIR34AHG,PRPF4,HepG2,NONHSAG105286.1;ENSG00000228526.7;NR_132742;HSALNG0000682
HSALNG0000682,MIR34AHG,XPO5,HepG2,NONHSAG105286.1;ENSG00000228526.7;NR_132742;HSALNG0000682
HSALNG0000682,MIR34AHG,CSTF2,HepG2,NONHSAG105286.1;ENSG00000228526.7;NR_132742;HSALNG0000682
HSALNG0000682,MIR34AHG,ZC3H11A,HepG2,NONHSAG105286.1;ENSG00000228526.7;NR_132742;HSALNG0000682
HSALNG0000682,MIR34AHG,KHSRP,HepG2,NONHSAG105286.1;ENSG00000228526.7;NR_132742;HSALNG0000682
HSALNG0000682,MIR34AHG,DROSHA,HepG2,NONHSAG105286.1;ENSG00000228526.7;NR_132742;HSALNG0000682
HSALNG0000682,MIR34AHG,HNRNPK,HepG2,NONHSAG105286.1;ENSG00000228526.7;NR_132742;HSALNG0000682
HSALNG0000682,MIR34AHG,NCBP2,HepG2,NONHSAG105286.1;ENSG00000228526.7;NR_132742;HSALNG0000682
HSALNG0000682,MIR34AHG,U2AF1,HepG2,NONHSAG105286.1;ENSG00000228526.7;NR_132742;HSALNG0000682
HSALNG0000682,MIR34AHG,U2AF2,HepG2,NONHSAG105286.1;ENSG00000228526.7;NR_132742;HSALNG0000682
HSALNG0000682,MIR34AHG,SF3B4,HepG2,NONHSAG105286.1;ENSG00000228526.7;NR_132742;HSALNG0000682
HSALNG0000682,MIR34AHG,SFPQ,HepG2,NONHSAG105286.1;ENSG00000228526.7;NR_132742;HSALNG0000682
HSALNG0000682,MIR34AHG,TIAL1,HepG2,NONHSAG105286.1;ENSG00000228526.7;NR_132742;HSALNG0000682
HSALNG0000682,MIR34AHG,SUGP2,HepG2,NONHSAG105286.1;ENSG00000228526.7;NR_132742;HSALNG0000682
HSALNG0000682,MIR34AHG,HNRNPC,HepG2,NONHSAG105286.1;ENSG00000228526.7;NR_132742;HSALNG0000682
HSALNG0000682,MIR34AHG,MATR3,HepG2,NONHSAG105286.1;ENSG00000228526.7;NR_132742;HSALNG0000682
HSALNG0000682,MIR34AHG,PCBP2,HepG2,NONHSAG105286.1;ENSG00000228526.7;NR_132742;HSALNG0000682
HSALNG0000682,MIR34AHG,STAU2,HepG2,NONHSAG105286.1;ENSG00000228526.7;NR_132742;HSALNG0000682
HSALNG0000682,MIR34AHG,HNRNPM,HepG2,NONHSAG105286.1;ENSG00000228526.7;NR_132742;HSALNG0000682
HSALNG0000682,MIR34AHG,RBM5,HepG2,NONHSAG105286.1;ENSG00000228526.7;NR_132742;HSALNG0000682
HSALNG0000682,MIR34AHG,PTBP1,HepG2,NONHSAG105286.1;ENSG00000228526.7;NR_132742;HSALNG0000682
HSALNG0000685,LNCTAM34A,PRPF4,HepG2,NONHSAG000311.3;ENSG00000234546.4;NR_132738;HSALNG0000685
HSALNG0000685,LNCTAM34A,FKBP4,HepG2,NONHSAG000311.3;ENSG00000234546.4;NR_132738;HSALNG0000685
HSALNG0000905,-,HNRNPK,HepG2,NONHSAG000386.2;N/A;N/A;HSALNG0000905
HSALNG0000905,-,RBFOX2,HepG2,NONHSAG000386.2;N/A;N/A;HSALNG0000905
HSALNG0000950,-,NCBP2,HepG2,NONHSAG057513.1;ENSG00000272482.1;N/A;HSALNG0000950
HSALNG0001020,KAZN-AS1,AQR,K562,NONHSAG000424.3;ENSG00000234593.3;NR_149058;HSALNG0001020
HSALNG0001020,KAZN-AS1,HNRNPM,K562,NONHSAG000424.3;ENSG00000234593.3;NR_149058;HSALNG0001020
HSALNG0001121,-,RBM15,K562,NONHSAG105306.1;N/A;N/A;HSALNG0001121
HSALNG0001177,-,UCHL5,K562,NONHSAG000474.3;N/A;N/A;HSALNG0001177
HSALNG0001177,-,SAFB2,K562,NONHSAG000474.3;N/A;N/A;HSALNG0001177
HSALNG0001177,-,HLTF,HepG2,NONHSAG000474.3;N/A;N/A;HSALNG0001177
HSALNG0001177,-,SLTM,K562,NONHSAG000474.3;N/A;N/A;HSALNG0001177
HSALNG0001177,-,PPIG,HepG2,NONHSAG000474.3;N/A;N/A;HSALNG0001177
HSALNG0001177,-,SF3B4,HepG2,NONHSAG000474.3;N/A;N/A;HSALNG0001177
HSALNG0001209,-,BUD13,HepG2,NONHSAG000477.3;N/A;N/A;HSALNG0001209
HSALNG0001209,-,CDC40,HepG2,NONHSAG000477.3;N/A;N/A;HSALNG0001209
HSALNG0001209,-,PRPF8,HepG2,NONHSAG000477.3;N/A;N/A;HSALNG0001209
HSALNG0001209,-,SF3B4,HepG2,NONHSAG000477.3;N/A;N/A;HSALNG0001209
HSALNG0001209,-,GRWD1,HepG2,NONHSAG000477.3;N/A;N/A;HSALNG0001209
HSALNG0001209,-,DGCR8,HepG2,NONHSAG000477.3;N/A;N/A;HSALNG0001209
HSALNG0001209,-,PRPF4,HepG2,NONHSAG000477.3;N/A;N/A;HSALNG0001209
HSALNG0001209,-,XRN2,HepG2,NONHSAG000477.3;N/A;N/A;HSALNG0001209
HSALNG0001209,-,AQR,HepG2,NONHSAG000477.3;N/A;N/A;HSALNG0001209
HSALNG0001209,-,UCHL5,HepG2,NONHSAG000477.3;N/A;N/A;HSALNG0001209
HSALNG0001209,-,ZC3H11A,HepG2,NONHSAG000477.3;N/A;N/A;HSALNG0001209
HSALNG0001209,-,PABPN1,HepG2,NONHSAG000477.3;N/A;N/A;HSALNG0001209
HSALNG0001209,-,EFTUD2,HepG2,NONHSAG000477.3;N/A;N/A;HSALNG0001209
HSALNG0001209,-,RBFOX2,HepG2,NONHSAG000477.3;N/A;N/A;HSALNG0001209
