Gene ID,Symbol,Protein,Cell Line,ID Set
HSALNG0034419,"DANCR,LINC01618",RBM15,K562,NONHSAG037936.3;ENSG00000226950.7;NR_024031;HSALNG0034419
HSALNG0034419,"DANCR,LINC01618",DKC1,HepG2,NONHSAG037936.3;ENSG00000226950.7;NR_024031;HSALNG0034419
HSALNG0034419,"DANCR,LINC01618",NCBP2,HepG2,NONHSAG037936.3;ENSG00000226950.7;NR_024031;HSALNG0034419
HSALNG0034419,"DANCR,LINC01618",DDX3X,HepG2,NONHSAG037936.3;ENSG00000226950.7;NR_024031;HSALNG0034419
HSALNG0034419,"DANCR,LINC01618",EFTUD2,HepG2,NONHSAG037936.3;ENSG00000226950.7;NR_024031;HSALNG0034419
HSALNG0034419,"DANCR,LINC01618",LARP7,K562,NONHSAG037936.3;ENSG00000226950.7;NR_024031;HSALNG0034419
HSALNG0034419,"DANCR,LINC01618",EFTUD2,K562,NONHSAG037936.3;ENSG00000226950.7;NR_024031;HSALNG0034419
HSALNG0034419,"DANCR,LINC01618",SMNDC1,K562,NONHSAG037936.3;ENSG00000226950.7;NR_024031;HSALNG0034419
HSALNG0034419,"DANCR,LINC01618",IGF2BP1,HepG2,NONHSAG037936.3;ENSG00000226950.7;NR_024031;HSALNG0034419
HSALNG0034419,"DANCR,LINC01618",PABPC4,K562,NONHSAG037936.3;ENSG00000226950.7;NR_024031;HSALNG0034419
HSALNG0034419,"DANCR,LINC01618",IGF2BP2,K562,NONHSAG037936.3;ENSG00000226950.7;NR_024031;HSALNG0034419
HSALNG0034419,"DANCR,LINC01618",IGF2BP1,K562,NONHSAG037936.3;ENSG00000226950.7;NR_024031;HSALNG0034419
HSALNG0034419,"DANCR,LINC01618",QKI,HepG2,NONHSAG037936.3;ENSG00000226950.7;NR_024031;HSALNG0034419
HSALNG0034419,"DANCR,LINC01618",PABPN1,HepG2,NONHSAG037936.3;ENSG00000226950.7;NR_024031;HSALNG0034419
HSALNG0034419,"DANCR,LINC01618",YBX3,K562,NONHSAG037936.3;ENSG00000226950.7;NR_024031;HSALNG0034419
HSALNG0034419,"DANCR,LINC01618",QKI,K562,NONHSAG037936.3;ENSG00000226950.7;NR_024031;HSALNG0034419
HSALNG0034419,"DANCR,LINC01618",HNRNPK,HepG2,NONHSAG037936.3;ENSG00000226950.7;NR_024031;HSALNG0034419
HSALNG0034419,"DANCR,LINC01618",PUM2,K562,NONHSAG037936.3;ENSG00000226950.7;NR_024031;HSALNG0034419
HSALNG0034419,"DANCR,LINC01618",IGF2BP3,HepG2,NONHSAG037936.3;ENSG00000226950.7;NR_024031;HSALNG0034419
HSALNG0034419,"DANCR,LINC01618",CSTF2,HepG2,NONHSAG037936.3;ENSG00000226950.7;NR_024031;HSALNG0034419
HSALNG0034419,"DANCR,LINC01618",U2AF2,HepG2,NONHSAG037936.3;ENSG00000226950.7;NR_024031;HSALNG0034419
HSALNG0034419,"DANCR,LINC01618",BUD13,K562,NONHSAG037936.3;ENSG00000226950.7;NR_024031;HSALNG0034419
HSALNG0034419,"DANCR,LINC01618",TROVE2,K562,NONHSAG037936.3;ENSG00000226950.7;NR_024031;HSALNG0034419
HSALNG0148096,-,TROVE2,K562,N/A;N/A;N/A;HSALNG0148096
HSALNG0034424,-,TROVE2,K562,N/A;N/A;N/A;HSALNG0034424
HSALNG0034801,LINC02232,DDX3X,K562,NONHSAG038068.3;ENSG00000286664.1;NR_033976;HSALNG0034801
HSALNG0034834,-,HLTF,HepG2,NONHSAG038076.2;ENSG00000249413.2;N/A;HSALNG0034834
HSALNG0034834,-,SUGP2,HepG2,NONHSAG038076.2;ENSG00000249413.2;N/A;HSALNG0034834
HSALNG0034834,-,HNRNPL,HepG2,NONHSAG038076.2;ENSG00000249413.2;N/A;HSALNG0034834
HSALNG0034834,-,CSTF2,HepG2,NONHSAG038076.2;ENSG00000249413.2;N/A;HSALNG0034834
HSALNG0034834,-,MATR3,HepG2,NONHSAG038076.2;ENSG00000249413.2;N/A;HSALNG0034834
HSALNG0034834,-,TIAL1,HepG2,NONHSAG038076.2;ENSG00000249413.2;N/A;HSALNG0034834
HSALNG0034834,-,PCBP2,HepG2,NONHSAG038076.2;ENSG00000249413.2;N/A;HSALNG0034834
HSALNG0034834,-,QKI,HepG2,NONHSAG038076.2;ENSG00000249413.2;N/A;HSALNG0034834
HSALNG0034834,-,U2AF2,HepG2,NONHSAG038076.2;ENSG00000249413.2;N/A;HSALNG0034834
HSALNG0034834,-,HNRNPM,HepG2,NONHSAG038076.2;ENSG00000249413.2;N/A;HSALNG0034834
HSALNG0034834,-,KHSRP,HepG2,NONHSAG038076.2;ENSG00000249413.2;N/A;HSALNG0034834
HSALNG0034834,-,PTBP1,HepG2,NONHSAG038076.2;ENSG00000249413.2;N/A;HSALNG0034834
HSALNG0034870,-,KHSRP,K562,NONHSAG038080.2;ENSG00000250075.7;N/A;HSALNG0034870
HSALNG0034870,-,TARDBP,K562,NONHSAG038080.2;ENSG00000250075.7;N/A;HSALNG0034870
HSALNG0034870,-,EIF4G2,K562,NONHSAG038080.2;ENSG00000250075.7;N/A;HSALNG0034870
HSALNG0034870,-,MATR3,K562,NONHSAG038080.2;ENSG00000250075.7;N/A;HSALNG0034870
HSALNG0034870,-,HNRNPM,K562,NONHSAG038080.2;ENSG00000250075.7;N/A;HSALNG0034870
HSALNG0034870,-,QKI,HepG2,NONHSAG038080.2;ENSG00000250075.7;N/A;HSALNG0034870
HSALNG0034870,-,HNRNPM,HepG2,NONHSAG038080.2;ENSG00000250075.7;N/A;HSALNG0034870
HSALNG0034870,-,QKI,K562,NONHSAG038080.2;ENSG00000250075.7;N/A;HSALNG0034870
HSALNG0034870,-,EXOSC5,K562,NONHSAG038080.2;ENSG00000250075.7;N/A;HSALNG0034870
HSALNG0034870,-,CSTF2T,K562,NONHSAG038080.2;ENSG00000250075.7;N/A;HSALNG0034870
HSALNG0034874,-,KHSRP,K562,NONHSAG038081.2;N/A;N/A;HSALNG0034874
HSALNG0034874,-,EXOSC5,K562,NONHSAG038081.2;N/A;N/A;HSALNG0034874
HSALNG0034874,-,TARDBP,K562,NONHSAG038081.2;N/A;N/A;HSALNG0034874
HSALNG0034874,-,MATR3,K562,NONHSAG038081.2;N/A;N/A;HSALNG0034874
HSALNG0034888,UBA6-AS1,HNRNPL,HepG2,NONHSAG038091.3;ENSG00000248049.7;NR_015439;HSALNG0034888
HSALNG0034888,UBA6-AS1,SAFB2,K562,NONHSAG038091.3;ENSG00000248049.7;NR_015439;HSALNG0034888
HSALNG0034888,UBA6-AS1,BCLAF1,HepG2,NONHSAG038091.3;ENSG00000248049.7;NR_015439;HSALNG0034888
HSALNG0034888,UBA6-AS1,ILF3,HepG2,NONHSAG038091.3;ENSG00000248049.7;NR_015439;HSALNG0034888
HSALNG0034888,UBA6-AS1,KHSRP,K562,NONHSAG038091.3;ENSG00000248049.7;NR_015439;HSALNG0034888
HSALNG0034888,UBA6-AS1,U2AF2,HepG2,NONHSAG038091.3;ENSG00000248049.7;NR_015439;HSALNG0034888
HSALNG0034888,UBA6-AS1,TIA1,K562,NONHSAG038091.3;ENSG00000248049.7;NR_015439;HSALNG0034888
HSALNG0034888,UBA6-AS1,HLTF,HepG2,NONHSAG038091.3;ENSG00000248049.7;NR_015439;HSALNG0034888
HSALNG0034888,UBA6-AS1,SLTM,K562,NONHSAG038091.3;ENSG00000248049.7;NR_015439;HSALNG0034888
HSALNG0034888,UBA6-AS1,KHDRBS1,K562,NONHSAG038091.3;ENSG00000248049.7;NR_015439;HSALNG0034888
HSALNG0034888,UBA6-AS1,PCBP2,HepG2,NONHSAG038091.3;ENSG00000248049.7;NR_015439;HSALNG0034888
HSALNG0034888,UBA6-AS1,QKI,HepG2,NONHSAG038091.3;ENSG00000248049.7;NR_015439;HSALNG0034888
HSALNG0034888,UBA6-AS1,PTBP1,HepG2,NONHSAG038091.3;ENSG00000248049.7;NR_015439;HSALNG0034888
HSALNG0034888,UBA6-AS1,PTBP1,K562,NONHSAG038091.3;ENSG00000248049.7;NR_015439;HSALNG0034888
HSALNG0034888,UBA6-AS1,TARDBP,K562,NONHSAG038091.3;ENSG00000248049.7;NR_015439;HSALNG0034888
HSALNG0034888,UBA6-AS1,ILF3,K562,NONHSAG038091.3;ENSG00000248049.7;NR_015439;HSALNG0034888
HSALNG0034888,UBA6-AS1,AGGF1,K562,NONHSAG038091.3;ENSG00000248049.7;NR_015439;HSALNG0034888
HSALNG0034888,UBA6-AS1,HNRNPK,HepG2,NONHSAG038091.3;ENSG00000248049.7;NR_015439;HSALNG0034888
HSALNG0034888,UBA6-AS1,DDX59,HepG2,NONHSAG038091.3;ENSG00000248049.7;NR_015439;HSALNG0034888
HSALNG0034888,UBA6-AS1,HNRNPL,K562,NONHSAG038091.3;ENSG00000248049.7;NR_015439;HSALNG0034888
HSALNG0035423,LINC01088,ZNF622,K562,NONHSAG087631.2;ENSG00000249307.7;NR_038342;HSALNG0035423
HSALNG0035423,LINC01088,UCHL5,K562,NONHSAG087631.2;ENSG00000249307.7;NR_038342;HSALNG0035423
HSALNG0035423,LINC01088,TARDBP,K562,NONHSAG087631.2;ENSG00000249307.7;NR_038342;HSALNG0035423
HSALNG0035423,LINC01088,LIN28B,K562,NONHSAG087631.2;ENSG00000249307.7;NR_038342;HSALNG0035423
HSALNG0035423,LINC01088,EIF4G2,K562,NONHSAG087631.2;ENSG00000249307.7;NR_038342;HSALNG0035423
HSALNG0035423,LINC01088,ILF3,K562,NONHSAG087631.2;ENSG00000249307.7;NR_038342;HSALNG0035423
HSALNG0035423,LINC01088,KHSRP,K562,NONHSAG087631.2;ENSG00000249307.7;NR_038342;HSALNG0035423
HSALNG0035423,LINC01088,SAFB2,K562,NONHSAG087631.2;ENSG00000249307.7;NR_038342;HSALNG0035423
HSALNG0035423,LINC01088,SLTM,K562,NONHSAG087631.2;ENSG00000249307.7;NR_038342;HSALNG0035423
HSALNG0035423,LINC01088,LSM11,K562,NONHSAG087631.2;ENSG00000249307.7;NR_038342;HSALNG0035423
HSALNG0035516,-,XPO5,HepG2,NONHSAG087643.2;ENSG00000272677.1;XR_244663;HSALNG0035516
HSALNG0035516,-,WRN,K562,NONHSAG087643.2;ENSG00000272677.1;XR_244663;HSALNG0035516
HSALNG0035516,-,GPKOW,K562,NONHSAG087643.2;ENSG00000272677.1;XR_244663;HSALNG0035516
HSALNG0035600,-,HNRNPM,K562,NONHSAG038350.2;ENSG00000250546.6;NR_125909;HSALNG0035600
HSALNG0035600,-,EXOSC5,K562,NONHSAG038350.2;ENSG00000250546.6;NR_125909;HSALNG0035600
HSALNG0035600,-,PTBP1,K562,NONHSAG038350.2;ENSG00000250546.6;NR_125909;HSALNG0035600
HSALNG0035600,-,HNRNPL,K562,NONHSAG038350.2;ENSG00000250546.6;NR_125909;HSALNG0035600
HSALNG0035603,-,HNRNPM,K562,NONHSAG089278.2;N/A;N/A;HSALNG0035603
HSALNG0035603,-,EXOSC5,K562,NONHSAG089278.2;N/A;N/A;HSALNG0035603
HSALNG0035603,-,PTBP1,K562,NONHSAG089278.2;N/A;N/A;HSALNG0035603
HSALNG0035603,-,HNRNPL,K562,NONHSAG089278.2;N/A;N/A;HSALNG0035603
HSALNG0035653,MAPK10-AS1,DHX30,HepG2,NONHSAG038368.2;ENSG00000250062.5;NR_110879;HSALNG0035653
HSALNG0035699,-,CPSF6,K562,NONHSAG038380.2;ENSG00000255723.1;N/A;HSALNG0035699
HSALNG0035699,-,TRA2A,K562,NONHSAG038380.2;ENSG00000255723.1;N/A;HSALNG0035699
HSALNG0035699,-,AGGF1,K562,NONHSAG038380.2;ENSG00000255723.1;N/A;HSALNG0035699
HSALNG0035699,-,AGGF1,HepG2,NONHSAG038380.2;ENSG00000255723.1;N/A;HSALNG0035699
HSALNG0035749,-,TROVE2,K562,N/A;N/A;N/A;HSALNG0035749
HSALNG0035768,FAM13A-AS1,QKI,HepG2,NONHSAG038409.2;ENSG00000248019.3;NR_002806;HSALNG0035768
HSALNG0035768,FAM13A-AS1,U2AF2,HepG2,NONHSAG038409.2;ENSG00000248019.3;NR_002806;HSALNG0035768
HSALNG0035768,FAM13A-AS1,QKI,K562,NONHSAG038409.2;ENSG00000248019.3;NR_002806;HSALNG0035768
HSALNG0035768,FAM13A-AS1,PTBP1,HepG2,NONHSAG038409.2;ENSG00000248019.3;NR_002806;HSALNG0035768
HSALNG0035768,FAM13A-AS1,PTBP1,K562,NONHSAG038409.2;ENSG00000248019.3;NR_002806;HSALNG0035768
HSALNG0035768,FAM13A-AS1,KHSRP,K562,NONHSAG038409.2;ENSG00000248019.3;NR_002806;HSALNG0035768
HSALNG0035787,-,ZC3H11A,HepG2,NONHSAG089297.1;ENSG00000251095.7;N/A;HSALNG0035787
HSALNG0035787,-,HLTF,HepG2,NONHSAG089297.1;ENSG00000251095.7;N/A;HSALNG0035787
HSALNG0035787,-,U2AF2,HepG2,NONHSAG089297.1;ENSG00000251095.7;N/A;HSALNG0035787
HSALNG0035787,-,KHSRP,HepG2,NONHSAG089297.1;ENSG00000251095.7;N/A;HSALNG0035787
HSALNG0035787,-,PRPF8,HepG2,NONHSAG089297.1;ENSG00000251095.7;N/A;HSALNG0035787
HSALNG0035787,-,TIAL1,HepG2,NONHSAG089297.1;ENSG00000251095.7;N/A;HSALNG0035787
HSALNG0035787,-,EFTUD2,HepG2,NONHSAG089297.1;ENSG00000251095.7;N/A;HSALNG0035787
HSALNG0035787,-,U2AF1,HepG2,NONHSAG089297.1;ENSG00000251095.7;N/A;HSALNG0035787
HSALNG0035787,-,SF3B4,HepG2,NONHSAG089297.1;ENSG00000251095.7;N/A;HSALNG0035787
HSALNG0035787,-,HNRNPL,HepG2,NONHSAG089297.1;ENSG00000251095.7;N/A;HSALNG0035787
HSALNG0035974,-,AQR,K562,NONHSAG038480.3;ENSG00000263923.1;N/A;HSALNG0035974
HSALNG0036126,LINC02428,KHSRP,K562,NONHSAG038542.3;ENSG00000248740.6;NR_125925;HSALNG0036126
HSALNG0036126,LINC02428,SUGP2,HepG2,NONHSAG038542.3;ENSG00000248740.6;NR_125925;HSALNG0036126
HSALNG0036126,LINC02428,HNRNPM,K562,NONHSAG038542.3;ENSG00000248740.6;NR_125925;HSALNG0036126
HSALNG0036126,LINC02428,MATR3,HepG2,NONHSAG038542.3;ENSG00000248740.6;NR_125925;HSALNG0036126
HSALNG0036126,LINC02428,PTBP1,HepG2,NONHSAG038542.3;ENSG00000248740.6;NR_125925;HSALNG0036126
HSALNG0036126,LINC02428,EXOSC5,K562,NONHSAG038542.3;ENSG00000248740.6;NR_125925;HSALNG0036126
HSALNG0036126,LINC02428,PTBP1,K562,NONHSAG038542.3;ENSG00000248740.6;NR_125925;HSALNG0036126
HSALNG0036126,LINC02428,HNRNPL,HepG2,NONHSAG038542.3;ENSG00000248740.6;NR_125925;HSALNG0036126
HSALNG0036126,LINC02428,QKI,HepG2,NONHSAG038542.3;ENSG00000248740.6;NR_125925;HSALNG0036126
HSALNG0036656,SNHG8,APOBEC3C,K562,NONHSAG038728.2;ENSG00000269893.8;NR_003584;HSALNG0036656
HSALNG0036656,SNHG8,PRPF8,HepG2,NONHSAG038728.2;ENSG00000269893.8;NR_003584;HSALNG0036656
HSALNG0036656,SNHG8,SRSF7,K562,NONHSAG038728.2;ENSG00000269893.8;NR_003584;HSALNG0036656
HSALNG0036656,SNHG8,LIN28B,K562,NONHSAG038728.2;ENSG00000269893.8;NR_003584;HSALNG0036656
HSALNG0036656,SNHG8,SUB1,HepG2,NONHSAG038728.2;ENSG00000269893.8;NR_003584;HSALNG0036656
HSALNG0036656,SNHG8,PABPC4,K562,NONHSAG038728.2;ENSG00000269893.8;NR_003584;HSALNG0036656
HSALNG0036656,SNHG8,PUM2,K562,NONHSAG038728.2;ENSG00000269893.8;NR_003584;HSALNG0036656
HSALNG0036656,SNHG8,RBM15,HepG2,NONHSAG038728.2;ENSG00000269893.8;NR_003584;HSALNG0036656
HSALNG0036656,SNHG8,GRWD1,K562,NONHSAG038728.2;ENSG00000269893.8;NR_003584;HSALNG0036656
HSALNG0036656,SNHG8,NCBP2,HepG2,NONHSAG038728.2;ENSG00000269893.8;NR_003584;HSALNG0036656
HSALNG0036656,SNHG8,DDX55,HepG2,NONHSAG038728.2;ENSG00000269893.8;NR_003584;HSALNG0036656
HSALNG0036656,SNHG8,NCBP2,K562,NONHSAG038728.2;ENSG00000269893.8;NR_003584;HSALNG0036656
HSALNG0036656,SNHG8,SRSF1,K562,NONHSAG038728.2;ENSG00000269893.8;NR_003584;HSALNG0036656
HSALNG0036656,SNHG8,SRSF1,HepG2,NONHSAG038728.2;ENSG00000269893.8;NR_003584;HSALNG0036656
HSALNG0036656,SNHG8,AQR,K562,NONHSAG038728.2;ENSG00000269893.8;NR_003584;HSALNG0036656
HSALNG0036656,SNHG8,BUD13,HepG2,NONHSAG038728.2;ENSG00000269893.8;NR_003584;HSALNG0036656
HSALNG0036656,SNHG8,BUD13,K562,NONHSAG038728.2;ENSG00000269893.8;NR_003584;HSALNG0036656
HSALNG0036656,SNHG8,AQR,HepG2,NONHSAG038728.2;ENSG00000269893.8;NR_003584;HSALNG0036656
HSALNG0036656,SNHG8,TIAL1,HepG2,NONHSAG038728.2;ENSG00000269893.8;NR_003584;HSALNG0036656
HSALNG0036656,SNHG8,PRPF8,K562,NONHSAG038728.2;ENSG00000269893.8;NR_003584;HSALNG0036656
HSALNG0036674,-,ILF3,HepG2,NONHSAG038734.3;N/A;N/A;HSALNG0036674
HSALNG0036726,-,U2AF2,HepG2,NONHSAG038755.3;N/A;N/A;HSALNG0036726
HSALNG0036726,-,BCLAF1,HepG2,NONHSAG038755.3;N/A;N/A;HSALNG0036726
HSALNG0036726,-,ILF3,HepG2,NONHSAG038755.3;N/A;N/A;HSALNG0036726
HSALNG0036727,-,BCLAF1,HepG2,NONHSAG038756.3;ENSG00000250950.1;N/A;HSALNG0036727
HSALNG0036727,-,GRWD1,HepG2,NONHSAG038756.3;ENSG00000250950.1;N/A;HSALNG0036727
HSALNG0036727,-,ZNF622,K562,NONHSAG038756.3;ENSG00000250950.1;N/A;HSALNG0036727
HSALNG0036727,-,PRPF8,HepG2,NONHSAG038756.3;ENSG00000250950.1;N/A;HSALNG0036727
HSALNG0036727,-,EFTUD2,HepG2,NONHSAG038756.3;ENSG00000250950.1;N/A;HSALNG0036727
HSALNG0036727,-,PPIG,HepG2,NONHSAG038756.3;ENSG00000250950.1;N/A;HSALNG0036727
HSALNG0036727,-,PRPF8,K562,NONHSAG038756.3;ENSG00000250950.1;N/A;HSALNG0036727
HSALNG0036727,-,HNRNPL,HepG2,NONHSAG038756.3;ENSG00000250950.1;N/A;HSALNG0036727
HSALNG0036727,-,KHSRP,K562,NONHSAG038756.3;ENSG00000250950.1;N/A;HSALNG0036727
HSALNG0036727,-,SAFB2,K562,NONHSAG038756.3;ENSG00000250950.1;N/A;HSALNG0036727
HSALNG0036727,-,U2AF2,HepG2,NONHSAG038756.3;ENSG00000250950.1;N/A;HSALNG0036727
HSALNG0036727,-,SUGP2,HepG2,NONHSAG038756.3;ENSG00000250950.1;N/A;HSALNG0036727
HSALNG0036727,-,MATR3,K562,NONHSAG038756.3;ENSG00000250950.1;N/A;HSALNG0036727
HSALNG0036727,-,MATR3,HepG2,NONHSAG038756.3;ENSG00000250950.1;N/A;HSALNG0036727
HSALNG0036727,-,QKI,HepG2,NONHSAG038756.3;ENSG00000250950.1;N/A;HSALNG0036727
HSALNG0036727,-,PTBP1,K562,NONHSAG038756.3;ENSG00000250950.1;N/A;HSALNG0036727
HSALNG0036727,-,SF3B4,K562,NONHSAG038756.3;ENSG00000250950.1;N/A;HSALNG0036727
HSALNG0036727,-,U2AF2,K562,NONHSAG038756.3;ENSG00000250950.1;N/A;HSALNG0036727
HSALNG0036727,-,PTBP1,HepG2,NONHSAG038756.3;ENSG00000250950.1;N/A;HSALNG0036727
HSALNG0036727,-,AGGF1,K562,NONHSAG038756.3;ENSG00000250950.1;N/A;HSALNG0036727
HSALNG0036727,-,HNRNPL,K562,NONHSAG038756.3;ENSG00000250950.1;N/A;HSALNG0036727
HSALNG0036727,-,AGGF1,HepG2,NONHSAG038756.3;ENSG00000250950.1;N/A;HSALNG0036727
HSALNG0036727,-,BUD13,K562,NONHSAG038756.3;ENSG00000250950.1;N/A;HSALNG0036727
HSALNG0036727,-,UCHL5,K562,NONHSAG038756.3;ENSG00000250950.1;N/A;HSALNG0036727
HSALNG0148177,-,HNRNPL,HepG2,N/A;N/A;N/A;HSALNG0148177
HSALNG0148177,-,PTBP1,HepG2,N/A;N/A;N/A;HSALNG0148177
HSALNG0148177,-,PTBP1,K562,N/A;N/A;N/A;HSALNG0148177
HSALNG0036753,-,NCBP2,HepG2,NONHSAG038769.3;ENSG00000250938.6;XR_005976914;HSALNG0036753
HSALNG0036893,"LINC02435,LINC01091",BCLAF1,HepG2,NONHSAG087805.2;ENSG00000249125.2;NR_027105;HSALNG0036893
HSALNG0036893,"LINC02435,LINC01091",SUGP2,HepG2,NONHSAG087805.2;ENSG00000249125.2;NR_027105;HSALNG0036893
HSALNG0036893,"LINC02435,LINC01091",PTBP1,HepG2,NONHSAG087805.2;ENSG00000249125.2;NR_027105;HSALNG0036893
HSALNG0036893,"LINC02435,LINC01091",HLTF,HepG2,NONHSAG087805.2;ENSG00000249125.2;NR_027105;HSALNG0036893
HSALNG0037011,-,EXOSC5,K562,NONHSAG038836.2;ENSG00000250945.1;N/A;HSALNG0037011
HSALNG0037066,LINC02615,KHSRP,K562,NONHSAG089485.2;ENSG00000251432.7;NR_125882;HSALNG0037066
HSALNG0037066,LINC02615,EIF4G2,K562,NONHSAG089485.2;ENSG00000251432.7;NR_125882;HSALNG0037066
HSALNG0037066,LINC02615,PTBP1,K562,NONHSAG089485.2;ENSG00000251432.7;NR_125882;HSALNG0037066
HSALNG0037066,LINC02615,SAFB2,K562,NONHSAG089485.2;ENSG00000251432.7;NR_125882;HSALNG0037066
HSALNG0037148,LINC02465,EXOSC5,K562,NONHSAG038869.2;ENSG00000249618.6;NR_151713;HSALNG0037148
HSALNG0037219,LINC01256,DDX24,K562,NONHSAG038887.2;ENSG00000251398.2;NR_126401;HSALNG0037219
HSALNG0037256,-,SAFB2,K562,NONHSAG038898.2;ENSG00000251199.6;N/A;HSALNG0037256
HSALNG0037256,-,NOLC1,K562,NONHSAG038898.2;ENSG00000251199.6;N/A;HSALNG0037256
HSALNG0037256,-,KHSRP,K562,NONHSAG038898.2;ENSG00000251199.6;N/A;HSALNG0037256
HSALNG0037256,-,PRPF8,K562,NONHSAG038898.2;ENSG00000251199.6;N/A;HSALNG0037256
HSALNG0037256,-,TARDBP,K562,NONHSAG038898.2;ENSG00000251199.6;N/A;HSALNG0037256
HSALNG0037256,-,QKI,K562,NONHSAG038898.2;ENSG00000251199.6;N/A;HSALNG0037256
HSALNG0037256,-,EXOSC5,K562,NONHSAG038898.2;ENSG00000251199.6;N/A;HSALNG0037256
HSALNG0037276,-,YBX3,K562,NONHSAG038903.2;ENSG00000249847.1;N/A;HSALNG0037276
HSALNG0037327,LINC02511,QKI,K562,NONHSAG038916.3;ENSG00000248869.7;NR_149105;HSALNG0037327
HSALNG0037382,-,EIF4G2,K562,NONHSAG038934.2;ENSG00000250501.3;N/A;HSALNG0037382
HSALNG0037396,-,QKI,HepG2,NONHSAG112160.1;N/A;N/A;HSALNG0037396
HSALNG0037397,-,SUGP2,HepG2,
HSALNG0037397,-,MATR3,HepG2,
HSALNG0037397,-,PTBP1,HepG2,
HSALNG0037420,-,HNRNPL,HepG2,NONHSAG038949.3;ENSG00000273247.5;NR_159963;HSALNG0037420
HSALNG0037420,-,AGGF1,K562,NONHSAG038949.3;ENSG00000273247.5;NR_159963;HSALNG0037420
HSALNG0037420,-,HNRNPL,K562,NONHSAG038949.3;ENSG00000273247.5;NR_159963;HSALNG0037420
HSALNG0037420,-,AGGF1,HepG2,NONHSAG038949.3;ENSG00000273247.5;NR_159963;HSALNG0037420
HSALNG0037420,-,HLTF,HepG2,NONHSAG038949.3;ENSG00000273247.5;NR_159963;HSALNG0037420
HSALNG0037522,LINC02432,ZNF622,K562,NONHSAG038978.3;ENSG00000248810.2;NR_121625;HSALNG0037522
HSALNG0037522,LINC02432,RBM15,K562,NONHSAG038978.3;ENSG00000248810.2;NR_121625;HSALNG0037522
HSALNG0037522,LINC02432,LSM11,K562,NONHSAG038978.3;ENSG00000248810.2;NR_121625;HSALNG0037522
HSALNG0037522,LINC02432,TIA1,K562,NONHSAG038978.3;ENSG00000248810.2;NR_121625;HSALNG0037522
HSALNG0037522,LINC02432,U2AF2,K562,NONHSAG038978.3;ENSG00000248810.2;NR_121625;HSALNG0037522
HSALNG0037522,LINC02432,GRWD1,K562,NONHSAG038978.3;ENSG00000248810.2;NR_121625;HSALNG0037522
HSALNG0037522,LINC02432,FMR1,K562,NONHSAG038978.3;ENSG00000248810.2;NR_121625;HSALNG0037522
HSALNG0037522,LINC02432,CSTF2T,K562,NONHSAG038978.3;ENSG00000248810.2;NR_121625;HSALNG0037522
HSALNG0037522,LINC02432,HNRNPL,K562,NONHSAG038978.3;ENSG00000248810.2;NR_121625;HSALNG0037522
HSALNG0037625,-,LARP7,K562,NONHSAG111897.1;N/A;N/A;HSALNG0037625
HSALNG0037848,-,ILF3,HepG2,N/A;N/A;N/A;HSALNG0037848
HSALNG0037848,-,HNRNPL,HepG2,N/A;N/A;N/A;HSALNG0037848
HSALNG0037848,-,HNRNPC,HepG2,N/A;N/A;N/A;HSALNG0037848
HSALNG0037911,MIR4453HG,KHSRP,HepG2,NONHSAG039124.3;ENSG00000268471.6;NR_033797;HSALNG0037911
HSALNG0037911,MIR4453HG,TARDBP,K562,NONHSAG039124.3;ENSG00000268471.6;NR_033797;HSALNG0037911
HSALNG0038121,-,TROVE2,HepG2,NONHSAG088619.1;ENSG00000286133.2;N/A;HSALNG0038121
HSALNG0038121,-,PCBP2,HepG2,NONHSAG088619.1;ENSG00000286133.2;N/A;HSALNG0038121
HSALNG0038121,-,TIA1,HepG2,NONHSAG088619.1;ENSG00000286133.2;N/A;HSALNG0038121
HSALNG0038121,-,TROVE2,K562,NONHSAG088619.1;ENSG00000286133.2;N/A;HSALNG0038121
HSALNG0038152,FAM198B-AS1,U2AF2,HepG2,NONHSAG039208.3;ENSG00000248429.5;NR_147407;HSALNG0038152
HSALNG0038442,-,HNRNPC,HepG2,NONHSAG039293.2;ENSG00000249609.1;N/A;HSALNG0038442
HSALNG0038445,-,HNRNPC,HepG2,
HSALNG0038589,SAP30-DT,SF3B4,K562,NONHSAG039347.3;ENSG00000272870.3;XR_939462;HSALNG0038589
HSALNG0039030,LINC02365,CSTF2,HepG2,NONHSAG039497.3;ENSG00000254233.1;NR_131967;HSALNG0039030
HSALNG0039030,LINC02365,PTBP1,HepG2,NONHSAG039497.3;ENSG00000254233.1;NR_131967;HSALNG0039030
HSALNG0039030,LINC02365,ILF3,HepG2,NONHSAG039497.3;ENSG00000254233.1;NR_131967;HSALNG0039030
HSALNG0039092,-,PRPF8,HepG2,NONHSAG039514.2;ENSG00000250410.1;XR_001741494;HSALNG0039092
HSALNG0039092,-,QKI,HepG2,NONHSAG039514.2;ENSG00000250410.1;XR_001741494;HSALNG0039092
HSALNG0039173,F11-AS1,TARDBP,K562,NONHSAG039542.2;ENSG00000251165.6;NR_033901;HSALNG0039173
HSALNG0039173,F11-AS1,EIF4G2,K562,NONHSAG039542.2;ENSG00000251165.6;NR_033901;HSALNG0039173
HSALNG0039283,"LINC01060,LINC02508",U2AF2,HepG2,NONHSAG088084.2;ENSG00000249378.6;NR_033869;HSALNG0039283
