NoncodeGeneID,l_ID
NONMMUG049407.2,l00929
NONMMUG002604.2,l00930
NONMMUG049409.1,l00931
NONMMUG049410.1,l00932
NONMMUG002606.2,l00933
NONMMUG002607.2,l00934
NONMMUG002608.2,l00935
NONMMUG002610.2,l00936
NONMMUG002611.2,l00937
NONMMUG049419.1,l00938
NONMMUG002612.2,l00939
NONMMUG002613.3,l00940
NONMMUG049422.1,l00941
NONMMUG002614.2,l00942
NONMMUG002616.2,l00943
NONMMUG002617.2,l00944
NONMMUG002618.2,l00945
NONMMUG002619.2,l00946
NONMMUG002621.2,l00947
NONMMUG002623.2,l00948
NONMMUG002626.2,l00949
NONMMUG002630.2,l00950
NONMMUG002631.2,l00951
NONMMUG002633.3,l00952
NONMMUG088005.1,l00953
NONMMUG002635.2,l00954
NONMMUG002636.2,l00955
NONMMUG002639.2,l00956
NONMMUG002640.2,l00957
NONMMUG002642.3,l00958
NONMMUG002643.2,l00959
NONMMUG002644.2,l00960
NONMMUG002645.2,l00961
NONMMUG002648.2,l00962
NONMMUG002650.2,l00963
NONMMUG047731.1,l00964
NONMMUG047732.1,l00965
NONMMUG002652.2,l00966
NONMMUG002656.2,l00967
NONMMUG002657.2,l00968
NONMMUG002659.2,l00969
NONMMUG002660.2,l00970
NONMMUG002661.2,l00971
NONMMUG002662.2,l00972
NONMMUG002663.2,l00973
NONMMUG002664.3,l00974
NONMMUG002665.2,l00975
NONMMUG047734.1,l00976
NONMMUG002668.2,l00977
NONMMUG002670.2,l00978
NONMMUG002672.2,l00979
NONMMUG002673.2,l00980
NONMMUG002674.2,l00981
NONMMUG002677.2,l00982
NONMMUG002678.2,l00983
NONMMUG002679.2,l00984
NONMMUG002681.2,l00985
NONMMUG002685.2,l00986
NONMMUG002692.2,l00987
NONMMUG002693.2,l00988
NONMMUG002694.2,l00989
NONMMUG002698.2,l00990
NONMMUG002699.2,l00991
NONMMUG002704.2,l00992
NONMMUG002711.2,l00993
NONMMUG002712.2,l00994
NONMMUG002713.2,l00995
NONMMUG002714.2,l00996
NONMMUG002716.2,l00997
NONMMUG002717.2,l00998
NONMMUG002720.2,l00999
NONMMUG002721.2,l01000
NONMMUG002722.2,l01001
NONMMUG002723.2,l01002
NONMMUG002724.2,l01003
NONMMUG002725.2,l01004
NONMMUG002726.2,l01005
NONMMUG002727.2,l01006
NONMMUG002728.2,l01007
NONMMUG002729.2,l01008
NONMMUG002730.2,l01009
NONMMUG002731.2,l01010
NONMMUG002732.3,l01011
NONMMUG002738.2,l01012
NONMMUG002739.2,l01013
NONMMUG002740.2,l01014
NONMMUG002741.2,l01015
NONMMUG047774.1,l01016
NONMMUG002742.2,l01017
NONMMUG002743.2,l01018
NONMMUG002746.2,l01019
NONMMUG002747.2,l01020
NONMMUG002748.2,l01021
NONMMUG002751.2,l01022
NONMMUG002753.2,l01023
NONMMUG049483.2,l01024
NONMMUG002755.2,l01025
NONMMUG047782.1,l01026
NONMMUG047783.1,l01027
NONMMUG047784.1,l01028
NONMMUG047786.1,l01029
NONMMUG047787.1,l01030
NONMMUG002757.2,l01031
NONMMUG002759.2,l01032
NONMMUG002761.2,l01033
NONMMUG049489.1,l01034
NONMMUG002762.2,l01035
NONMMUG049490.1,l01036
NONMMUG002760.2,l01037
NONMMUG002763.2,l01038
NONMMUG002764.2,l01039
NONMMUG002765.2,l01040
NONMMUG002766.2,l01041
NONMMUG002767.2,l01042
NONMMUG002770.2,l01043
NONMMUG002771.2,l01044
NONMMUG002773.2,l01045
NONMMUG002775.2,l01046
NONMMUG047813.1,l01047
NONMMUG002776.2,l01048
NONMMUG002779.2,l01049
NONMMUG002781.2,l01050
NONMMUG002782.2,l01051
NONMMUG049505.1,l01052
NONMMUG002783.2,l01053
NONMMUG002785.2,l01054
NONMMUG002786.2,l01055
NONMMUG002787.2,l01056
NONMMUG002788.3,l01057
NONMMUG047817.1,l01058
NONMMUG002792.2,l01059
NONMMUG047820.2,l01060
NONMMUG002795.2,l01061
NONMMUG002798.2,l01062
NONMMUG002799.2,l01063
NONMMUG000191.2,l01064
NONMMUG002800.2,l01065
NONMMUG002801.2,l01066
NONMMUG002802.2,l01067
NONMMUG002804.2,l01068
NONMMUG002807.2,l01069
NONMMUG002808.2,l01070
NONMMUG002809.2,l01071
NONMMUG002814.2,l01072
NONMMUG002816.2,l01073
NONMMUG002817.2,l01074
NONMMUG002819.2,l01075
NONMMUG002820.2,l01076
NONMMUG002821.2,l01077
NONMMUG002828.3,l01078
NONMMUG002827.2,l01079
NONMMUG002829.2,l01080
NONMMUG002833.2,l01081
NONMMUG002836.2,l01082
NONMMUG002837.2,l01083
NONMMUG002838.2,l01084
NONMMUG002839.2,l01085
NONMMUG002841.2,l01086
NONMMUG002842.2,l01087
NONMMUG002844.2,l01088
NONMMUG002843.2,l01089
NONMMUG002846.2,l01090
NONMMUG002847.2,l01091
NONMMUG002850.2,l01092
NONMMUG002851.2,l01093
NONMMUG047845.1,l01094
NONMMUG002853.2,l01095
NONMMUG002854.2,l01096
NONMMUG000193.2,l01097
NONMMUG000194.2,l01098
NONMMUG002855.2,l01099
NONMMUG002857.2,l01100
NONMMUG002858.2,l01101
NONMMUG002859.2,l01102
NONMMUG002862.2,l01103
NONMMUG002863.2,l01104
NONMMUG002864.2,l01105
NONMMUG002868.2,l01106
NONMMUG002869.2,l01107
NONMMUG002872.2,l01108
NONMMUG002879.2,l01109
NONMMUG002881.2,l01110
NONMMUG049530.1,l01111
NONMMUG002883.2,l01112
NONMMUG002887.2,l01113
NONMMUG047858.1,l01114
NONMMUG049535.1,l01115
NONMMUG002889.2,l01116
NONMMUG002890.2,l01117
NONMMUG002891.2,l01118
NONMMUG002892.2,l01119
NONMMUG002895.2,l01120
NONMMUG002896.2,l01121
NONMMUG047861.2,l01122
NONMMUG087807.1,l01123
NONMMUG087808.1,l01124
NONMMUG049539.1,l01125
NONMMUG002897.2,l01126
NONMMUG049540.1,l01127
NONMMUG002898.2,l01128
NONMMUG002899.2,l01129
NONMMUG002900.2,l01130
NONMMUG002902.2,l01131
NONMMUG002903.2,l01132
NONMMUG002904.2,l01133
NONMMUG002905.2,l01134
NONMMUG000195.2,l01135
NONMMUG000201.2,l01136
NONMMUG000206.2,l01137
NONMMUG000207.2,l01138
NONMMUG000209.2,l01139
NONMMUG000210.2,l01140
NONMMUG046569.1,l01141
NONMMUG000211.2,l01142
NONMMUG000219.2,l01143
NONMMUG000220.2,l01144
NONMMUG000221.2,l01145
NONMMUG000223.2,l01146
NONMMUG000224.2,l01147
NONMMUG000225.2,l01148
NONMMUG000226.2,l01149
NONMMUG000227.2,l01150
NONMMUG000228.2,l01151
NONMMUG000229.2,l01152
NONMMUG000230.2,l01153
NONMMUG000231.2,l01154
NONMMUG000232.2,l01155
NONMMUG000233.2,l01156
NONMMUG000234.2,l01157
NONMMUG000235.2,l01158
NONMMUG000236.2,l01159
NONMMUG000237.2,l01160
NONMMUG000238.2,l01161
NONMMUG000240.2,l01162
NONMMUG046585.1,l01163
NONMMUG046586.2,l01164
NONMMUG000243.2,l01165
NONMMUG000245.3,l01166
NONMMUG087581.1,l01167
NONMMUG000247.2,l01168
NONMMUG000252.2,l01169
NONMMUG000254.2,l01170
NONMMUG000255.2,l01171
NONMMUG000257.2,l01172
NONMMUG000258.2,l01173
NONMMUG000261.2,l01174
NONMMUG000263.2,l01175
NONMMUG000265.2,l01176
NONMMUG000266.2,l01177
NONMMUG000267.2,l01178
NONMMUG000269.2,l01179
NONMMUG000268.2,l01180
NONMMUG000271.2,l01181
NONMMUG000272.2,l01182
NONMMUG000278.2,l01183
NONMMUG000279.2,l01184
NONMMUG046612.1,l01185
NONMMUG000280.2,l01186
NONMMUG000281.2,l01187
NONMMUG000282.2,l01188
NONMMUG000283.2,l01189
NONMMUG000284.2,l01190
NONMMUG000285.2,l01191
NONMMUG000286.2,l01192
NONMMUG000287.2,l01193
NONMMUG000288.2,l01194
NONMMUG000289.2,l01195
NONMMUG000290.2,l01196
NONMMUG000291.2,l01197
NONMMUG000292.2,l01198
NONMMUG000293.2,l01199
NONMMUG000294.2,l01200
NONMMUG000295.2,l01201
NONMMUG000296.2,l01202
NONMMUG000297.2,l01203
NONMMUG000303.2,l01204
NONMMUG000304.2,l01205
NONMMUG000305.2,l01206
NONMMUG000311.2,l01207
NONMMUG000312.2,l01208
NONMMUG000314.2,l01209
NONMMUG000315.2,l01210
NONMMUG000321.2,l01211
NONMMUG000323.2,l01212
NONMMUG000324.2,l01213
NONMMUG000325.2,l01214
NONMMUG000326.2,l01215
NONMMUG000327.2,l01216
NONMMUG000328.2,l01217
NONMMUG000329.2,l01218
NONMMUG046633.1,l01219
NONMMUG046634.1,l01220
NONMMUG046635.1,l01221
NONMMUG046636.1,l01222
NONMMUG048113.1,l01223
NONMMUG046639.1,l01224
NONMMUG046640.1,l01225
NONMMUG046641.1,l01226
NONMMUG000330.2,l01227
NONMMUG000003.2,l01228
NONMMUG000333.2,l01229
NONMMUG000334.2,l01230
NONMMUG000004.2,l01231
NONMMUG000005.2,l01232
NONMMUG000340.2,l01233
NONMMUG046649.1,l01234
NONMMUG000342.2,l01235
NONMMUG000343.2,l01236
NONMMUG000344.2,l01237
NONMMUG000345.2,l01238
NONMMUG000348.2,l01239
NONMMUG000349.2,l01240
NONMMUG000006.2,l01241
NONMMUG000352.2,l01242
NONMMUG000353.2,l01243
NONMMUG000007.2,l01244
NONMMUG000008.2,l01245
NONMMUG000358.2,l01246
NONMMUG000359.2,l01247
NONMMUG000360.2,l01248
NONMMUG000361.2,l01249
NONMMUG000362.2,l01250
NONMMUG000009.2,l01251
NONMMUG000366.2,l01252
NONMMUG046665.1,l01253
NONMMUG000010.2,l01254
NONMMUG000371.2,l01255
NONMMUG000370.2,l01256
NONMMUG000373.2,l01257
NONMMUG000374.2,l01258
NONMMUG000376.2,l01259
NONMMUG000377.2,l01260
NONMMUG000384.2,l01261
NONMMUG000385.2,l01262
NONMMUG000387.2,l01263
NONMMUG000388.2,l01264
NONMMUG000011.2,l01265
NONMMUG000391.2,l01266
NONMMUG000392.2,l01267
NONMMUG000393.2,l01268
NONMMUG000394.2,l01269
NONMMUG000396.2,l01270
NONMMUG000397.2,l01271
NONMMUG000398.2,l01272
NONMMUG000400.2,l01273
NONMMUG000402.2,l01274
NONMMUG000405.2,l01275
NONMMUG000404.2,l01276
NONMMUG000408.2,l01277
NONMMUG000409.2,l01278
NONMMUG000410.2,l01279
NONMMUG000413.2,l01280
NONMMUG000417.2,l01281
NONMMUG000418.2,l01282
NONMMUG000420.2,l01283
NONMMUG000421.2,l01284
NONMMUG000422.2,l01285
NONMMUG000424.2,l01286
NONMMUG000426.2,l01287
NONMMUG046672.2,l01288
NONMMUG000431.2,l01289
NONMMUG000435.2,l01290
NONMMUG000438.2,l01291
NONMMUG000440.2,l01292
NONMMUG000441.2,l01293
NONMMUG000443.2,l01294
NONMMUG000444.2,l01295
NONMMUG000445.2,l01296
NONMMUG000446.2,l01297
NONMMUG000447.2,l01298
NONMMUG000448.2,l01299
NONMMUG000450.2,l01300
NONMMUG000451.2,l01301
NONMMUG000452.2,l01302
NONMMUG000453.2,l01303
NONMMUG000454.2,l01304
NONMMUG000455.2,l01305
NONMMUG000456.2,l01306
NONMMUG000457.2,l01307
NONMMUG000458.2,l01308
NONMMUG046673.1,l01309
NONMMUG000460.2,l01310
NONMMUG046680.1,l01311
NONMMUG000462.2,l01312
NONMMUG000464.2,l01313
NONMMUG000465.2,l01314
NONMMUG000466.2,l01315
NONMMUG000469.2,l01316
NONMMUG000470.2,l01317
NONMMUG000471.2,l01318
NONMMUG000474.2,l01319
NONMMUG000478.2,l01320
NONMMUG000479.2,l01321
NONMMUG000481.2,l01322
NONMMUG000483.2,l01323
NONMMUG000482.2,l01324
NONMMUG000490.2,l01325
NONMMUG000492.2,l01326
NONMMUG000498.2,l01327
NONMMUG000502.3,l01328
NONMMUG046713.1,l01329
NONMMUG046714.1,l01330
NONMMUG046715.1,l01331
NONMMUG046716.1,l01332
NONMMUG000019.2,l01333
NONMMUG000504.2,l01334
NONMMUG046726.1,l01335
NONMMUG048207.1,l01336
NONMMUG048210.1,l01337
NONMMUG048212.1,l01338
NONMMUG048213.1,l01339
NONMMUG048214.1,l01340
NONMMUG000505.2,l01341
NONMMUG046727.1,l01342
NONMMUG000506.2,l01343
NONMMUG000507.2,l01344
NONMMUG087852.1,l01345
NONMMUG046728.1,l01346
NONMMUG000508.2,l01347
NONMMUG046729.1,l01348
NONMMUG046731.1,l01349
NONMMUG046733.1,l01350
NONMMUG046734.1,l01351
NONMMUG000510.2,l01352
NONMMUG000511.2,l01353
NONMMUG000513.2,l01354
NONMMUG000514.2,l01355
NONMMUG000515.2,l01356
NONMMUG000516.2,l01357
NONMMUG000518.2,l01358
NONMMUG000522.2,l01359
NONMMUG000523.2,l01360
NONMMUG000524.2,l01361
NONMMUG000525.2,l01362
NONMMUG046751.1,l01363
NONMMUG000526.2,l01364
NONMMUG000527.2,l01365
NONMMUG000528.2,l01366
NONMMUG000531.2,l01367
NONMMUG000532.2,l01368
NONMMUG000533.2,l01369
NONMMUG000537.2,l01370
NONMMUG000539.2,l01371
NONMMUG000541.2,l01372
NONMMUG000542.2,l01373
NONMMUG000543.2,l01374
NONMMUG000549.2,l01375
NONMMUG000021.2,l01376
NONMMUG046479.1,l01377
NONMMUG000556.2,l01378
NONMMUG000557.2,l01379
NONMMUG000558.2,l01380
NONMMUG000022.2,l01381
NONMMUG000024.2,l01382
NONMMUG000026.2,l01383
NONMMUG000027.2,l01384
NONMMUG000028.2,l01385
NONMMUG000030.2,l01386
NONMMUG000031.2,l01387
NONMMUG000032.2,l01388
NONMMUG000570.2,l01389
NONMMUG000571.2,l01390
NONMMUG000572.2,l01391
NONMMUG000573.2,l01392
NONMMUG000574.2,l01393
NONMMUG000575.2,l01394
NONMMUG087860.1,l01395
NONMMUG000578.2,l01396
NONMMUG046786.2,l01397
NONMMUG000579.2,l01398
NONMMUG000034.2,l01399
NONMMUG000584.2,l01400
NONMMUG000587.2,l01401
NONMMUG000588.2,l01402
NONMMUG000589.2,l01403
NONMMUG000592.2,l01404
NONMMUG000593.2,l01405
NONMMUG046799.1,l01406
NONMMUG000597.2,l01407
NONMMUG000600.2,l01408
NONMMUG000603.2,l01409
NONMMUG000604.2,l01410
NONMMUG000605.2,l01411
NONMMUG000606.2,l01412
NONMMUG000608.2,l01413
NONMMUG000615.2,l01414
NONMMUG000619.2,l01415
NONMMUG000624.2,l01416
NONMMUG000625.2,l01417
NONMMUG000626.2,l01418
NONMMUG000627.2,l01419
NONMMUG000628.2,l01420
NONMMUG000629.2,l01421
NONMMUG000631.2,l01422
NONMMUG000632.2,l01423
NONMMUG000633.2,l01424
NONMMUG000634.2,l01425
NONMMUG000635.2,l01426
NONMMUG000636.2,l01427
NONMMUG000637.2,l01428
NONMMUG000638.2,l01429
NONMMUG000639.2,l01430
NONMMUG000641.2,l01431
NONMMUG000644.2,l01432
NONMMUG000646.3,l01433
NONMMUG000647.2,l01434
NONMMUG000648.2,l01435
NONMMUG000649.3,l01436
NONMMUG000651.2,l01437
NONMMUG000652.2,l01438
NONMMUG000653.2,l01439
NONMMUG000654.2,l01440
NONMMUG000656.2,l01441
NONMMUG000657.2,l01442
NONMMUG000658.2,l01443
NONMMUG000659.2,l01444
NONMMUG000660.2,l01445
NONMMUG000661.2,l01446
NONMMUG000662.2,l01447
NONMMUG000663.2,l01448
NONMMUG000665.2,l01449
NONMMUG000667.2,l01450
NONMMUG046823.1,l01451
NONMMUG000668.2,l01452
NONMMUG000674.2,l01453
NONMMUG096621.1,l01454
NONMMUG000676.2,l01455
NONMMUG046827.1,l01456
NONMMUG000678.2,l01457
NONMMUG048318.1,l01458
NONMMUG048320.1,l01459
NONMMUG000679.2,l01460
NONMMUG000680.2,l01461
NONMMUG000683.2,l01462
NONMMUG000687.2,l01463
NONMMUG000690.2,l01464
NONMMUG000689.2,l01465
NONMMUG000691.2,l01466
NONMMUG000693.2,l01467
NONMMUG087610.1,l01468
NONMMUG000696.2,l01469
NONMMUG000698.3,l01470
NONMMUG000699.2,l01471
NONMMUG000700.2,l01472
NONMMUG000702.2,l01473
NONMMUG000703.2,l01474
NONMMUG000705.2,l01475
NONMMUG000706.2,l01476
NONMMUG000710.2,l01477
NONMMUG000711.2,l01478
NONMMUG000717.2,l01479
NONMMUG000727.2,l01480
NONMMUG000730.2,l01481
NONMMUG000731.2,l01482
NONMMUG000732.2,l01483
NONMMUG000733.2,l01484
NONMMUG000734.2,l01485
NONMMUG000735.2,l01486
NONMMUG000736.2,l01487
NONMMUG000737.2,l01488
NONMMUG000738.2,l01489
NONMMUG000739.2,l01490
NONMMUG000740.2,l01491
NONMMUG000741.2,l01492
NONMMUG046843.1,l01493
NONMMUG048329.1,l01494
NONMMUG046846.1,l01495
NONMMUG048330.1,l01496
NONMMUG048332.1,l01497
NONMMUG046847.1,l01498
NONMMUG048333.1,l01499
NONMMUG000743.2,l01500
NONMMUG000744.2,l01501
NONMMUG046848.1,l01502
NONMMUG000745.2,l01503
NONMMUG046851.1,l01504
NONMMUG046852.1,l01505
NONMMUG000746.3,l01506
NONMMUG000751.2,l01507
NONMMUG046855.1,l01508
NONMMUG000755.2,l01509
NONMMUG000756.2,l01510
NONMMUG000757.2,l01511
NONMMUG000758.2,l01512
NONMMUG000759.2,l01513
NONMMUG000760.2,l01514
NONMMUG000761.2,l01515
NONMMUG000762.2,l01516
NONMMUG000764.2,l01517
NONMMUG000765.2,l01518
NONMMUG000766.2,l01519
NONMMUG046863.1,l01520
NONMMUG000768.2,l01521
NONMMUG000769.2,l01522
NONMMUG000770.2,l01523
NONMMUG046867.1,l01524
NONMMUG000776.2,l01525
NONMMUG000777.2,l01526
NONMMUG000778.2,l01527
NONMMUG000779.2,l01528
NONMMUG000781.3,l01529
NONMMUG000784.2,l01530
NONMMUG000791.2,l01531
NONMMUG000792.2,l01532
NONMMUG000793.2,l01533
NONMMUG000794.2,l01534
NONMMUG046874.1,l01535
NONMMUG000795.2,l01536
NONMMUG000797.2,l01537
NONMMUG000798.2,l01538
NONMMUG000800.2,l01539
NONMMUG048344.1,l01540
NONMMUG000040.3,l01541
NONMMUG000805.2,l01542
NONMMUG000808.2,l01543
NONMMUG000813.2,l01544
NONMMUG000814.2,l01545
NONMMUG000044.2,l01546
NONMMUG000815.2,l01547
NONMMUG000816.2,l01548
NONMMUG000817.2,l01549
NONMMUG000818.2,l01550
NONMMUG000819.2,l01551
NONMMUG000820.2,l01552
NONMMUG000822.2,l01553
NONMMUG000824.2,l01554
NONMMUG000825.2,l01555
NONMMUG000827.2,l01556
NONMMUG000829.2,l01557
NONMMUG000830.2,l01558
NONMMUG000831.2,l01559
NONMMUG000833.2,l01560
NONMMUG000834.2,l01561
NONMMUG000836.2,l01562
NONMMUG000838.2,l01563
NONMMUG000843.2,l01564
NONMMUG000045.2,l01565
NONMMUG000847.2,l01566
NONMMUG000849.2,l01567
NONMMUG000850.2,l01568
NONMMUG000851.2,l01569
NONMMUG000852.2,l01570
NONMMUG000853.2,l01571
NONMMUG000854.2,l01572
NONMMUG000855.2,l01573
NONMMUG000856.2,l01574
NONMMUG000858.2,l01575
NONMMUG048367.1,l01576
NONMMUG000859.2,l01577
NONMMUG000860.2,l01578
NONMMUG046906.1,l01579
NONMMUG000864.2,l01580
NONMMUG000865.2,l01581
NONMMUG000866.2,l01582
NONMMUG000867.2,l01583
NONMMUG000868.2,l01584
NONMMUG046909.1,l01585
NONMMUG000875.2,l01586
NONMMUG000880.2,l01587
NONMMUG000882.2,l01588
NONMMUG000883.2,l01589
NONMMUG000881.2,l01590
NONMMUG000884.2,l01591
NONMMUG000885.2,l01592
NONMMUG000887.2,l01593
NONMMUG000888.2,l01594
NONMMUG000890.2,l01595
NONMMUG000891.2,l01596
NONMMUG000892.2,l01597
NONMMUG000893.2,l01598
NONMMUG000894.2,l01599
NONMMUG000895.2,l01600
NONMMUG000896.2,l01601
NONMMUG000897.2,l01602
NONMMUG000898.2,l01603
NONMMUG000899.2,l01604
NONMMUG000900.2,l01605
NONMMUG000901.2,l01606
NONMMUG000902.2,l01607
NONMMUG000903.2,l01608
NONMMUG046914.1,l01609
NONMMUG000904.2,l01610
NONMMUG000905.2,l01611
NONMMUG000909.2,l01612
NONMMUG000914.2,l01613
NONMMUG000047.2,l01614
NONMMUG000048.2,l01615
NONMMUG000916.2,l01616
NONMMUG000049.2,l01617
NONMMUG000918.2,l01618
NONMMUG000919.2,l01619
NONMMUG000920.2,l01620
NONMMUG000921.2,l01621
NONMMUG000925.2,l01622
NONMMUG000926.2,l01623
NONMMUG000927.2,l01624
NONMMUG000928.2,l01625
NONMMUG000929.2,l01626
NONMMUG000930.2,l01627
NONMMUG000931.2,l01628
NONMMUG000932.2,l01629
NONMMUG000933.2,l01630
NONMMUG000934.2,l01631
NONMMUG000935.2,l01632
NONMMUG000936.2,l01633
NONMMUG000937.2,l01634
NONMMUG000938.2,l01635
NONMMUG000939.2,l01636
NONMMUG000940.2,l01637
NONMMUG000941.2,l01638
NONMMUG000942.2,l01639
NONMMUG000943.2,l01640
NONMMUG000946.2,l01641
NONMMUG000947.2,l01642
NONMMUG000948.2,l01643
NONMMUG048408.1,l01644
NONMMUG000949.2,l01645
NONMMUG000950.2,l01646
NONMMUG048411.1,l01647
NONMMUG000951.2,l01648
NONMMUG000952.2,l01649
NONMMUG000953.2,l01650
NONMMUG000053.2,l01651
NONMMUG000959.2,l01652
NONMMUG000054.2,l01653
NONMMUG046928.1,l01654
NONMMUG000055.2,l01655
NONMMUG000056.2,l01656
NONMMUG000965.2,l01657
NONMMUG000966.3,l01658
NONMMUG000057.2,l01659
NONMMUG000968.2,l01660
NONMMUG000972.2,l01661
NONMMUG000975.2,l01662
NONMMUG000976.3,l01663
NONMMUG000977.2,l01664
NONMMUG087877.1,l01665
NONMMUG000978.2,l01666
NONMMUG000979.2,l01667
NONMMUG000980.2,l01668
NONMMUG000981.2,l01669
NONMMUG000982.2,l01670
NONMMUG000983.2,l01671
NONMMUG000985.2,l01672
NONMMUG000984.2,l01673
NONMMUG046943.1,l01674
NONMMUG000986.2,l01675
NONMMUG000988.2,l01676
NONMMUG000990.2,l01677
NONMMUG000991.2,l01678
NONMMUG000992.2,l01679
NONMMUG046966.1,l01680
NONMMUG000058.2,l01681
NONMMUG001000.2,l01682
NONMMUG001001.2,l01683
NONMMUG001003.2,l01684
NONMMUG000059.2,l01685
NONMMUG001006.2,l01686
NONMMUG096623.1,l01687
NONMMUG048423.1,l01688
NONMMUG046492.1,l01689
NONMMUG048424.1,l01690
NONMMUG048425.1,l01691
NONMMUG001008.2,l01692
NONMMUG001009.2,l01693
NONMMUG001010.2,l01694
NONMMUG001011.2,l01695
NONMMUG001012.2,l01696
NONMMUG001013.2,l01697
NONMMUG046977.1,l01698
NONMMUG001015.2,l01699
NONMMUG046978.1,l01700
NONMMUG048431.1,l01701
NONMMUG001018.2,l01702
NONMMUG001019.2,l01703
NONMMUG001020.2,l01704
NONMMUG048433.1,l01705
NONMMUG001021.2,l01706
NONMMUG001025.2,l01707
NONMMUG001026.2,l01708
NONMMUG001028.2,l01709
NONMMUG001030.2,l01710
NONMMUG001033.2,l01711
NONMMUG001035.2,l01712
NONMMUG001038.2,l01713
NONMMUG001039.2,l01714
NONMMUG046981.2,l01715
NONMMUG001042.2,l01716
NONMMUG046982.1,l01717
NONMMUG001043.2,l01718
NONMMUG001044.2,l01719
NONMMUG001048.2,l01720
NONMMUG046987.1,l01721
NONMMUG000060.2,l01722
NONMMUG087885.1,l01723
NONMMUG001052.2,l01724
NONMMUG001053.2,l01725
NONMMUG001058.2,l01726
NONMMUG001060.2,l01727
NONMMUG001062.2,l01728
NONMMUG001065.2,l01729
NONMMUG001075.2,l01730
NONMMUG046998.1,l01731
NONMMUG001076.2,l01732
NONMMUG001077.2,l01733
NONMMUG001078.2,l01734
NONMMUG001080.2,l01735
NONMMUG001082.2,l01736
NONMMUG047005.1,l01737
NONMMUG001083.2,l01738
NONMMUG001084.2,l01739
NONMMUG001085.2,l01740
NONMMUG001086.2,l01741
NONMMUG001089.2,l01742
NONMMUG001091.2,l01743
NONMMUG001092.2,l01744
NONMMUG001093.2,l01745
NONMMUG001094.2,l01746
NONMMUG001098.2,l01747
NONMMUG001099.2,l01748
NONMMUG047021.1,l01749
NONMMUG001101.2,l01750
NONMMUG048473.1,l01751
NONMMUG001104.2,l01752
NONMMUG001109.2,l01753
NONMMUG001113.2,l01754
NONMMUG001114.2,l01755
NONMMUG001115.2,l01756
NONMMUG001116.2,l01757
NONMMUG001117.2,l01758
NONMMUG001118.2,l01759
NONMMUG001119.2,l01760
NONMMUG001122.2,l01761
NONMMUG001123.2,l01762
NONMMUG001124.2,l01763
NONMMUG001125.2,l01764
NONMMUG001127.2,l01765
NONMMUG001128.2,l01766
NONMMUG001129.2,l01767
NONMMUG001130.2,l01768
NONMMUG001131.2,l01769
NONMMUG001134.2,l01770
NONMMUG001135.2,l01771
NONMMUG001137.2,l01772
NONMMUG001143.2,l01773
NONMMUG001145.2,l01774
NONMMUG001149.2,l01775
NONMMUG048488.1,l01776
NONMMUG001150.2,l01777
NONMMUG001151.2,l01778
NONMMUG001160.2,l01779
NONMMUG001161.2,l01780
NONMMUG001162.2,l01781
NONMMUG047064.1,l01782
NONMMUG047065.1,l01783
NONMMUG001165.2,l01784
NONMMUG047071.1,l01785
NONMMUG048491.1,l01786
NONMMUG001166.2,l01787
NONMMUG001167.2,l01788
NONMMUG001168.2,l01789
NONMMUG001169.2,l01790
NONMMUG000061.2,l01791
NONMMUG001170.2,l01792
NONMMUG001171.2,l01793
NONMMUG001172.2,l01794
NONMMUG001173.2,l01795
NONMMUG001174.2,l01796
NONMMUG001176.2,l01797
NONMMUG001177.2,l01798
NONMMUG001178.2,l01799
NONMMUG001181.2,l01800
NONMMUG001182.2,l01801
NONMMUG001183.2,l01802
NONMMUG001184.2,l01803
NONMMUG001188.2,l01804
NONMMUG000063.2,l01805
NONMMUG047949.1,l01806
NONMMUG048511.1,l01807
NONMMUG001190.2,l01808
NONMMUG001191.2,l01809
NONMMUG001193.2,l01810
NONMMUG001198.2,l01811
NONMMUG001199.2,l01812
NONMMUG001201.2,l01813
NONMMUG001203.2,l01814
NONMMUG047081.1,l01815
NONMMUG001206.2,l01816
NONMMUG001208.2,l01817
NONMMUG001209.2,l01818
NONMMUG001210.2,l01819
NONMMUG001212.2,l01820
NONMMUG001213.2,l01821
NONMMUG087636.1,l01822
NONMMUG001214.2,l01823
NONMMUG000064.2,l01824
NONMMUG001220.2,l01825
NONMMUG001222.2,l01826
NONMMUG048515.1,l01827
NONMMUG001223.2,l01828
NONMMUG001224.2,l01829
NONMMUG001227.2,l01830
NONMMUG001228.2,l01831
NONMMUG001229.2,l01832
NONMMUG048521.2,l01833
NONMMUG001234.2,l01834
NONMMUG001236.2,l01835
NONMMUG001237.2,l01836
NONMMUG001239.2,l01837
NONMMUG001240.2,l01838
NONMMUG001242.2,l01839
NONMMUG001244.2,l01840
NONMMUG001246.2,l01841
NONMMUG001247.2,l01842
NONMMUG001248.2,l01843
NONMMUG001249.2,l01844
NONMMUG001250.2,l01845
NONMMUG001251.2,l01846
NONMMUG001258.2,l01847
NONMMUG001260.2,l01848
NONMMUG048531.1,l01849
NONMMUG001268.2,l01850
NONMMUG001269.2,l01851
NONMMUG001270.2,l01852
NONMMUG001272.2,l01853
NONMMUG001275.2,l01854
NONMMUG048533.1,l01855
NONMMUG001277.2,l01856
NONMMUG001279.2,l01857
NONMMUG001280.2,l01858
NONMMUG001283.2,l01859
NONMMUG001284.2,l01860
