NoncodeGeneID,tarName
NONMMUG027318.2,TYY1
NONMMUG027318.2,Pou5f1
NONMMUG027318.2,RBM10
NONMMUG027317.2,KPYM
NONMMUG027317.2,VIGLN
NONMMUG027317.2,FMR1
NONMMUG027317.2,AGO2
NONMMUG027317.2,SUZ12
NONMMUG027317.2,TYY1
NONMMUG027317.2,Pou5f1
NONMMUG027317.2,RBM10
NONMMUG027317.2,RFOX2
NONMMUG027319.2,JARID2
NONMMUG027319.2,Ezh2
NONMMUG027320.2,RFOX2
NONMMUG027320.2,TYY1
NONMMUG027320.2,Pou5f1
NONMMUG027320.2,SUZ12
NONMMUG027320.2,RBM10
NONMMUG027320.2,KPYM
NONMMUG027320.2,FMR1
NONMMUG027320.2,AGO2
NONMMUG027320.2,Elavl1
NONMMUG027320.2,VIGLN
NONMMUG027321.2,RFOX2
NONMMUG027321.2,TYY1
NONMMUG027321.2,Pou5f1
NONMMUG027321.2,SUZ12
NONMMUG027321.2,RBM10
NONMMUG027321.2,KPYM
NONMMUG027321.2,FMR1
NONMMUG027321.2,AGO2
NONMMUG027321.2,Elavl1
NONMMUG027321.2,VIGLN
NONMMUG027323.2,Ezh2
NONMMUG027324.2,JARID2
NONMMUG027324.2,Upf1
NONMMUG027324.2,Fus
NONMMUG027324.2,FMRP
NONMMUG027324.2,Tdp43
NONMMUG027325.2,Upf1
NONMMUG027328.2,Upf1
NONMMUG027328.2,Ezh2
NONMMUG027331.2,Upf1
NONMMUG027331.2,Ezh2
NONMMUG071246.1,Upf1
NONMMUG027332.2,Tdp43
NONMMUG027333.2,JARID2
NONMMUG027333.2,Upf1
NONMMUG027333.2,Cpsf6
NONMMUG027333.2,Mbnl1
NONMMUG027333.2,FMRP
NONMMUG027333.2,Fus
NONMMUG027333.2,Celf1
NONMMUG027333.2,PABPC1
NONMMUG027333.2,PABP1
NONMMUG027333.2,RFOX2
NONMMUG027333.2,Pou5f1
NONMMUG027333.2,TIA1
NONMMUG027333.2,AGO2
NONMMUG027333.2,KPYM
NONMMUG027333.2,PSPC1
NONMMUG027333.2,FMR1
NONMMUG027333.2,RBM10
NONMMUG027333.2,AGO4
NONMMUG027333.2,AGO1
NONMMUG027333.2,DAZL
NONMMUG027333.2,TTP
NONMMUG027333.2,Elavl1
NONMMUG027336.2,Cpsf6
NONMMUG027336.2,Mbnl1
NONMMUG027336.2,Celf1
NONMMUG027336.2,FMRP
NONMMUG027336.2,Fus
NONMMUG027336.2,PABPC1
NONMMUG027336.2,AGO2
NONMMUG027336.2,RFOX2
NONMMUG027336.2,TIA1
NONMMUG027336.2,PABP1
NONMMUG027336.2,DAZL
NONMMUG027336.2,TTP
NONMMUG027336.2,Pou5f1
NONMMUG027336.2,AGO4
NONMMUG027336.2,AGO1
NONMMUG027336.2,PSPC1
NONMMUG027336.2,Elavl1
NONMMUG027336.2,KPYM
NONMMUG027338.2,FMRP
NONMMUG027338.2,Fus
NONMMUG027338.2,Tdp43
NONMMUG027338.2,PABP1
NONMMUG027338.2,RFOX2
NONMMUG027338.2,TIA1
NONMMUG027338.2,TTP
NONMMUG027339.2,Upf1
NONMMUG027339.2,Tdp43
NONMMUG027339.2,Fus
NONMMUG027343.2,Fus
NONMMUG027343.2,Tdp43
NONMMUG069904.1,Fus
NONMMUG027347.2,Celf1
NONMMUG027347.2,Tdp43
NONMMUG027352.2,Tdp43
NONMMUG027352.2,Fus
NONMMUG092960.1,Fus
NONMMUG092960.1,FMRP
NONMMUG092960.1,Tdp43
NONMMUG092960.1,Upf1
NONMMUG092960.1,SFPQ
NONMMUG092960.1,TTP
NONMMUG071255.1,Fus
NONMMUG071256.1,Fus
NONMMUG071257.1,Fus
NONMMUG071258.1,Fus
NONMMUG071258.1,Tdp43
NONMMUG069906.1,Fus
NONMMUG069906.1,Tdp43
NONMMUG027353.2,Fus
NONMMUG027353.2,Tdp43
NONMMUG069907.1,Fus
NONMMUG069907.1,Tdp43
NONMMUG069908.1,Fus
NONMMUG071259.1,Tdp43
NONMMUG071259.1,Fus
NONMMUG071260.1,Fus
NONMMUG071260.1,Tdp43
NONMMUG027354.2,Tdp43
NONMMUG027354.2,Fus
NONMMUG027354.2,FMRP
NONMMUG027355.2,Fus
NONMMUG027355.2,Tdp43
NONMMUG071261.1,Tdp43
NONMMUG071261.1,Fus
NONMMUG071262.1,Fus
NONMMUG071263.1,Fus
NONMMUG071263.1,Tdp43
NONMMUG071264.1,Tdp43
NONMMUG071264.1,Fus
NONMMUG027356.2,Fus
NONMMUG027356.2,Tdp43
NONMMUG027356.2,TTP
NONMMUG027358.2,Tdp43
NONMMUG026050.2,Tdp43
NONMMUG026050.2,Fus
NONMMUG026050.2,PABP1
NONMMUG026050.2,AGO4
NONMMUG026050.2,AGO1
NONMMUG026050.2,AGO2
NONMMUG026050.2,Celf1
NONMMUG026050.2,RFOX2
NONMMUG026050.2,VIGLN
NONMMUG026050.2,TIA1
NONMMUG027362.2,Celf1
NONMMUG027365.2,Fus
NONMMUG027365.2,Tdp43
NONMMUG027365.2,Celf1
NONMMUG027366.2,Fus
NONMMUG027367.2,Upf1
NONMMUG027367.2,Celf1
NONMMUG027367.2,Fus
NONMMUG027367.2,Tdp43
NONMMUG027368.2,Fus
NONMMUG027368.2,Tdp43
NONMMUG027368.2,Celf1
NONMMUG027369.2,Fus
NONMMUG027370.2,Tdp43
NONMMUG027370.2,Fus
NONMMUG027371.2,Upf1
NONMMUG027371.2,Fus
NONMMUG027371.2,Tdp43
NONMMUG027371.2,FMRP
NONMMUG027372.2,Tardbp
NONMMUG027372.2,Tdp43
NONMMUG027372.2,Fus
NONMMUG027373.2,Fus
NONMMUG027374.2,Fus
NONMMUG069915.1,FMR1
NONMMUG069915.1,TTP
NONMMUG069915.1,RFOX2
NONMMUG069915.1,Pou5f1
NONMMUG069915.1,VIGLN
NONMMUG071270.1,RFOX2
NONMMUG071270.1,Pou5f1
NONMMUG027375.2,Mbnl1
NONMMUG027375.2,Tdp43
NONMMUG027375.2,Fus
NONMMUG027376.2,Tdp43
NONMMUG027377.2,Upf1
NONMMUG027377.2,Celf1
NONMMUG027381.2,Tdp43
NONMMUG027382.2,Tdp43
NONMMUG027382.2,Fus
NONMMUG027382.2,Upf1
NONMMUG027382.2,Celf1
NONMMUG027384.2,Fus
NONMMUG027385.2,Tdp43
NONMMUG027386.2,Tdp43
NONMMUG027386.2,Fus
NONMMUG027386.2,FMRP
NONMMUG027389.2,Tdp43
NONMMUG027389.2,Fus
NONMMUG027389.2,Pou5f1
NONMMUG027393.2,Upf1
NONMMUG027393.2,Mbnl1
NONMMUG027393.2,Fus
NONMMUG027393.2,Tdp43
NONMMUG027394.2,Fus
NONMMUG027394.2,Tdp43
NONMMUG071273.1,Fus
NONMMUG071273.1,Tdp43
NONMMUG029958.2,VIGLN
NONMMUG029958.2,KPYM
NONMMUG029958.2,RFOX2
NONMMUG029958.2,Pou5f1
NONMMUG029958.2,PABP1
NONMMUG029960.2,Fus
NONMMUG029960.2,Tdp43
NONMMUG029960.2,Celf1
NONMMUG029961.2,Fus
NONMMUG029961.2,RFOX2
NONMMUG029962.2,Tdp43
NONMMUG029962.2,Fus
NONMMUG029964.2,Fus
NONMMUG029967.2,Tdp43
NONMMUG029967.2,Fus
NONMMUG029968.2,Tdp43
NONMMUG029968.2,Fus
NONMMUG073420.1,Fus
NONMMUG073420.1,Tdp43
NONMMUG029969.2,Fus
NONMMUG029969.2,Tdp43
NONMMUG029970.2,Fus
NONMMUG029972.2,Upf1
NONMMUG029972.2,Fus
NONMMUG029973.2,Tdp43
NONMMUG029973.2,Fus
NONMMUG029975.2,Fus
NONMMUG029976.2,Fus
NONMMUG029976.2,Tdp43
NONMMUG029976.2,FMRP
NONMMUG093174.1,Tdp43
NONMMUG093174.1,Pou5f1
NONMMUG093174.1,RFOX2
NONMMUG029981.3,Tdp43
NONMMUG029981.3,Pou5f1
NONMMUG029981.3,RFOX2
NONMMUG029981.3,TTP
NONMMUG029981.3,TYY1
NONMMUG073424.1,Tdp43
NONMMUG073424.1,TTP
NONMMUG073424.1,RFOX2
NONMMUG073424.1,TYY1
NONMMUG073424.1,Pou5f1
NONMMUG029982.2,Fus
NONMMUG029983.2,Upf1
NONMMUG029983.2,Tdp43
NONMMUG029983.2,Fus
NONMMUG029983.2,FMRP
NONMMUG029983.2,TTP
NONMMUG029983.2,AGO2
NONMMUG029983.2,AGO4
NONMMUG029983.2,AGO1
NONMMUG029983.2,PABP1
NONMMUG029983.2,RFOX2
NONMMUG029983.2,-
NONMMUG029983.2,Elavl1
NONMMUG029983.2,SFPQ
NONMMUG029983.2,JARID2
NONMMUG029983.2,Pou5f1
NONMMUG029983.2,FMR1
NONMMUG029983.2,TYY1
NONMMUG029984.2,Fus
NONMMUG029984.2,Tdp43
NONMMUG029984.2,SFPQ
NONMMUG029984.2,RFOX2
NONMMUG029984.2,Elavl1
NONMMUG029984.2,Pou5f1
NONMMUG029984.2,FMR1
NONMMUG029984.2,TYY1
NONMMUG029984.2,VIGLN
NONMMUG029984.2,Upf1
NONMMUG029984.2,Rbfox3
NONMMUG029984.2,TTP
NONMMUG029985.2,TYY1
NONMMUG029985.2,Pou5f1
NONMMUG029986.2,Tdp43
NONMMUG029987.2,Upf1
NONMMUG029987.2,Mbnl1
NONMMUG029987.2,Tdp43
NONMMUG029987.2,Celf1
NONMMUG029987.2,Fus
NONMMUG029988.2,JARID2
NONMMUG029988.2,Fus
NONMMUG029988.2,Tdp43
NONMMUG029989.2,JARID2
NONMMUG029989.2,Upf1
NONMMUG029989.2,Tardbp
NONMMUG029989.2,Fus
NONMMUG029989.2,Tdp43
NONMMUG029990.2,Tdp43
NONMMUG029991.2,Fus
NONMMUG029991.2,Tdp43
NONMMUG029991.2,FMRP
NONMMUG029992.2,Fus
NONMMUG029992.2,Tdp43
NONMMUG029992.2,FMRP
NONMMUG029992.2,Celf1
NONMMUG029993.2,Tdp43
NONMMUG030000.2,Fus
NONMMUG030000.2,Tdp43
NONMMUG030001.2,Tardbp
NONMMUG030001.2,Tdp43
NONMMUG030001.2,Fus
NONMMUG030002.2,Nova1
NONMMUG030002.2,Fus
NONMMUG030002.2,Tdp43
NONMMUG030002.2,Celf1
NONMMUG030003.2,Tardbp
NONMMUG030003.2,Fus
NONMMUG030003.2,Tdp43
NONMMUG030004.2,Tdp43
NONMMUG030004.2,Fus
NONMMUG030005.2,Tdp43
NONMMUG030005.2,Fus
NONMMUG030006.2,Tardbp
NONMMUG030006.2,Tdp43
NONMMUG030006.2,Fus
NONMMUG030008.2,Fus
NONMMUG030008.2,Tdp43
NONMMUG030009.2,Fus
NONMMUG030009.2,Tdp43
NONMMUG030010.2,Mbnl1
NONMMUG030010.2,Tdp43
NONMMUG030010.2,Fus
NONMMUG030013.2,Nova1
NONMMUG030013.2,Fus
NONMMUG030013.2,Tdp43
NONMMUG073436.1,Rbfox3
NONMMUG073436.1,Fus
NONMMUG073436.1,Tdp43
NONMMUG073437.1,Rbfox3
NONMMUG073437.1,Fus
NONMMUG073437.1,Tdp43
NONMMUG030014.2,Tardbp
NONMMUG030014.2,Fus
NONMMUG030014.2,Tdp43
NONMMUG073438.2,Fus
NONMMUG073438.2,FMRP
NONMMUG073438.2,Tdp43
NONMMUG030017.2,Fus
NONMMUG030017.2,Tdp43
NONMMUG030017.2,FMRP
NONMMUG030017.2,RFOX2
NONMMUG030017.2,-
NONMMUG030017.2,Nova1
NONMMUG030017.2,TYY1
NONMMUG030017.2,PABP1
NONMMUG030017.2,Ptbp2
NONMMUG030018.2,Nova1
NONMMUG030018.2,FMRP
NONMMUG030018.2,Fus
NONMMUG030018.2,Tdp43
NONMMUG030018.2,RFOX2
NONMMUG030019.2,PABP1
NONMMUG030019.2,RFOX2
NONMMUG030019.2,Ptbp2
NONMMUG030021.2,Upf1
NONMMUG030021.2,Tdp43
NONMMUG030021.2,Pou5f1
NONMMUG030021.2,RFOX2
NONMMUG030021.2,PABP1
NONMMUG030024.2,Upf1
NONMMUG030024.2,Tdp43
NONMMUG030024.2,Fus
NONMMUG030025.2,Mbnl1
NONMMUG030025.2,Fus
NONMMUG030026.2,Fus
NONMMUG030026.2,FMRP
NONMMUG030027.2,Upf1
NONMMUG030027.2,Fus
NONMMUG030027.2,Tdp43
NONMMUG030028.2,Upf1
NONMMUG030028.2,Fus
NONMMUG030028.2,Tdp43
NONMMUG030029.2,Fus
NONMMUG030029.2,FMRP
NONMMUG072361.1,Fus
NONMMUG030032.2,Tdp43
NONMMUG030032.2,Fus
NONMMUG030031.2,Tdp43
NONMMUG030031.2,Fus
NONMMUG030033.2,Upf1
NONMMUG030033.2,RFOX2
NONMMUG030033.2,TYY1
NONMMUG030033.2,Pou5f1
NONMMUG030034.2,Upf1
NONMMUG030035.2,Tdp43
NONMMUG030036.2,Upf1
NONMMUG030036.2,Tdp43
NONMMUG030036.2,Celf1
NONMMUG030036.2,Fus
NONMMUG030039.3,Upf1
NONMMUG030039.3,RFOX2
NONMMUG030039.3,FMRP
NONMMUG030039.3,KPYM
NONMMUG030039.3,AGO2
NONMMUG030039.3,AGO4
NONMMUG030039.3,AGO1
NONMMUG030039.3,PABP1
NONMMUG030039.3,QKI
NONMMUG030039.3,FMR1
NONMMUG030039.3,Pou5f1
NONMMUG030039.3,TYY1
NONMMUG030040.2,KPYM
NONMMUG030040.2,AGO2
NONMMUG030040.2,PABP1
NONMMUG030040.2,RFOX2
NONMMUG030040.2,FMR1
NONMMUG093446.1,Upf1
NONMMUG093446.1,Tdp43
NONMMUG093446.1,Fus
NONMMUG093175.1,Fus
NONMMUG093447.1,Fus
NONMMUG093447.1,Tdp43
NONMMUG030042.2,Fus
NONMMUG030042.2,Tdp43
NONMMUG093176.1,Fus
NONMMUG030043.2,Tdp43
NONMMUG030043.2,Fus
NONMMUG030044.2,Tardbp
NONMMUG030044.2,Fus
NONMMUG030044.2,Tdp43
NONMMUG073444.1,Fus
NONMMUG073444.1,Tdp43
NONMMUG030045.2,Tdp43
NONMMUG030045.2,Fus
NONMMUG030047.2,Fus
NONMMUG030047.2,Tdp43
NONMMUG030048.2,Fus
NONMMUG030048.2,Tdp43
NONMMUG030049.2,Fus
NONMMUG030050.2,Fus
NONMMUG030050.2,Tdp43
NONMMUG030051.2,Tdp43
NONMMUG030051.2,Fus
NONMMUG030052.2,Tdp43
NONMMUG030052.2,Fus
NONMMUG030052.2,FMRP
NONMMUG030053.2,Fus
NONMMUG030053.2,Upf1
NONMMUG030053.2,Tdp43
NONMMUG028494.2,Rbfox3
NONMMUG028494.2,RFOX2
NONMMUG028494.2,Upf1
NONMMUG028494.2,VIGLN
NONMMUG028494.2,TYY1
NONMMUG028494.2,Pou5f1
NONMMUG028494.2,Ptbp2
NONMMUG028494.2,QKI
NONMMUG028494.2,AGO2
NONMMUG028494.2,AGO4
NONMMUG028494.2,AGO1
NONMMUG028494.2,Tdp43
NONMMUG028494.2,FMR1
NONMMUG028494.2,SFPQ
NONMMUG028494.2,RBM10
NONMMUG028494.2,KPYM
NONMMUG028494.2,Elavl1
NONMMUG028494.2,PABP1
NONMMUG030058.2,Fus
NONMMUG030058.2,Tdp43
NONMMUG030059.2,Upf1
NONMMUG030059.2,Tdp43
NONMMUG030059.2,Fus
NONMMUG030059.2,Celf1
NONMMUG030059.2,FMRP
NONMMUG030060.2,Upf1
NONMMUG030060.2,Celf1
NONMMUG030060.2,Tdp43
NONMMUG030060.2,Fus
NONMMUG030060.2,FMRP
NONMMUG030061.2,Fus
NONMMUG030061.2,Tdp43
NONMMUG030062.2,Tdp43
NONMMUG073447.1,Tdp43
NONMMUG030063.2,Fus
NONMMUG030063.2,Tdp43
NONMMUG030064.2,Fus
NONMMUG030065.2,Fus
NONMMUG030065.2,Tdp43
NONMMUG030066.2,Upf1
NONMMUG030066.2,Fus
NONMMUG030066.2,Tdp43
NONMMUG030066.2,Celf1
NONMMUG030066.2,FMRP
NONMMUG030067.2,Tdp43
NONMMUG030074.2,Tdp43
NONMMUG030077.2,FMRP
NONMMUG030077.2,TYY1
NONMMUG030077.2,RFOX2
NONMMUG030080.2,AGO2
NONMMUG030080.2,RFOX2
NONMMUG030080.2,Pou5f1
NONMMUG030080.2,FMRP
NONMMUG030080.2,VIGLN
NONMMUG030080.2,Tdp43
NONMMUG030080.2,QKI
NONMMUG030080.2,KPYM
NONMMUG030080.2,PABP1
NONMMUG030083.2,Fus
NONMMUG030084.2,Fus
NONMMUG030084.2,FMRP
NONMMUG030084.2,Tdp43
NONMMUG030085.2,Fus
NONMMUG030087.2,Upf1
NONMMUG030087.2,FMRP
NONMMUG030087.2,Fus
NONMMUG030087.2,Tdp43
NONMMUG030088.2,RFOX2
NONMMUG030089.3,Tdp43
NONMMUG030089.3,TYY1
NONMMUG030089.3,Pou5f1
NONMMUG030090.2,Fus
NONMMUG030090.2,Tdp43
NONMMUG030091.2,FMRP
NONMMUG030091.2,Fus
NONMMUG030091.2,Tdp43
NONMMUG030091.2,PABPC1
NONMMUG030091.2,KPYM
NONMMUG030091.2,PABP1
NONMMUG030091.2,SFPQ
NONMMUG030091.2,TIA1
NONMMUG030091.2,DAZL
NONMMUG030091.2,CBX7
NONMMUG030091.2,MSI2H
NONMMUG030091.2,Elavl1
NONMMUG030091.2,TTP
NONMMUG030096.2,Fus
NONMMUG030096.2,Tdp43
NONMMUG072373.1,Tdp43
NONMMUG030102.2,Tdp43
NONMMUG030106.2,Fus
NONMMUG030106.2,Tdp43
NONMMUG073458.1,Upf1
NONMMUG073458.1,Fus
NONMMUG073458.1,Tdp43
NONMMUG030107.2,Fus
NONMMUG030107.2,Tdp43
NONMMUG030107.2,SFPQ
NONMMUG030107.2,Pou5f1
NONMMUG073459.1,Upf1
NONMMUG073459.1,Celf1
NONMMUG030109.2,Fus
NONMMUG030111.2,Tdp43
NONMMUG030111.2,Fus
NONMMUG030111.2,RFOX2
NONMMUG030111.2,Celf1
NONMMUG030111.2,TTP
NONMMUG030111.2,Elavl1
NONMMUG073460.1,Tdp43
NONMMUG073460.1,Fus
NONMMUG030113.2,Fus
NONMMUG030113.2,Tdp43
NONMMUG073461.1,Fus
NONMMUG073461.1,Tdp43
NONMMUG030115.2,Fus
NONMMUG030115.2,Tdp43
NONMMUG030116.2,Tdp43
NONMMUG030117.2,Fus
NONMMUG030117.2,Tdp43
NONMMUG030118.2,Fus
NONMMUG030118.2,Tdp43
NONMMUG030118.2,Ezh2
NONMMUG030120.2,Upf1
NONMMUG030120.2,RFOX2
NONMMUG030120.2,PABP1
NONMMUG030123.2,Fus
NONMMUG030123.2,Tdp43
NONMMUG073462.1,Upf1
NONMMUG030127.2,Tdp43
NONMMUG030127.2,RFOX2
NONMMUG030127.2,QKI
NONMMUG030127.2,FMR1
NONMMUG030127.2,VIGLN
NONMMUG030127.2,TYY1
NONMMUG030127.2,Pou5f1
NONMMUG030127.2,Fus
NONMMUG030128.2,RFOX2
NONMMUG030128.2,PABP1
NONMMUG030130.2,Tdp43
NONMMUG030130.2,Fus
NONMMUG030130.2,RFOX2
NONMMUG030131.2,Fus
NONMMUG030131.2,Tdp43
NONMMUG030131.2,SFPQ
NONMMUG030131.2,AGO2
NONMMUG030131.2,AGO4
NONMMUG030131.2,AGO1
NONMMUG030132.2,Fus
NONMMUG030132.2,Tdp43
NONMMUG030132.2,SFPQ
NONMMUG030132.2,RFOX2
NONMMUG030135.2,Upf1
NONMMUG030135.2,Tdp43
NONMMUG030135.2,Fus
NONMMUG030135.2,FMRP
NONMMUG030137.2,RFOX2
NONMMUG030138.2,Fus
NONMMUG030138.2,Tdp43
NONMMUG030140.2,Upf1
NONMMUG072380.1,Fus
NONMMUG030141.2,Upf1
NONMMUG030141.2,Tdp43
NONMMUG030142.2,Tdp43
NONMMUG093456.1,Tdp43
NONMMUG030146.2,Upf1
NONMMUG030146.2,Fus
NONMMUG030146.2,Tdp43
NONMMUG030146.2,Celf1
NONMMUG030148.2,Mbnl1
NONMMUG030148.2,Fus
NONMMUG030148.2,Celf1
NONMMUG030148.2,Tdp43
NONMMUG030153.2,Tdp43
NONMMUG030158.2,Upf1
NONMMUG030158.2,Nova1
NONMMUG030158.2,Tdp43
NONMMUG030158.2,Fus
NONMMUG030159.2,Upf1
NONMMUG030159.2,Fus
NONMMUG030159.2,Tdp43
NONMMUG030159.2,RFOX2
NONMMUG030159.2,TIA1
NONMMUG030159.2,SFPQ
NONMMUG030160.2,JARID2
NONMMUG030160.2,Fus
NONMMUG030160.2,Tdp43
NONMMUG030162.2,Upf1
NONMMUG030162.2,Fus
NONMMUG030162.2,Tdp43
NONMMUG030162.2,FMRP
NONMMUG030163.2,Upf1
NONMMUG030163.2,Fus
NONMMUG030163.2,Tdp43
NONMMUG030165.2,JARID2
NONMMUG030165.2,Fus
NONMMUG030165.2,Tdp43
NONMMUG093458.1,JARID2
NONMMUG093458.1,Upf1
NONMMUG093458.1,Tdp43
NONMMUG030168.2,PABP1
NONMMUG030168.2,Pou5f1
NONMMUG030168.2,Fus
NONMMUG030168.2,Tdp43
NONMMUG030168.2,RFOX2
NONMMUG030168.2,TYY1
NONMMUG030168.2,AGO2
NONMMUG030168.2,AGO4
NONMMUG030168.2,AGO1
NONMMUG030168.2,TIA1
NONMMUG030168.2,RBM10
NONMMUG030168.2,SFPQ
NONMMUG030168.2,Ezh2
NONMMUG030168.2,VIGLN
NONMMUG030168.2,JARID2
NONMMUG093459.1,Tdp43
NONMMUG093459.1,Fus
NONMMUG030173.2,Upf1
NONMMUG030173.2,Fus
NONMMUG030173.2,Tdp43
NONMMUG030173.2,PABP1
NONMMUG030173.2,SFPQ
NONMMUG030173.2,DAZL
NONMMUG030173.2,TTP
NONMMUG030173.2,Pou5f1
NONMMUG030173.2,RFOX2
NONMMUG030173.2,AGO2
NONMMUG030173.2,AGO4
NONMMUG030173.2,AGO1
NONMMUG030172.2,Upf1
NONMMUG030172.2,Fus
NONMMUG030172.2,Tdp43
NONMMUG030172.2,PABP1
NONMMUG030172.2,SFPQ
NONMMUG030172.2,DAZL
NONMMUG030172.2,TTP
NONMMUG030172.2,Pou5f1
NONMMUG030172.2,RFOX2
NONMMUG030172.2,AGO2
NONMMUG030172.2,AGO4
NONMMUG030172.2,AGO1
NONMMUG030174.2,Upf1
NONMMUG030174.2,Fus
NONMMUG030174.2,Tdp43
NONMMUG030174.2,FMRP
NONMMUG030175.2,Fus
NONMMUG030175.2,Tdp43
NONMMUG028497.2,Fus
NONMMUG028497.2,Celf1
NONMMUG028497.2,Tdp43
NONMMUG030176.2,Fus
NONMMUG030177.2,Fus
NONMMUG030177.2,Tdp43
NONMMUG030178.2,Fus
NONMMUG030178.2,Tdp43
NONMMUG030179.2,Fus
NONMMUG030179.2,Tdp43
NONMMUG030182.2,Upf1
NONMMUG030182.2,Fus
NONMMUG093321.1,Upf1
NONMMUG093321.1,Mbnl1
NONMMUG093321.1,Fus
NONMMUG030186.2,Upf1
NONMMUG030186.2,FMRP
NONMMUG030186.2,Tdp43
NONMMUG030186.2,QKI
NONMMUG030186.2,DAZL
NONMMUG030186.2,RFOX2
NONMMUG072822.1,Upf1
NONMMUG072822.1,Mbnl1
NONMMUG072822.1,Fus
NONMMUG072822.1,Tdp43
NONMMUG072822.1,Celf1
NONMMUG028499.2,Upf1
NONMMUG028499.2,Mbnl1
NONMMUG028499.2,Fus
NONMMUG028499.2,Tdp43
NONMMUG028499.2,Celf1
NONMMUG030187.2,Upf1
NONMMUG030187.2,Tardbp
NONMMUG030187.2,FMRP
NONMMUG030187.2,Tdp43
NONMMUG030187.2,Fus
NONMMUG030189.2,Fus
NONMMUG030189.2,Tdp43
NONMMUG030189.2,FMRP
NONMMUG030191.2,Fus
NONMMUG072401.2,Tdp43
NONMMUG072401.2,Fus
NONMMUG072401.2,Celf1
NONMMUG030192.2,Fus
NONMMUG030192.2,Tdp43
NONMMUG072403.1,Mbnl1
NONMMUG072403.1,Fus
NONMMUG072403.1,Tdp43
NONMMUG072403.1,Celf1
NONMMUG030193.2,Mbnl1
NONMMUG030193.2,Tdp43
NONMMUG030193.2,Fus
NONMMUG030195.2,Tdp43
NONMMUG030196.2,Tdp43
NONMMUG030196.2,Fus
NONMMUG030199.2,FMRP
NONMMUG030199.2,Fus
NONMMUG030201.2,Upf1
NONMMUG030201.2,Cpsf6
NONMMUG030201.2,Fus
NONMMUG030201.2,Tdp43
NONMMUG030201.2,Celf1
NONMMUG030201.2,PABPC1
NONMMUG030202.3,Upf1
NONMMUG030202.3,Tdp43
NONMMUG030202.3,Fus
NONMMUG030202.3,SFPQ
NONMMUG030204.2,Upf1
NONMMUG030204.2,Fus
NONMMUG030204.2,FMRP
NONMMUG030204.2,Tdp43
NONMMUG030204.2,Celf1
NONMMUG030205.2,Tdp43
NONMMUG030205.2,Fus
NONMMUG030206.2,Tdp43
NONMMUG030206.2,Fus
NONMMUG030207.2,RFOX2
NONMMUG030207.2,VIGLN
NONMMUG030207.2,KPYM
NONMMUG030207.2,TYY1
NONMMUG030207.2,Rbfox3
NONMMUG030207.2,Tdp43
NONMMUG030207.2,AGO2
NONMMUG030207.2,AGO4
NONMMUG030207.2,AGO1
NONMMUG030207.2,Fus
NONMMUG030207.2,Elavl1
NONMMUG073470.2,RFOX2
NONMMUG030209.3,Fus
NONMMUG030209.3,SFPQ
NONMMUG030209.3,RFOX2
NONMMUG030211.2,Upf1
NONMMUG030211.2,FMRP
NONMMUG030212.2,Upf1
NONMMUG030214.2,Fus
NONMMUG030214.2,Tdp43
NONMMUG030215.2,Fus
NONMMUG030216.2,Fus
NONMMUG028502.2,JARID2
NONMMUG028502.2,Upf1
NONMMUG028502.2,Celf1
NONMMUG028502.2,Tdp43
NONMMUG028502.2,PABPC1
NONMMUG030217.2,Upf1
NONMMUG030217.2,Tdp43
NONMMUG030217.2,Fus
NONMMUG030218.2,Fus
NONMMUG030218.2,Celf1
NONMMUG030219.2,AGO2
NONMMUG030219.2,RFOX2
NONMMUG030219.2,TYY1
NONMMUG030219.2,Pou5f1
NONMMUG030219.2,RBM10
NONMMUG030221.2,Upf1
NONMMUG030221.2,Tdp43
NONMMUG030222.2,Tdp43
NONMMUG030223.2,Tdp43
NONMMUG030223.2,Fus
NONMMUG030224.2,Fus
NONMMUG030225.2,Fus
NONMMUG030225.2,Tdp43
NONMMUG030226.2,Tdp43
NONMMUG030226.2,Fus
NONMMUG028503.2,Upf1
NONMMUG028503.2,Fus
NONMMUG028503.2,Tdp43
NONMMUG030227.2,Tdp43
NONMMUG030227.2,Fus
NONMMUG030228.2,Fus
NONMMUG030228.2,Tdp43
NONMMUG030229.2,Tdp43
NONMMUG030231.2,Fus
NONMMUG030231.2,Tdp43
NONMMUG030232.2,Fus
NONMMUG030232.2,Tdp43
NONMMUG072412.1,Cpsf6
NONMMUG072412.1,Fus
NONMMUG072412.1,Tdp43
NONMMUG028507.3,Tdp43
NONMMUG028507.3,Pou5f1
NONMMUG030234.2,Tdp43
NONMMUG030235.2,Fus
NONMMUG030236.2,Mbnl1
NONMMUG030236.2,Fus
NONMMUG030236.2,Tdp43
NONMMUG030237.2,Tdp43
NONMMUG030237.2,Fus
NONMMUG030240.2,Fus
NONMMUG028509.2,JARID2
NONMMUG028509.2,Upf1
NONMMUG028509.2,Fus
NONMMUG028509.2,Tdp43
NONMMUG028509.2,Celf1
NONMMUG028509.2,FMRP
NONMMUG028510.3,JARID2
NONMMUG028510.3,Upf1
NONMMUG028510.3,Tdp43
NONMMUG028510.3,Fus
NONMMUG030243.2,Upf1
NONMMUG030243.2,Fus
NONMMUG030250.2,Upf1
NONMMUG028514.2,Upf1
NONMMUG028514.2,Tardbp
NONMMUG028514.2,Fus
NONMMUG028514.2,Tdp43
