NoncodeGeneID,tarName
NONMMUG015484.2,Tdp43
NONMMUG015486.2,JARID2
NONMMUG015486.2,Tdp43
NONMMUG015486.2,Fus
NONMMUG015487.2,Tdp43
NONMMUG015487.2,Fus
NONMMUG015487.2,FMRP
NONMMUG015487.2,Celf1
NONMMUG015487.2,Upf1
NONMMUG060326.1,Fus
NONMMUG015488.2,Tdp43
NONMMUG015490.2,Upf1
NONMMUG015490.2,Tdp43
NONMMUG015490.2,Fus
NONMMUG015490.2,RFOX2
NONMMUG015490.2,Pou5f1
NONMMUG015490.2,SFPQ
NONMMUG061061.1,Tdp43
NONMMUG060329.1,Tdp43
NONMMUG060329.1,Fus
NONMMUG061062.1,Tdp43
NONMMUG015491.2,Upf1
NONMMUG015491.2,Mbnl1
NONMMUG015491.2,Fus
NONMMUG015491.2,Tdp43
NONMMUG015492.2,Fus
NONMMUG015492.2,Tdp43
NONMMUG061065.1,Upf1
NONMMUG061065.1,Celf1
NONMMUG061065.1,Tdp43
NONMMUG061065.1,Fus
NONMMUG061065.1,FMRP
NONMMUG015494.2,Upf1
NONMMUG015494.2,Celf1
NONMMUG015494.2,Tdp43
NONMMUG015494.2,Fus
NONMMUG015494.2,FMRP
NONMMUG015495.2,Upf1
NONMMUG015495.2,Fus
NONMMUG015495.2,Tdp43
NONMMUG015496.2,FMRP
NONMMUG015496.2,Fus
NONMMUG015497.2,Tdp43
NONMMUG015497.2,Fus
NONMMUG015497.2,Celf1
NONMMUG015497.2,FMRP
NONMMUG015498.2,Mbnl1
NONMMUG015498.2,Fus
NONMMUG015498.2,FMRP
NONMMUG015499.2,Tdp43
NONMMUG015500.2,Tdp43
NONMMUG015500.2,PABP1
NONMMUG015504.2,PABP1
NONMMUG015504.2,RFOX2
NONMMUG015507.2,Tdp43
NONMMUG015507.2,Fus
NONMMUG061067.1,Fus
NONMMUG061075.1,Tdp43
NONMMUG015511.2,Tdp43
NONMMUG015511.2,Fus
NONMMUG015512.2,Fus
NONMMUG015512.2,Tdp43
NONMMUG015513.2,Tdp43
NONMMUG015513.2,Fus
NONMMUG015514.2,Fus
NONMMUG015514.2,Tdp43
NONMMUG015514.2,FMRP
NONMMUG015516.3,Fus
NONMMUG015516.3,Tdp43
NONMMUG015516.3,Ezh2
NONMMUG015515.2,Fus
NONMMUG015515.2,Tdp43
NONMMUG015515.2,Ezh2
NONMMUG061077.1,Fus
NONMMUG061077.1,Tdp43
NONMMUG061078.1,Tdp43
NONMMUG061078.1,Fus
NONMMUG015518.2,JARID2
NONMMUG015518.2,Upf1
NONMMUG015518.2,AGO2
NONMMUG015518.2,Tdp43
NONMMUG015518.2,Fus
NONMMUG015518.2,FMRP
NONMMUG015518.2,PABPC1
NONMMUG015519.2,RFOX2
NONMMUG015520.2,RFOX2
NONMMUG015521.2,Upf1
NONMMUG015521.2,Fus
NONMMUG015521.2,Tdp43
NONMMUG060339.1,Fus
NONMMUG060339.1,Tdp43
NONMMUG060340.1,Fus
NONMMUG061083.1,Tdp43
NONMMUG015523.2,Tdp43
NONMMUG015524.3,Tdp43
NONMMUG015524.3,JARID2
NONMMUG014051.2,Tdp43
NONMMUG015535.2,JARID2
NONMMUG015535.2,Upf1
NONMMUG015535.2,Mbnl1
NONMMUG015535.2,Fus
NONMMUG015535.2,Tdp43
NONMMUG015536.2,JARID2
NONMMUG015536.2,Upf1
NONMMUG015536.2,Mbnl1
NONMMUG015536.2,Fus
NONMMUG015536.2,Tdp43
NONMMUG015536.2,Ezh2
NONMMUG015538.2,Tdp43
NONMMUG015538.2,Fus
NONMMUG015539.2,Fus
NONMMUG015539.2,Tdp43
NONMMUG015541.2,Upf1
NONMMUG015541.2,Pou5f1
NONMMUG015541.2,RFOX2
NONMMUG090822.1,Upf1
NONMMUG090822.1,Fus
NONMMUG090822.1,Tdp43
NONMMUG090822.1,Celf1
NONMMUG015545.2,Upf1
NONMMUG015545.2,Mbnl1
NONMMUG015545.2,Tdp43
NONMMUG015545.2,Fus
NONMMUG015547.2,JARID2
NONMMUG015547.2,Upf1
NONMMUG015547.2,Tdp43
NONMMUG015547.2,Fus
NONMMUG015547.2,Celf1
NONMMUG015549.2,Fus
NONMMUG015549.2,Tdp43
NONMMUG015549.2,Celf1
NONMMUG015549.2,FMRP
NONMMUG015549.2,TTP
NONMMUG015549.2,Elavl1
NONMMUG015549.2,SFPQ
NONMMUG015549.2,KPYM
NONMMUG015549.2,PABP1
NONMMUG015549.2,VIGLN
NONMMUG015549.2,TIA1
NONMMUG015549.2,RFOX2
NONMMUG015549.2,Upf1
NONMMUG015549.2,Ezh2
NONMMUG015549.2,PABPC1
NONMMUG015549.2,Pou5f1
NONMMUG015549.2,-
NONMMUG015549.2,RBM10
NONMMUG015549.2,Ptbp2
NONMMUG015549.2,AGO2
NONMMUG015549.2,AGO4
NONMMUG015549.2,AGO1
NONMMUG015549.2,DAZL
NONMMUG015549.2,PSPC1
NONMMUG015549.2,JARID2
NONMMUG015549.2,Nova1
NONMMUG015550.2,Upf1
NONMMUG015550.2,Fus
NONMMUG015550.2,Tdp43
NONMMUG015550.2,Elavl1
NONMMUG015550.2,DAZL
NONMMUG015550.2,TTP
NONMMUG015550.2,KPYM
NONMMUG015550.2,TIA1
NONMMUG015550.2,Pou5f1
NONMMUG015550.2,SFPQ
NONMMUG015550.2,JARID2
NONMMUG015550.2,Celf1
NONMMUG015550.2,FMRP
NONMMUG015550.2,RBM10
NONMMUG015550.2,PABP1
NONMMUG015550.2,AGO2
NONMMUG015550.2,Nova1
NONMMUG015552.2,Upf1
NONMMUG015552.2,Mbnl3
NONMMUG015552.2,Fus
NONMMUG015552.2,Tdp43
NONMMUG015553.2,Fus
NONMMUG015553.2,Tdp43
NONMMUG015556.2,Fus
NONMMUG015556.2,Tdp43
NONMMUG015557.2,Fus
NONMMUG015557.2,Tdp43
NONMMUG015558.2,Fus
NONMMUG015559.2,JARID2
NONMMUG015559.2,CBX7
NONMMUG015559.2,KPYM
NONMMUG015559.2,RFOX2
NONMMUG015561.2,Fus
NONMMUG015561.2,Tdp43
NONMMUG015562.2,Fus
NONMMUG015562.2,Tdp43
NONMMUG060358.1,Fus
NONMMUG060361.1,Tdp43
NONMMUG060363.1,Fus
NONMMUG060363.1,Tdp43
NONMMUG015563.2,Tdp43
NONMMUG015563.2,Fus
NONMMUG015564.2,Tdp43
NONMMUG061101.1,SFPQ
NONMMUG061102.1,SFPQ
NONMMUG015569.3,Tdp43
NONMMUG015569.3,Fus
NONMMUG060370.2,Tdp43
NONMMUG015571.2,Tdp43
NONMMUG015571.2,Pou5f1
NONMMUG015571.2,SFPQ
NONMMUG015571.2,RFOX2
NONMMUG015571.2,FMR1
NONMMUG015571.2,AGO4
NONMMUG015571.2,AGO1
NONMMUG015571.2,AGO2
NONMMUG015572.2,RFOX2
NONMMUG015573.2,Upf1
NONMMUG015573.2,Celf1
NONMMUG015573.2,FMRP
NONMMUG015573.2,Fus
NONMMUG015573.2,Tdp43
NONMMUG015574.2,Fus
NONMMUG015575.2,JARID2
NONMMUG015575.2,Upf1
NONMMUG015575.2,Fus
NONMMUG015575.2,Celf1
NONMMUG015575.2,Tdp43
NONMMUG015575.2,FMRP
NONMMUG015575.2,Ezh2
NONMMUG015576.2,JARID2
NONMMUG015576.2,Upf1
NONMMUG015576.2,Fus
NONMMUG015576.2,Tdp43
NONMMUG015577.2,Upf1
NONMMUG015577.2,Fus
NONMMUG015578.2,Fus
NONMMUG015578.2,Upf1
NONMMUG015578.2,Tdp43
NONMMUG015578.2,Celf1
NONMMUG090828.1,Cpsf6
NONMMUG015579.2,Fus
NONMMUG015579.2,Tdp43
NONMMUG015580.2,Fus
NONMMUG015580.2,Tdp43
NONMMUG014054.2,Celf1
NONMMUG015581.2,Tdp43
NONMMUG015581.2,Fus
NONMMUG015583.2,FMRP
NONMMUG014055.2,Tdp43
NONMMUG014055.2,Fus
NONMMUG014055.2,JARID2
NONMMUG014056.2,Fus
NONMMUG014057.2,JARID2
NONMMUG014057.2,Upf1
NONMMUG014057.2,Fus
NONMMUG014057.2,Tdp43
NONMMUG014057.2,FMRP
NONMMUG014059.2,Upf1
NONMMUG014059.2,Fus
NONMMUG014060.2,Upf1
NONMMUG014060.2,Tdp43
NONMMUG014061.2,Fus
NONMMUG014062.2,Tdp43
NONMMUG014062.2,Fus
NONMMUG014062.2,Celf1
NONMMUG014063.2,Mbnl1
NONMMUG014064.2,Fus
NONMMUG014064.2,Tdp43
NONMMUG014064.2,JARID2
NONMMUG014064.2,Upf1
NONMMUG014064.2,Celf1
NONMMUG014066.2,Tdp43
NONMMUG014066.2,Fus
NONMMUG014066.2,Upf1
NONMMUG014067.2,PABP1
NONMMUG014067.2,TIA1
NONMMUG014067.2,RFOX2
NONMMUG014067.2,Ptbp2
NONMMUG014067.2,Pou5f1
NONMMUG014067.2,PSPC1
NONMMUG014067.2,Tdp43
NONMMUG014067.2,Elavl1
NONMMUG014067.2,Upf1
NONMMUG014074.2,Fus
NONMMUG014074.2,Tdp43
NONMMUG014077.2,JARID2
NONMMUG014077.2,Upf1
NONMMUG014077.2,Tdp43
NONMMUG014077.2,Fus
NONMMUG014077.2,FMRP
NONMMUG014082.2,JARID2
NONMMUG014082.2,Upf1
NONMMUG014082.2,Fus
NONMMUG014082.2,Tdp43
NONMMUG014083.2,Upf1
NONMMUG014083.2,Nova1
NONMMUG014083.2,Celf1
NONMMUG014083.2,Fus
NONMMUG014083.2,Tdp43
NONMMUG014084.2,Upf1
NONMMUG014084.2,Tdp43
NONMMUG014084.2,Fus
NONMMUG014084.2,FMRP
NONMMUG014084.2,PABPC1
NONMMUG014085.2,Upf1
NONMMUG014085.2,Nova1
NONMMUG014085.2,Fus
NONMMUG014085.2,Tdp43
NONMMUG014085.2,Celf1
NONMMUG014085.2,FMRP
NONMMUG059507.1,Tdp43
NONMMUG014086.2,Tdp43
NONMMUG059508.1,Tdp43
NONMMUG014088.2,Fus
NONMMUG014089.2,Fus
NONMMUG014089.2,Tdp43
NONMMUG014092.2,Fus
NONMMUG014092.2,Tdp43
NONMMUG014093.2,Upf1
NONMMUG014093.2,Fus
NONMMUG014093.2,Tdp43
NONMMUG014093.2,Celf1
NONMMUG014093.2,FMRP
NONMMUG090407.1,Fus
NONMMUG014094.2,Fus
NONMMUG014094.2,Tdp43
NONMMUG014094.2,Celf1
NONMMUG014096.2,Fus
NONMMUG014096.2,Tdp43
NONMMUG014099.2,Tdp43
NONMMUG014099.2,Fus
NONMMUG014099.2,Upf1
NONMMUG014099.2,FMRP
NONMMUG060438.1,Fus
NONMMUG060438.1,Tdp43
NONMMUG014100.2,Fus
NONMMUG014100.2,Tdp43
NONMMUG059510.1,Fus
NONMMUG059510.1,Tdp43
NONMMUG014104.2,Nova1
NONMMUG014104.2,Tardbp
NONMMUG014104.2,Tdp43
NONMMUG014104.2,Fus
NONMMUG014105.2,Tdp43
NONMMUG014105.2,Fus
NONMMUG014106.2,Fus
NONMMUG014107.2,Fus
NONMMUG014107.2,Tdp43
NONMMUG014108.2,Tdp43
NONMMUG014108.2,Fus
NONMMUG059516.1,Fus
NONMMUG014109.2,Fus
NONMMUG014109.2,Tdp43
NONMMUG014115.2,Tdp43
NONMMUG014116.2,Upf1
NONMMUG059526.1,Upf1
NONMMUG014118.2,Fus
NONMMUG014118.2,Tdp43
NONMMUG014119.2,Fus
NONMMUG014119.2,Tdp43
NONMMUG014123.2,Upf1
NONMMUG014123.2,Tdp43
NONMMUG014123.2,FMRP
NONMMUG014125.2,RFOX2
NONMMUG014125.2,KPYM
NONMMUG014125.2,Ptbp2
NONMMUG014125.2,TYY1
NONMMUG014125.2,VIGLN
NONMMUG014125.2,Tdp43
NONMMUG014125.2,FMRP
NONMMUG014125.2,Pou5f1
NONMMUG014125.2,Fus
NONMMUG014125.2,SFPQ
NONMMUG014126.2,Tdp43
NONMMUG014126.2,Fus
NONMMUG014127.2,Mbnl1
NONMMUG014127.2,Fus
NONMMUG014127.2,Tdp43
NONMMUG014128.2,Tdp43
NONMMUG014128.2,Fus
NONMMUG014129.2,Tdp43
NONMMUG014129.2,Fus
NONMMUG014130.2,Fus
NONMMUG014130.2,FMRP
NONMMUG014131.2,FMRP
NONMMUG014136.2,Fus
NONMMUG014136.2,Tdp43
NONMMUG014136.2,FMRP
NONMMUG014136.2,Upf1
NONMMUG014136.2,Nova1
NONMMUG059534.1,Fus
NONMMUG059534.1,Tdp43
NONMMUG059535.1,Fus
NONMMUG059535.1,Tdp43
NONMMUG059536.1,Fus
NONMMUG059537.1,Fus
NONMMUG059537.1,Tdp43
NONMMUG059538.1,Fus
NONMMUG059538.1,Tdp43
NONMMUG059539.1,Fus
NONMMUG059539.1,Tdp43
NONMMUG059540.1,Fus
NONMMUG059540.1,Tdp43
NONMMUG059541.1,Fus
NONMMUG059541.1,FMRP
NONMMUG059541.1,Tdp43
NONMMUG059542.1,Tdp43
NONMMUG059542.1,Fus
NONMMUG059543.1,Fus
NONMMUG059543.1,Tdp43
NONMMUG059544.1,Fus
NONMMUG059544.1,Tdp43
NONMMUG059545.1,Fus
NONMMUG059545.1,Tdp43
NONMMUG059546.1,Tdp43
NONMMUG059546.1,Fus
NONMMUG059546.1,FMRP
NONMMUG059547.1,Fus
NONMMUG059548.1,Fus
NONMMUG059548.1,Tdp43
NONMMUG059549.1,Tdp43
NONMMUG059549.1,Fus
NONMMUG059549.1,FMRP
NONMMUG059550.1,Fus
NONMMUG059550.1,Tdp43
NONMMUG059551.1,Fus
NONMMUG059552.1,Fus
NONMMUG059552.1,Tdp43
NONMMUG059553.1,Upf1
NONMMUG059553.1,Fus
NONMMUG059553.1,Tdp43
NONMMUG059554.1,Fus
NONMMUG059554.1,Tdp43
NONMMUG059555.1,Fus
NONMMUG059555.1,Tdp43
NONMMUG059556.1,Fus
NONMMUG059556.1,Tdp43
NONMMUG059557.1,Fus
NONMMUG059557.1,Tdp43
NONMMUG059558.1,Fus
NONMMUG059558.1,Tdp43
NONMMUG059559.1,Fus
NONMMUG059559.1,Tdp43
NONMMUG059560.1,Tdp43
NONMMUG059560.1,Fus
NONMMUG059561.1,Fus
NONMMUG059561.1,Tdp43
NONMMUG059562.1,Fus
NONMMUG059563.1,Fus
NONMMUG059563.1,Tdp43
NONMMUG059564.1,Fus
NONMMUG059564.1,Tdp43
NONMMUG059565.1,Fus
NONMMUG059565.1,Tdp43
NONMMUG014137.2,Fus
NONMMUG014137.2,Tdp43
NONMMUG014138.2,Fus
NONMMUG014138.2,Tdp43
NONMMUG059566.1,Tdp43
NONMMUG059566.1,Fus
NONMMUG059567.1,Fus
NONMMUG059568.1,Fus
NONMMUG059568.1,Tdp43
NONMMUG059569.1,Tdp43
NONMMUG059569.1,Fus
NONMMUG014139.2,Nova1
NONMMUG014139.2,Fus
NONMMUG014139.2,Tdp43
NONMMUG059570.1,Tdp43
NONMMUG059570.1,Fus
NONMMUG059571.1,Fus
NONMMUG059571.1,Tdp43
NONMMUG059572.1,Fus
NONMMUG059572.1,Tdp43
NONMMUG059573.1,Fus
NONMMUG059573.1,Tdp43
NONMMUG059574.1,Fus
NONMMUG059574.1,Tdp43
NONMMUG059575.1,Tdp43
NONMMUG059577.1,Fus
NONMMUG059577.1,Tdp43
NONMMUG059578.1,Fus
NONMMUG059578.1,Tdp43
NONMMUG059579.1,Fus
NONMMUG059579.1,Tdp43
NONMMUG059580.1,Upf1
NONMMUG059580.1,Fus
NONMMUG059581.1,Fus
NONMMUG059581.1,Tdp43
NONMMUG059582.1,Fus
NONMMUG059582.1,Tdp43
NONMMUG059583.1,Fus
NONMMUG059583.1,Tdp43
NONMMUG059583.1,Upf1
NONMMUG059584.1,Fus
NONMMUG059584.1,Tdp43
NONMMUG059589.1,Fus
NONMMUG059589.1,Tdp43
NONMMUG059590.1,Tdp43
NONMMUG059590.1,Fus
NONMMUG059591.1,Fus
NONMMUG059591.1,Tdp43
NONMMUG059592.1,Fus
NONMMUG059593.1,Fus
NONMMUG059593.1,Tdp43
NONMMUG059594.1,Fus
NONMMUG059594.1,Tdp43
NONMMUG059595.1,Fus
NONMMUG059595.1,Tdp43
NONMMUG059596.1,Fus
NONMMUG059597.1,Fus
NONMMUG059597.1,Tdp43
NONMMUG059598.1,Fus
NONMMUG059598.1,Tdp43
NONMMUG059599.1,Fus
NONMMUG059599.1,Tdp43
NONMMUG059600.1,Fus
NONMMUG059600.1,Tdp43
NONMMUG059601.1,Fus
NONMMUG059601.1,Tdp43
NONMMUG059602.1,Tdp43
NONMMUG059602.1,Fus
NONMMUG059604.1,Fus
NONMMUG059604.1,FMRP
NONMMUG059604.1,Tdp43
NONMMUG060457.1,Fus
NONMMUG059605.1,Fus
NONMMUG059605.1,Tdp43
NONMMUG059606.1,Fus
NONMMUG059606.1,Tdp43
NONMMUG059607.1,Fus
NONMMUG059607.1,Tdp43
NONMMUG059608.1,Fus
NONMMUG059609.1,Tdp43
NONMMUG059609.1,Fus
NONMMUG059610.1,Fus
NONMMUG059611.1,Fus
NONMMUG059612.1,Fus
NONMMUG059613.1,Fus
NONMMUG059614.1,Fus
NONMMUG059615.1,Fus
NONMMUG059616.1,Tdp43
NONMMUG059618.1,Fus
NONMMUG059619.1,Fus
NONMMUG059619.1,Tdp43
NONMMUG059620.1,Tdp43
NONMMUG059620.1,Fus
NONMMUG059621.1,Fus
NONMMUG059623.1,Fus
NONMMUG059624.1,Fus
NONMMUG059625.1,Tdp43
NONMMUG059625.1,Fus
NONMMUG059627.1,Fus
NONMMUG059628.1,Fus
NONMMUG059629.1,Fus
NONMMUG059629.1,Tdp43
NONMMUG059630.1,Fus
NONMMUG059630.1,Tdp43
NONMMUG059631.1,Fus
NONMMUG059631.1,Tdp43
NONMMUG059632.1,Tdp43
NONMMUG059632.1,Fus
NONMMUG059633.1,Fus
NONMMUG059633.1,Tdp43
NONMMUG059634.1,Tdp43
NONMMUG059634.1,Fus
NONMMUG059634.1,FMRP
NONMMUG059635.1,Fus
NONMMUG059636.1,Tdp43
NONMMUG059636.1,Fus
NONMMUG059637.1,Fus
NONMMUG059638.1,Fus
NONMMUG059638.1,Tdp43
NONMMUG059639.1,Fus
NONMMUG059639.1,Tdp43
NONMMUG059640.1,Fus
NONMMUG059641.1,Fus
NONMMUG059641.1,Tdp43
NONMMUG059642.1,Fus
NONMMUG059643.1,Fus
NONMMUG059643.1,Tdp43
NONMMUG059644.1,Fus
NONMMUG059644.1,Tdp43
NONMMUG059645.1,Upf1
NONMMUG059645.1,Fus
NONMMUG059645.1,Tdp43
NONMMUG059646.1,Fus
NONMMUG059646.1,Tdp43
NONMMUG059647.1,Fus
NONMMUG059648.1,Fus
NONMMUG059648.1,Tdp43
NONMMUG059649.1,Fus
NONMMUG059650.1,Tdp43
NONMMUG059652.1,Fus
NONMMUG059653.1,Fus
NONMMUG059653.1,Tdp43
NONMMUG059654.1,Fus
NONMMUG059655.1,Fus
NONMMUG059656.1,Fus
NONMMUG059656.1,Tdp43
NONMMUG059658.1,Fus
NONMMUG014142.2,Upf1
NONMMUG014142.2,Fus
NONMMUG014142.2,Tdp43
NONMMUG014143.2,Fus
NONMMUG014143.2,Tdp43
NONMMUG014146.2,Fus
NONMMUG014146.2,Tdp43
NONMMUG060464.1,Fus
NONMMUG060464.1,FMRP
NONMMUG060464.1,Tdp43
NONMMUG014148.2,Fus
NONMMUG014148.2,FMRP
NONMMUG014148.2,Tdp43
NONMMUG014149.2,Nova1
NONMMUG014149.2,Fus
NONMMUG014154.2,Upf1
NONMMUG014157.2,Upf1
NONMMUG014157.2,FMRP
NONMMUG014157.2,Tdp43
NONMMUG059678.1,Tdp43
NONMMUG059678.1,RFOX2
NONMMUG059678.1,Fus
NONMMUG059678.1,Pou5f1
NONMMUG059678.1,TYY1
NONMMUG014159.2,Tdp43
NONMMUG014159.2,RFOX2
NONMMUG014159.2,Fus
NONMMUG014159.2,Pou5f1
NONMMUG014159.2,TYY1
NONMMUG014159.2,FMRP
NONMMUG014159.2,-
NONMMUG014160.2,Tdp43
NONMMUG014160.2,Fus
NONMMUG014161.2,Tdp43
NONMMUG014161.2,Fus
NONMMUG014161.2,RFOX2
NONMMUG014162.2,Tdp43
NONMMUG014165.2,Upf1
NONMMUG014165.2,Tdp43
NONMMUG014166.2,Upf1
NONMMUG014166.2,Tdp43
NONMMUG014167.2,JARID2
NONMMUG014167.2,Upf1
NONMMUG014167.2,Fus
NONMMUG014167.2,Tdp43
NONMMUG014167.2,FMRP
NONMMUG014167.2,Celf1
NONMMUG014167.2,Ezh2
NONMMUG014168.2,Upf1
NONMMUG014168.2,Tdp43
NONMMUG014168.2,Fus
NONMMUG059684.1,Upf1
NONMMUG059684.1,Fus
NONMMUG059684.1,Tdp43
NONMMUG014169.2,Fus
NONMMUG014169.2,Tdp43
NONMMUG014169.2,Upf1
NONMMUG014170.2,Fus
NONMMUG014170.2,Tdp43
NONMMUG014175.2,Upf1
NONMMUG014175.2,Tdp43
NONMMUG014175.2,Fus
NONMMUG014176.2,Upf1
NONMMUG014176.2,Mbnl1
NONMMUG014176.2,Tdp43
NONMMUG014178.2,Mbnl1
NONMMUG060488.1,Fus
NONMMUG014180.2,Fus
NONMMUG014181.2,Fus
NONMMUG014182.2,Fus
NONMMUG014184.2,Tdp43
NONMMUG014185.2,Fus
NONMMUG014185.2,Tdp43
NONMMUG014186.2,Tdp43
NONMMUG014187.2,Fus
NONMMUG014188.2,Tdp43
NONMMUG014188.2,Celf1
NONMMUG014188.2,Fus
NONMMUG014189.2,Fus
NONMMUG014190.2,Tdp43
NONMMUG014191.2,Tdp43
NONMMUG014192.2,Fus
NONMMUG014192.2,Tdp43
NONMMUG014193.2,Fus
NONMMUG014193.2,Tdp43
NONMMUG014194.2,Tdp43
NONMMUG014194.2,Fus
NONMMUG014195.2,Mbnl1
NONMMUG014195.2,Fus
NONMMUG014195.2,Tdp43
NONMMUG014195.2,Celf1
NONMMUG014195.2,Upf1
NONMMUG014196.3,Fus
NONMMUG014197.2,Mbnl1
NONMMUG014197.2,Fus
NONMMUG014197.2,Tdp43
NONMMUG014198.2,Tardbp
NONMMUG014198.2,Fus
NONMMUG014198.2,Tdp43
NONMMUG014198.2,Celf1
NONMMUG014199.2,Fus
NONMMUG014199.2,Tdp43
NONMMUG014200.2,Fus
NONMMUG014200.2,Tdp43
NONMMUG014201.2,Fus
NONMMUG014202.2,Nova1
NONMMUG014202.2,Fus
NONMMUG014202.2,Tdp43
NONMMUG014202.2,FMRP
NONMMUG014203.2,Upf1
NONMMUG014203.2,Mbnl1
NONMMUG014203.2,Tdp43
NONMMUG014203.2,Fus
NONMMUG014203.2,FMRP
NONMMUG014204.2,FMRP
NONMMUG014204.2,Tdp43
NONMMUG014204.2,Fus
NONMMUG014205.2,Fus
NONMMUG014206.2,Upf1
NONMMUG014206.2,Fus
NONMMUG014206.2,Tdp43
NONMMUG014207.2,Tdp43
NONMMUG014213.2,Upf1
NONMMUG014213.2,Tdp43
NONMMUG014213.2,Fus
NONMMUG014214.2,Tdp43
NONMMUG014214.2,Fus
NONMMUG014215.2,Fus
NONMMUG014215.2,Tdp43
NONMMUG014216.2,Tdp43
NONMMUG014216.2,Fus
NONMMUG014216.2,FMRP
NONMMUG014217.2,Fus
NONMMUG014217.2,Tdp43
NONMMUG014218.2,Tdp43
NONMMUG014218.2,Fus
NONMMUG060509.1,Fus
NONMMUG060509.1,Tdp43
NONMMUG014220.2,Fus
NONMMUG014221.2,Fus
NONMMUG014221.2,FMRP
NONMMUG014221.2,Tdp43
NONMMUG014222.2,Tardbp
NONMMUG014222.2,Tdp43
NONMMUG014222.2,Fus
NONMMUG014223.2,Tdp43
NONMMUG014223.2,Fus
NONMMUG014224.2,Fus
NONMMUG014224.2,Tdp43
NONMMUG014229.2,Tdp43
NONMMUG014229.2,Fus
NONMMUG014229.2,Celf1
NONMMUG014230.2,FMRP
NONMMUG014231.2,Upf1
NONMMUG014233.2,Fus
NONMMUG014233.2,Tdp43
NONMMUG014237.2,Upf1
NONMMUG014237.2,Fus
NONMMUG014237.2,Tdp43
NONMMUG014237.2,Celf1
NONMMUG014238.2,Upf1
NONMMUG014238.2,Tdp43
NONMMUG014239.2,Tdp43
NONMMUG014239.2,Fus
NONMMUG014245.2,Mbnl1
NONMMUG014245.2,Upf1
NONMMUG014246.2,Fus
NONMMUG014246.2,FMRP
NONMMUG014246.2,Tdp43
NONMMUG014248.2,Tdp43
NONMMUG014248.2,Fus
NONMMUG014249.2,Tdp43
NONMMUG014249.2,Fus
NONMMUG014249.2,FMRP
NONMMUG014251.3,Tdp43
NONMMUG014251.3,Fus
NONMMUG059760.1,Fus
NONMMUG014253.2,Tdp43
NONMMUG014253.2,Fus
NONMMUG013935.2,Fus
NONMMUG013935.2,Tdp43
NONMMUG014255.2,Mbnl1
NONMMUG014255.2,Tdp43
NONMMUG014255.2,Fus
NONMMUG014257.2,Tdp43
NONMMUG014257.2,FMRP
NONMMUG014257.2,Celf1
NONMMUG014257.2,JARID2
NONMMUG014257.2,Upf1
NONMMUG013938.2,Tardbp
NONMMUG013938.2,Celf1
NONMMUG013938.2,Tdp43
NONMMUG014259.2,Tdp43
NONMMUG014259.2,Fus
NONMMUG014259.2,Celf1
NONMMUG014262.2,Tdp43
NONMMUG014263.2,Tdp43
NONMMUG014263.2,Fus
NONMMUG014264.2,Tdp43
NONMMUG059764.1,Tdp43
NONMMUG013939.2,Fus
NONMMUG014265.2,Tdp43
NONMMUG014270.2,Fus
NONMMUG014271.2,Upf1
NONMMUG014271.2,Nova1
NONMMUG014271.2,Fus
NONMMUG014271.2,Tdp43
NONMMUG014272.2,JARID2
NONMMUG014272.2,Upf1
NONMMUG014272.2,Tardbp
NONMMUG014272.2,Fus
NONMMUG014272.2,Tdp43
NONMMUG014272.2,Celf1
NONMMUG090640.1,JARID2
NONMMUG090640.1,Upf1
NONMMUG090640.1,Tdp43
NONMMUG090640.1,Fus
NONMMUG090640.1,Celf1
NONMMUG014273.2,Fus
NONMMUG014273.2,Tdp43
NONMMUG014273.2,JARID2
NONMMUG014273.2,Upf1
NONMMUG014273.2,Tardbp
NONMMUG014273.2,Celf1
NONMMUG014274.2,Upf1
NONMMUG014274.2,Fus
NONMMUG014275.2,JARID2
NONMMUG014275.2,Upf1
NONMMUG014275.2,Fus
NONMMUG014275.2,Tdp43
NONMMUG014275.2,Celf1
NONMMUG014275.2,PABPC1
NONMMUG013940.2,Upf1
NONMMUG013940.2,Tdp43
NONMMUG014276.2,Mbnl1
NONMMUG014276.2,Tdp43
NONMMUG014276.2,Fus
NONMMUG014276.2,Celf1
NONMMUG014277.2,Tdp43
NONMMUG014277.2,Fus
NONMMUG059778.1,JARID2
NONMMUG059778.1,Upf1
NONMMUG059778.1,PKR
NONMMUG059778.1,Fus
NONMMUG059778.1,FMRP
NONMMUG059778.1,Tdp43
NONMMUG014279.3,Fus
NONMMUG014283.2,Fus
NONMMUG014284.2,Fus
NONMMUG014285.2,Fus
NONMMUG014285.2,Tdp43
NONMMUG014285.2,Upf1
NONMMUG014287.2,Fus
NONMMUG014287.2,Tdp43
NONMMUG014287.2,FMRP
NONMMUG014289.2,Tdp43
NONMMUG014289.2,Fus
NONMMUG014290.2,Tdp43
NONMMUG014290.2,Fus
NONMMUG014292.2,Fus
NONMMUG014292.2,Tdp43
NONMMUG014294.2,Upf1
NONMMUG014294.2,Fus
NONMMUG014296.2,Fus
NONMMUG014296.2,Tdp43
NONMMUG014297.2,Tdp43
NONMMUG014297.2,Fus
NONMMUG014299.2,Tdp43
NONMMUG013941.2,Celf1
NONMMUG013941.2,Tdp43
NONMMUG014301.2,JARID2
NONMMUG014301.2,Tdp43
NONMMUG014301.2,Fus
