NoncodeGeneID,LncbookGeneID,l_ID
NONHSAG027171.3,HSALNG0013461,l04321
NONHSAG027173.2,HSALNG0013469,l04322
-,HSALNG0146037,l04323
-,HSALNG0013483,l04324
NONHSAG077184.1,HSALNG0013484,l04325
NONHSAG027182.2,HSALNG0013490,l04326
NONHSAG077185.1,HSALNG0013491,l04327
-,HSALNG0013494,l04328
NONHSAG078517.1,HSALNG0013496,l04329
NONHSAG077187.1,HSALNG0013497,l04330
-,HSALNG0013498,l04331
-,HSALNG0013499,l04332
NONHSAG078519.1,HSALNG0013500,l04333
NONHSAG078520.1,HSALNG0013501,l04334
-,HSALNG0013502,l04335
-,HSALNG0146038,l04336
-,HSALNG0013504,l04337
-,HSALNG0146417,l04338
NONHSAG027197.2,HSALNG0013507,l04339
NONHSAG077190.1,HSALNG0013508,l04340
-,HSALNG0013509,l04341
NONHSAG077191.1,HSALNG0013510,l04342
NONHSAG078521.1,HSALNG0013512,l04343
-,HSALNG0013513,l04344
-,HSALNG0013532,l04345
-,HSALNG0013533,l04346
-,HSALNG0146418,l04347
-,HSALNG0013534,l04348
-,HSALNG0013542,l04349
-,HSALNG0013549,l04350
-,HSALNG0013552,l04351
-,HSALNG0013557,l04352
-,HSALNG0013564,l04353
-,HSALNG0013568,l04354
NONHSAG027221.2,HSALNG0013574,l04355
NONHSAG027225.2,HSALNG0013580,l04356
-,HSALNG0013583,l04357
-,HSALNG0013589,l04358
-,HSALNG0013590,l04359
-,HSALNG0013594,l04360
-,HSALNG0013598,l04361
NONHSAG077201.1,HSALNG0013601,l04362
-,HSALNG0013604,l04363
-,HSALNG0013605,l04364
-,HSALNG0013612,l04365
NONHSAG027238.2,HSALNG0013613,l04366
NONHSAG078535.1,HSALNG0013614,l04367
-,HSALNG0013619,l04368
-,HSALNG0013620,l04369
NONHSAG027244.2,HSALNG0013623,l04370
-,HSALNG0013632,l04371
-,HSALNG0146419,l04372
NONHSAG027248.2,HSALNG0013634,l04373
NONHSAG078538.1,HSALNG0013638,l04374
NONHSAG027251.2,HSALNG0013640,l04375
NONHSAG078539.1,HSALNG0013642,l04376
-,HSALNG0013650,l04377
-,HSALNG0013651,l04378
NONHSAG027256.2,HSALNG0013657,l04379
-,HSALNG0013658,l04380
-,HSALNG0013663,l04381
-,HSALNG0013660,l04382
-,HSALNG0013661,l04383
-,HSALNG0013662,l04384
-,HSALNG0013666,l04385
NONHSAG078541.1,HSALNG0013668,l04386
NONHSAG078542.1,HSALNG0013669,l04387
-,HSALNG0013671,l04388
-,HSALNG0013672,l04389
-,HSALNG0013674,l04390
-,HSALNG0013675,l04391
-,HSALNG0013676,l04392
-,HSALNG0013677,l04393
NONHSAG027265.2,HSALNG0013678,l04394
-,HSALNG0013684,l04395
NONHSAG077209.1,HSALNG0013698,l04396
-,HSALNG0146043,l04397
NONHSAG077210.1,HSALNG0013699,l04398
-,HSALNG0013707,l04399
NONHSAG027278.2,HSALNG0013710,l04400
-,HSALNG0013713,l04401
-,HSALNG0013717,l04402
-,HSALNG0013718,l04403
-,HSALNG0013720,l04404
NONHSAG027286.2,HSALNG0013725,l04405
-,HSALNG0013734,l04406
-,HSALNG0013735,l04407
NONHSAG027290.2,HSALNG0013737,l04408
-,HSALNG0013744,l04409
-,HSALNG0013745,l04410
NONHSAG027291.2,HSALNG0013746,l04411
-,HSALNG0013755,l04412
NONHSAG027294.2,HSALNG0013756,l04413
NONHSAG027296.3,HSALNG0013757,l04414
NONHSAG027299.2,HSALNG0013763,l04415
NONHSAG078548.1,HSALNG0013765,l04416
-,HSALNG0013766,l04417
NONHSAG078549.1,HSALNG0013767,l04418
-,HSALNG0013771,l04419
NONHSAG027302.3,HSALNG0013773,l04420
-,HSALNG0013782,l04421
NONHSAG027309.2,HSALNG0013792,l04422
NONHSAG077216.1,HSALNG0013793,l04423
-,HSALNG0013794,l04424
NONHSAG027317.2,HSALNG0013799,l04425
NONHSAG027319.2,HSALNG0013801,l04426
-,HSALNG0013804,l04427
-,HSALNG0013815,l04428
-,HSALNG0146045,l04429
NONHSAG027335.2,HSALNG0013826,l04430
-,HSALNG0013830,l04431
NONHSAG027339.2,HSALNG0013836,l04432
NONHSAG078555.1,HSALNG0146426,l04433
-,HSALNG0013837,l04434
NONHSAG078556.1,HSALNG0013839,l04435
-,HSALNG0013840,l04436
-,HSALNG0013841,l04437
-,HSALNG0013842,l04438
NONHSAG027342.2,HSALNG0013844,l04439
NONHSAG027346.2,HSALNG0013848,l04440
-,HSALNG0146428,l04441
NONHSAG077221.1,HSALNG0013858,l04442
-,HSALNG0013863,l04443
-,HSALNG0146049,l04444
-,HSALNG0013864,l04445
NONHSAG027352.2,HSALNG0013865,l04446
-,HSALNG0013866,l04447
-,HSALNG0013867,l04448
-,HSALNG0013868,l04449
-,HSALNG0013871,l04450
NONHSAG027356.2,HSALNG0013873,l04451
-,HSALNG0013881,l04452
-,HSALNG0013885,l04453
-,HSALNG0013890,l04454
-,HSALNG0013891,l04455
-,HSALNG0013895,l04456
NONHSAG027363.2,HSALNG0013896,l04457
-,HSALNG0146050,l04458
-,HSALNG0013898,l04459
-,HSALNG0013899,l04460
-,HSALNG0013903,l04461
-,HSALNG0013904,l04462
-,HSALNG0013905,l04463
NONHSAG110129.1,HSALNG0013908,l04464
-,HSALNG0013919,l04465
-,HSALNG0013920,l04466
NONHSAG110130.1,HSALNG0013923,l04467
-,HSALNG0013924,l04468
NONHSAG078571.1,HSALNG0013926,l04469
-,HSALNG0013928,l04470
-,HSALNG0013929,l04471
-,HSALNG0013944,l04472
NONHSAG027379.2,HSALNG0013940,l04473
-,HSALNG0013941,l04474
NONHSAG027380.2,HSALNG0013942,l04475
-,HSALNG0013943,l04476
-,HSALNG0013956,l04477
-,HSALNG0013957,l04478
-,HSALNG0013958,l04479
NONHSAG027390.3,HSALNG0013967,l04480
-,HSALNG0013968,l04481
-,HSALNG0013969,l04482
NONHSAG078578.1,HSALNG0013970,l04483
-,HSALNG0013980,l04484
NONHSAG077236.1,HSALNG0013981,l04485
-,HSALNG0013983,l04486
NONHSAG027394.2,HSALNG0013985,l04487
NONHSAG110132.1,HSALNG0013986,l04488
-,HSALNG0013994,l04489
-,HSALNG0014006,l04490
NONHSAG027398.2,HSALNG0014009,l04491
-,HSALNG0014010,l04492
-,HSALNG0014016,l04493
-,HSALNG0014031,l04494
NONHSAG027403.2,HSALNG0014030,l04495
NONHSAG027405.2,HSALNG0014033,l04496
NONHSAG078583.1,HSALNG0014037,l04497
-,HSALNG0014038,l04498
-,HSALNG0014040,l04499
-,HSALNG0014044,l04500
-,HSALNG0014046,l04501
-,HSALNG0014047,l04502
-,HSALNG0014048,l04503
-,HSALNG0014049,l04504
-,HSALNG0014050,l04505
-,HSALNG0146432,l04506
NONHSAG109752.1,HSALNG0014051,l04507
NONHSAG027414.2,HSALNG0014052,l04508
NONHSAG027415.2,HSALNG0014053,l04509
NONHSAG109753.1,HSALNG0014054,l04510
-,HSALNG0014059,l04511
NONHSAG078585.1,HSALNG0014067,l04512
-,HSALNG0014069,l04513
-,HSALNG0014070,l04514
NONHSAG077241.1,HSALNG0014071,l04515
-,HSALNG0014084,l04516
NONHSAG027421.2,HSALNG0146433,l04517
NONHSAG077243.1,HSALNG0014091,l04518
NONHSAG077245.1,HSALNG0014094,l04519
-,HSALNG0014095,l04520
-,HSALNG0014102,l04521
-,HSALNG0014103,l04522
-,HSALNG0014104,l04523
-,HSALNG0146053,l04524
-,HSALNG0146435,l04525
NONHSAG078589.1,HSALNG0014106,l04526
-,HSALNG0014107,l04527
-,HSALNG0014111,l04528
-,HSALNG0014115,l04529
-,HSALNG0014117,l04530
NONHSAG077249.1,HSALNG0014118,l04531
NONHSAG027438.2,HSALNG0014119,l04532
NONHSAG027440.2,HSALNG0014121,l04533
NONHSAG027441.2,HSALNG0014122,l04534
-,HSALNG0014127,l04535
-,HSALNG0146054,l04536
-,HSALNG0146055,l04537
NONHSAG078590.1,HSALNG0014132,l04538
-,HSALNG0014134,l04539
NONHSAG027444.2,HSALNG0014135,l04540
-,HSALNG0146056,l04541
-,HSALNG0146057,l04542
-,HSALNG0014137,l04543
-,HSALNG0014138,l04544
-,HSALNG0146438,l04545
NONHSAG077253.1,HSALNG0014140,l04546
-,HSALNG0146439,l04547
-,HSALNG0014141,l04548
NONHSAG077254.1,HSALNG0014143,l04549
NONHSAG077256.1,HSALNG0014144,l04550
-,HSALNG0014145,l04551
NONHSAG077257.1,HSALNG0014147,l04552
-,HSALNG0014153,l04553
-,HSALNG0014155,l04554
NONHSAG078595.1,HSALNG0014157,l04555
NONHSAG077259.1,HSALNG0014158,l04556
-,HSALNG0014159,l04557
-,HSALNG0014161,l04558
-,HSALNG0014162,l04559
-,HSALNG0014165,l04560
-,HSALNG0014167,l04561
NONHSAG027458.2,HSALNG0014170,l04562
-,HSALNG0014192,l04563
NONHSAG027461.3,HSALNG0014194,l04564
NONHSAG078597.1,HSALNG0014199,l04565
NONHSAG027464.2,HSALNG0014201,l04566
-,HSALNG0146442,l04567
-,HSALNG0014206,l04568
NONHSAG027468.2,HSALNG0014211,l04569
-,HSALNG0014220,l04570
-,HSALNG0014223,l04571
-,HSALNG0014228,l04572
NONHSAG027474.2,HSALNG0014229,l04573
NONHSAG027476.2,HSALNG0014231,l04574
-,HSALNG0014233,l04575
-,HSALNG0014247,l04576
-,HSALNG0014248,l04577
-,HSALNG0014252,l04578
-,HSALNG0014255,l04579
-,HSALNG0014260,l04580
NONHSAG078604.1,HSALNG0014262,l04581
-,HSALNG0146445,l04582
-,HSALNG0014264,l04583
NONHSAG027493.2,HSALNG0014271,l04584
-,HSALNG0014277,l04585
NONHSAG027496.2,HSALNG0014279,l04586
-,HSALNG0014286,l04587
NONHSAG077281.1,HSALNG0014287,l04588
NONHSAG027504.3,HSALNG0014289,l04589
-,HSALNG0146449,l04590
-,HSALNG0014290,l04591
NONHSAG027507.2,HSALNG0014292,l04592
NONHSAG109756.1,HSALNG0014293,l04593
-,HSALNG0146450,l04594
NONHSAG027511.2,HSALNG0014298,l04595
NONHSAG078611.1,HSALNG0014301,l04596
-,HSALNG0014305,l04597
-,HSALNG0014306,l04598
-,HSALNG0014307,l04599
NONHSAG078613.1,HSALNG0014308,l04600
-,HSALNG0146453,l04601
-,HSALNG0014309,l04602
-,HSALNG0014313,l04603
-,HSALNG0146063,l04604
NONHSAG027519.2,HSALNG0014317,l04605
NONHSAG027522.2,HSALNG0014321,l04606
NONHSAG077286.1,HSALNG0014322,l04607
NONHSAG077287.1,HSALNG0014326,l04608
NONHSAG027523.2,HSALNG0014328,l04609
-,HSALNG0014335,l04610
NONHSAG027529.2,HSALNG0014341,l04611
-,HSALNG0014344,l04612
-,HSALNG0014346,l04613
-,HSALNG0014349,l04614
NONHSAG027535.2,HSALNG0014352,l04615
-,HSALNG0014353,l04616
NONHSAG027537.2,HSALNG0014354,l04617
-,HSALNG0014364,l04618
NONHSAG027542.2,HSALNG0014368,l04619
-,HSALNG0014370,l04620
NONHSAG078622.1,HSALNG0014371,l04621
-,HSALNG0014372,l04622
-,HSALNG0146454,l04623
-,HSALNG0014373,l04624
NONHSAG077292.1,HSALNG0014374,l04625
-,HSALNG0014376,l04626
-,HSALNG0014377,l04627
-,HSALNG0014381,l04628
-,HSALNG0146067,l04629
-,HSALNG0014384,l04630
NONHSAG027551.2,HSALNG0014386,l04631
-,HSALNG0146456,l04632
-,HSALNG0014389,l04633
-,HSALNG0014390,l04634
-,HSALNG0014392,l04635
NONHSAG077296.1,HSALNG0014393,l04636
-,HSALNG0014395,l04637
-,HSALNG0014404,l04638
-,HSALNG0014413,l04639
-,HSALNG0014418,l04640
-,HSALNG0014440,l04641
NONHSAG078629.1,HSALNG0014438,l04642
-,HSALNG0014441,l04643
-,HSALNG0014442,l04644
-,HSALNG0014447,l04645
NONHSAG027569.2,HSALNG0014463,l04646
-,HSALNG0014464,l04647
-,HSALNG0014465,l04648
-,HSALNG0014467,l04649
-,HSALNG0014469,l04650
-,HSALNG0014472,l04651
-,HSALNG0014471,l04652
NONHSAG027577.2,HSALNG0014473,l04653
-,HSALNG0014475,l04654
NONHSAG027579.2,HSALNG0014476,l04655
-,HSALNG0014481,l04656
NONHSAG027584.2,HSALNG0014482,l04657
NONHSAG078632.1,HSALNG0014483,l04658
NONHSAG077301.1,HSALNG0014484,l04659
-,HSALNG0014488,l04660
-,HSALNG0014491,l04661
-,HSALNG0014493,l04662
-,HSALNG0014494,l04663
NONHSAG027589.2,HSALNG0014495,l04664
NONHSAG078633.1,HSALNG0014496,l04665
NONHSAG027590.3,HSALNG0014497,l04666
-,HSALNG0014498,l04667
-,HSALNG0014500,l04668
NONHSAG078634.1,HSALNG0014501,l04669
NONHSAG078635.1,HSALNG0014502,l04670
-,HSALNG0014503,l04671
NONHSAG109764.1,HSALNG0014505,l04672
-,HSALNG0014509,l04673
NONHSAG078636.1,HSALNG0014506,l04674
-,HSALNG0014510,l04675
-,HSALNG0014512,l04676
NONHSAG027600.2,HSALNG0014513,l04677
-,HSALNG0014517,l04678
-,HSALNG0146070,l04679
NONHSAG027602.2,HSALNG0014523,l04680
-,HSALNG0146071,l04681
-,HSALNG0014524,l04682
-,HSALNG0014526,l04683
-,HSALNG0146072,l04684
NONHSAG027607.2,HSALNG0014528,l04685
-,HSALNG0146073,l04686
-,HSALNG0014530,l04687
NONHSAG110153.1,HSALNG0014532,l04688
-,HSALNG0146074,l04689
-,HSALNG0014533,l04690
NONHSAG077305.1,HSALNG0014534,l04691
-,HSALNG0014535,l04692
-,HSALNG0014538,l04693
-,HSALNG0146459,l04694
NONHSAG027616.2,HSALNG0014566,l04695
NONHSAG027618.2,HSALNG0014569,l04696
-,HSALNG0146076,l04697
-,HSALNG0014582,l04698
NONHSAG027626.2,HSALNG0014590,l04699
-,HSALNG0014595,l04700
-,HSALNG0014596,l04701
-,HSALNG0014603,l04702
-,HSALNG0014605,l04703
NONHSAG027632.2,HSALNG0014609,l04704
-,HSALNG0014612,l04705
-,HSALNG0014614,l04706
-,HSALNG0014615,l04707
-,HSALNG0014620,l04708
-,HSALNG0014626,l04709
NONHSAG027640.2,HSALNG0014634,l04710
-,HSALNG0014635,l04711
-,HSALNG0014637,l04712
-,HSALNG0014640,l04713
-,HSALNG0014639,l04714
-,HSALNG0146463,l04715
NONHSAG109770.1,HSALNG0014645,l04716
-,HSALNG0014648,l04717
-,HSALNG0014649,l04718
NONHSAG027648.2,HSALNG0014650,l04719
-,HSALNG0014651,l04720
-,HSALNG0014652,l04721
NONHSAG078653.1,HSALNG0014653,l04722
NONHSAG109772.1,HSALNG0014654,l04723
-,HSALNG0014655,l04724
-,HSALNG0146080,l04725
-,HSALNG0146081,l04726
NONHSAG027652.2,HSALNG0014661,l04727
NONHSAG027653.2,HSALNG0014662,l04728
-,HSALNG0014673,l04729
-,HSALNG0014676,l04730
NONHSAG078660.1,HSALNG0014681,l04731
-,HSALNG0014682,l04732
-,HSALNG0014683,l04733
-,HSALNG0014684,l04734
-,HSALNG0014685,l04735
-,HSALNG0014686,l04736
NONHSAG027661.2,HSALNG0014687,l04737
NONHSAG027666.2,HSALNG0014691,l04738
NONHSAG027668.2,HSALNG0014692,l04739
-,HSALNG0014694,l04740
-,HSALNG0014697,l04741
NONHSAG109775.1,HSALNG0014696,l04742
NONHSAG078662.1,HSALNG0014698,l04743
-,HSALNG0014699,l04744
-,HSALNG0014700,l04745
-,HSALNG0014701,l04746
-,HSALNG0014702,l04747
-,HSALNG0014713,l04748
-,HSALNG0014703,l04749
-,HSALNG0146082,l04750
-,HSALNG0014714,l04751
-,HSALNG0014717,l04752
-,HSALNG0014721,l04753
NONHSAG027680.2,HSALNG0014722,l04754
-,HSALNG0014723,l04755
NONHSAG078663.1,HSALNG0014726,l04756
NONHSAG027681.2,HSALNG0014730,l04757
NONHSAG027682.2,HSALNG0014732,l04758
-,HSALNG0014733,l04759
NONHSAG077321.1,HSALNG0014734,l04760
-,HSALNG0014735,l04761
-,HSALNG0014736,l04762
-,HSALNG0146083,l04763
NONHSAG077322.1,HSALNG0014737,l04764
NONHSAG110158.1,HSALNG0014738,l04765
-,HSALNG0014740,l04766
-,HSALNG0014743,l04767
-,HSALNG0014744,l04768
-,HSALNG0014748,l04769
-,HSALNG0014745,l04770
NONHSAG078668.1,HSALNG0014746,l04771
-,HSALNG0014747,l04772
NONHSAG027691.2,HSALNG0014750,l04773
NONHSAG078669.1,HSALNG0014751,l04774
-,HSALNG0014756,l04775
-,HSALNG0014757,l04776
-,HSALNG0014759,l04777
NONHSAG027695.2,HSALNG0014760,l04778
-,HSALNG0014768,l04779
-,HSALNG0014769,l04780
-,HSALNG0014772,l04781
NONHSAG078670.1,HSALNG0014773,l04782
-,HSALNG0014776,l04783
-,HSALNG0146085,l04784
NONHSAG027707.2,HSALNG0014777,l04785
-,HSALNG0014778,l04786
NONHSAG077327.1,HSALNG0014779,l04787
NONHSAG110159.1,HSALNG0014780,l04788
-,HSALNG0014782,l04789
-,HSALNG0014786,l04790
-,HSALNG0146086,l04791
NONHSAG077328.1,HSALNG0014787,l04792
-,HSALNG0014790,l04793
NONHSAG027715.2,HSALNG0014792,l04794
NONHSAG027716.2,HSALNG0014793,l04795
-,HSALNG0014795,l04796
NONHSAG027718.2,HSALNG0014797,l04797
-,HSALNG0014807,l04798
-,HSALNG0014810,l04799
-,HSALNG0014814,l04800
-,HSALNG0014815,l04801
-,HSALNG0146465,l04802
NONHSAG027726.2,HSALNG0014827,l04803
-,HSALNG0014830,l04804
NONHSAG078672.1,HSALNG0014834,l04805
NONHSAG078673.1,HSALNG0014835,l04806
-,HSALNG0014838,l04807
-,HSALNG0146090,l04808
-,HSALNG0014840,l04809
NONHSAG027729.2,HSALNG0014841,l04810
-,HSALNG0014847,l04811
-,HSALNG0014851,l04812
-,HSALNG0014861,l04813
-,HSALNG0146091,l04814
-,HSALNG0014864,l04815
NONHSAG115315.1,HSALNG0146092,l04816
-,HSALNG0014871,l04817
-,HSALNG0014872,l04818
NONHSAG078678.1,HSALNG0014873,l04819
-,HSALNG0014874,l04820
-,HSALNG0014875,l04821
-,HSALNG0014876,l04822
-,HSALNG0146093,l04823
NONHSAG078679.1,HSALNG0014877,l04824
-,HSALNG0014879,l04825
NONHSAG110161.1,HSALNG0014880,l04826
-,HSALNG0014882,l04827
NONHSAG077336.1,HSALNG0014883,l04828
-,HSALNG0014884,l04829
NONHSAG077337.1,HSALNG0014886,l04830
-,HSALNG0014887,l04831
NONHSAG109778.1,HSALNG0014889,l04832
NONHSAG078680.1,HSALNG0014890,l04833
NONHSAG027745.2,HSALNG0014892,l04834
NONHSAG027751.3,HSALNG0014896,l04835
-,HSALNG0014898,l04836
-,HSALNG0014899,l04837
NONHSAG027752.2,HSALNG0014902,l04838
-,HSALNG0014916,l04839
-,HSALNG0014918,l04840
NONHSAG027755.2,HSALNG0014919,l04841
NONHSAG027757.2,HSALNG0014920,l04842
-,HSALNG0146095,l04843
-,HSALNG0014923,l04844
NONHSAG077344.1,HSALNG0014924,l04845
-,HSALNG0014928,l04846
NONHSAG078684.1,HSALNG0014925,l04847
NONHSAG109779.1,HSALNG0014926,l04848
-,HSALNG0014929,l04849
NONHSAG110162.1,HSALNG0014931,l04850
-,HSALNG0014932,l04851
NONHSAG027760.2,HSALNG0014933,l04852
NONHSAG077345.1,HSALNG0014934,l04853
-,HSALNG0014938,l04854
NONHSAG027766.2,HSALNG0014939,l04855
NONHSAG027767.2,HSALNG0014940,l04856
NONHSAG027768.2,HSALNG0014941,l04857
NONHSAG027769.3,HSALNG0014942,l04858
NONHSAG027770.2,HSALNG0014943,l04859
NONHSAG027772.2,HSALNG0014945,l04860
-,HSALNG0146097,l04861
NONHSAG110163.1,HSALNG0146469,l04862
-,HSALNG0146099,l04863
-,HSALNG0014949,l04864
-,HSALNG0146470,l04865
-,HSALNG0014952,l04866
-,HSALNG0014955,l04867
-,HSALNG0014957,l04868
-,HSALNG0014962,l04869
NONHSAG077347.1,HSALNG0014961,l04870
NONHSAG027780.2,HSALNG0146471,l04871
NONHSAG027782.2,HSALNG0014967,l04872
NONHSAG027783.2,HSALNG0014968,l04873
-,HSALNG0014969,l04874
-,HSALNG0014976,l04875
-,HSALNG0014978,l04876
-,HSALNG0014979,l04877
NONHSAG078691.1,HSALNG0014981,l04878
-,HSALNG0014984,l04879
-,HSALNG0014987,l04880
-,HSALNG0014990,l04881
NONHSAG077348.1,HSALNG0014991,l04882
-,HSALNG0014993,l04883
-,HSALNG0014992,l04884
NONHSAG027795.2,HSALNG0014994,l04885
-,HSALNG0014995,l04886
-,HSALNG0014997,l04887
-,HSALNG0015000,l04888
-,HSALNG0015001,l04889
NONHSAG109781.1,HSALNG0015003,l04890
NONHSAG027799.2,HSALNG0015008,l04891
-,HSALNG0015010,l04892
NONHSAG078694.1,HSALNG0015011,l04893
-,HSALNG0015025,l04894
-,HSALNG0015028,l04895
-,HSALNG0015031,l04896
-,HSALNG0015032,l04897
NONHSAG027810.3,HSALNG0015033,l04898
-,HSALNG0015042,l04899
-,HSALNG0015050,l04900
-,HSALNG0015057,l04901
-,HSALNG0015059,l04902
NONHSAG077352.1,HSALNG0015060,l04903
NONHSAG077353.1,HSALNG0015062,l04904
NONHSAG077354.1,HSALNG0015063,l04905
-,HSALNG0015064,l04906
-,HSALNG0015065,l04907
-,HSALNG0015066,l04908
-,HSALNG0015070,l04909
-,HSALNG0015087,l04910
NONHSAG027827.2,HSALNG0015092,l04911
-,HSALNG0015101,l04912
-,HSALNG0015102,l04913
-,HSALNG0015111,l04914
NONHSAG078708.1,HSALNG0015112,l04915
NONHSAG078710.1,HSALNG0015117,l04916
NONHSAG077366.1,HSALNG0015118,l04917
-,HSALNG0015120,l04918
-,HSALNG0146476,l04919
-,HSALNG0015122,l04920
-,HSALNG0015125,l04921
-,HSALNG0015126,l04922
NONHSAG027841.2,HSALNG0015127,l04923
-,HSALNG0146477,l04924
-,HSALNG0015128,l04925
NONHSAG077368.1,HSALNG0015129,l04926
-,HSALNG0015130,l04927
-,HSALNG0015131,l04928
NONHSAG109784.1,HSALNG0015133,l04929
NONHSAG109785.1,HSALNG0015134,l04930
NONHSAG077369.1,HSALNG0015135,l04931
-,HSALNG0015137,l04932
-,HSALNG0015139,l04933
NONHSAG077370.1,HSALNG0015141,l04934
-,HSALNG0015146,l04935
NONHSAG078713.1,HSALNG0015145,l04936
NONHSAG078715.1,HSALNG0015151,l04937
NONHSAG077375.1,HSALNG0015152,l04938
NONHSAG027849.2,HSALNG0015155,l04939
NONHSAG077379.1,HSALNG0015161,l04940
-,HSALNG0015166,l04941
NONHSAG077382.1,HSALNG0015169,l04942
-,HSALNG0015170,l04943
-,HSALNG0146106,l04944
-,HSALNG0015201,l04945
-,HSALNG0146107,l04946
NONHSAG079915.2,HSALNG0015215,l04947
-,HSALNG0015217,l04948
-,HSALNG0015223,l04949
NONHSAG109787.1,HSALNG0015224,l04950
-,HSALNG0146478,l04951
-,HSALNG0015225,l04952
-,HSALNG0146479,l04953
-,HSALNG0015243,l04954
NONHSAG027863.2,HSALNG0015247,l04955
-,HSALNG0015253,l04956
NONHSAG027866.2,HSALNG0015255,l04957
-,HSALNG0146108,l04958
-,HSALNG0015256,l04959
-,HSALNG0015257,l04960
NONHSAG110174.1,HSALNG0015261,l04961
-,HSALNG0015263,l04962
-,HSALNG0015289,l04963
-,HSALNG0015290,l04964
NONHSAG027875.2,HSALNG0015291,l04965
-,HSALNG0015294,l04966
NONHSAG077394.1,HSALNG0015298,l04967
-,HSALNG0015309,l04968
-,HSALNG0015310,l04969
-,HSALNG0015312,l04970
-,HSALNG0146109,l04971
-,HSALNG0015326,l04972
NONHSAG027889.2,HSALNG0015327,l04973
-,HSALNG0015334,l04974
-,HSALNG0015335,l04975
NONHSAG109791.1,HSALNG0015338,l04976
NONHSAG110177.1,HSALNG0015344,l04977
-,HSALNG0015346,l04978
-,HSALNG0146111,l04979
-,HSALNG0015349,l04980
-,HSALNG0146480,l04981
NONHSAG027896.2,HSALNG0015350,l04982
NONHSAG027897.2,HSALNG0015351,l04983
-,HSALNG0146112,l04984
-,HSALNG0015352,l04985
-,HSALNG0015353,l04986
-,HSALNG0015359,l04987
NONHSAG027902.2,HSALNG0015365,l04988
-,HSALNG0015366,l04989
-,HSALNG0015370,l04990
-,HSALNG0146113,l04991
NONHSAG079943.2,HSALNG0015371,l04992
-,HSALNG0146114,l04993
-,HSALNG0146481,l04994
NONHSAG027907.2,HSALNG0015375,l04995
NONHSAG027908.2,HSALNG0015376,l04996
-,HSALNG0015379,l04997
NONHSAG078741.1,HSALNG0015380,l04998
NONHSAG078742.1,HSALNG0015382,l04999
-,HSALNG0015384,l05000
-,HSALNG0015389,l05001
-,HSALNG0015390,l05002
-,HSALNG0015394,l05003
NONHSAG027919.2,HSALNG0015398,l05004
-,HSALNG0146482,l05005
NONHSAG077402.1,HSALNG0015399,l05006
NONHSAG078743.1,HSALNG0015400,l05007
NONHSAG027920.2,HSALNG0015401,l05008
-,HSALNG0015402,l05009
-,HSALNG0015409,l05010
-,HSALNG0015412,l05011
NONHSAG078745.1,HSALNG0015416,l05012
-,HSALNG0015417,l05013
-,HSALNG0146483,l05014
NONHSAG027933.2,HSALNG0015431,l05015
NONHSAG078746.1,HSALNG0015432,l05016
-,HSALNG0015433,l05017
-,HSALNG0015436,l05018
NONHSAG027941.2,HSALNG0015439,l05019
-,HSALNG0015440,l05020
-,HSALNG0146115,l05021
NONHSAG078747.1,HSALNG0015442,l05022
-,HSALNG0146484,l05023
-,HSALNG0015446,l05024
-,HSALNG0015447,l05025
-,HSALNG0015448,l05026
-,HSALNG0015450,l05027
-,HSALNG0015451,l05028
-,HSALNG0015452,l05029
-,HSALNG0146116,l05030
-,HSALNG0015453,l05031
NONHSAG027952.2,HSALNG0015454,l05032
NONHSAG078752.1,HSALNG0015455,l05033
-,HSALNG0146485,l05034
-,HSALNG0146486,l05035
-,HSALNG0015460,l05036
-,HSALNG0015461,l05037
-,HSALNG0146117,l05038
NONHSAG077405.1,HSALNG0015464,l05039
NONHSAG110181.1,HSALNG0015476,l05040
NONHSAG027963.2,HSALNG0015473,l05041
-,HSALNG0015480,l05042
-,HSALNG0015481,l05043
-,HSALNG0015485,l05044
-,HSALNG0015486,l05045
-,HSALNG0015489,l05046
-,HSALNG0015493,l05047
NONHSAG027973.2,HSALNG0015496,l05048
-,HSALNG0015500,l05049
-,HSALNG0146118,l05050
-,HSALNG0015501,l05051
-,HSALNG0015506,l05052
NONHSAG078758.1,HSALNG0015504,l05053
NONHSAG077412.1,HSALNG0015505,l05054
NONHSAG077413.1,HSALNG0015507,l05055
-,HSALNG0015508,l05056
NONHSAG027979.2,HSALNG0015509,l05057
-,HSALNG0015510,l05058
-,HSALNG0146489,l05059
NONHSAG027980.3,HSALNG0015513,l05060
NONHSAG027981.2,HSALNG0015514,l05061
NONHSAG027982.2,HSALNG0015515,l05062
NONHSAG027983.2,HSALNG0015516,l05063
-,HSALNG0015520,l05064
-,HSALNG0015521,l05065
-,HSALNG0146490,l05066
NONHSAG027988.2,HSALNG0015524,l05067
NONHSAG077415.1,HSALNG0015525,l05068
-,HSALNG0146119,l05069
-,HSALNG0015527,l05070
NONHSAG027990.2,HSALNG0015531,l05071
-,HSALNG0015535,l05072
-,HSALNG0015537,l05073
NONHSAG027996.2,HSALNG0015538,l05074
NONHSAG027997.2,HSALNG0015540,l05075
-,HSALNG0015543,l05076
-,HSALNG0015544,l05077
-,HSALNG0015545,l05078
-,HSALNG0015546,l05079
-,HSALNG0015547,l05080
-,HSALNG0146491,l05081
-,HSALNG0015549,l05082
NONHSAG078760.1,HSALNG0015550,l05083
