NoncodeGeneID,LncbookGeneID,l_ID
NONHSAG047761.2,-,l67993
NONHSAG047763.2,-,l67994
NONHSAG047764.2,-,l67995
NONHSAG047766.2,-,l67996
NONHSAG047767.2,-,l67997
NONHSAG047768.2,-,l67998
NONHSAG047769.2,-,l67999
NONHSAG047770.2,-,l68000
NONHSAG047771.2,-,l68001
NONHSAG047774.2,-,l68002
NONHSAG047777.2,-,l68003
NONHSAG047778.2,-,l68004
NONHSAG047779.2,-,l68005
NONHSAG047780.2,-,l68006
NONHSAG096399.1,-,l68007
NONHSAG047781.2,-,l68008
NONHSAG047783.2,-,l68009
NONHSAG047785.2,-,l68010
NONHSAG047786.3,-,l68011
NONHSAG047787.2,-,l68012
NONHSAG096402.1,-,l68013
NONHSAG047789.2,-,l68014
NONHSAG047791.2,-,l68015
NONHSAG047790.2,-,l68016
NONHSAG047792.3,-,l68017
NONHSAG047793.2,-,l68018
NONHSAG113543.1,-,l68019
NONHSAG047797.2,-,l68020
NONHSAG047798.2,-,l68021
NONHSAG047799.3,-,l68022
NONHSAG047803.3,-,l68023
NONHSAG047801.2,-,l68024
NONHSAG047802.3,-,l68025
NONHSAG047804.2,-,l68026
NONHSAG047805.3,-,l68027
NONHSAG047815.3,-,l68028
NONHSAG047807.2,-,l68029
NONHSAG047808.2,-,l68030
NONHSAG098011.2,-,l68031
NONHSAG047811.2,-,l68032
NONHSAG047812.2,-,l68033
NONHSAG096064.2,-,l68034
NONHSAG097128.1,-,l68035
NONHSAG047817.2,-,l68036
NONHSAG096403.1,-,l68037
NONHSAG046884.2,-,l68038
NONHSAG097129.1,-,l68039
NONHSAG046883.2,-,l68040
NONHSAG047822.2,-,l68041
NONHSAG046885.2,-,l68042
NONHSAG097131.2,-,l68043
NONHSAG047828.2,-,l68044
NONHSAG047830.2,-,l68045
NONHSAG097132.1,-,l68046
NONHSAG097133.1,-,l68047
NONHSAG096405.1,-,l68048
NONHSAG047840.3,-,l68049
NONHSAG047842.3,-,l68050
NONHSAG047846.2,-,l68051
NONHSAG047847.2,-,l68052
NONHSAG046886.2,-,l68053
NONHSAG047848.2,-,l68054
NONHSAG047849.3,-,l68055
NONHSAG047851.3,-,l68056
NONHSAG113802.1,-,l68057
NONHSAG047853.2,-,l68058
NONHSAG047855.2,-,l68059
NONHSAG096409.2,-,l68060
NONHSAG047862.2,-,l68061
NONHSAG047865.2,-,l68062
NONHSAG113808.1,-,l68063
NONHSAG047867.3,-,l68064
NONHSAG113809.1,-,l68065
NONHSAG047869.2,-,l68066
NONHSAG113810.1,-,l68067
NONHSAG047870.2,-,l68068
NONHSAG047871.2,-,l68069
NONHSAG047874.2,-,l68070
NONHSAG047875.3,-,l68071
NONHSAG047876.2,-,l68072
NONHSAG047877.2,-,l68073
NONHSAG113546.1,-,l68074
NONHSAG047879.2,-,l68075
NONHSAG047880.2,-,l68076
NONHSAG047881.2,-,l68077
NONHSAG047883.2,-,l68078
NONHSAG047884.2,-,l68079
NONHSAG047885.2,-,l68080
NONHSAG046896.2,-,l68081
NONHSAG047889.2,-,l68082
NONHSAG047891.2,-,l68083
NONHSAG097145.1,-,l68084
NONHSAG047892.2,-,l68085
NONHSAG047893.2,-,l68086
NONHSAG047894.2,-,l68087
NONHSAG046898.2,-,l68088
NONHSAG047895.2,-,l68089
NONHSAG047897.3,-,l68090
NONHSAG097567.1,-,l68091
NONHSAG097570.1,-,l68092
NONHSAG046709.3,-,l68093
NONHSAG047900.2,-,l68094
NONHSAG047901.2,-,l68095
NONHSAG046899.3,-,l68096
NONHSAG096121.1,-,l68097
NONHSAG047905.2,-,l68098
NONHSAG047906.2,-,l68099
NONHSAG046900.2,-,l68100
NONHSAG047907.2,-,l68101
NONHSAG046902.2,-,l68102
NONHSAG096913.1,-,l68103
NONHSAG047909.2,-,l68104
NONHSAG047910.2,-,l68105
NONHSAG047912.2,-,l68106
NONHSAG047914.2,-,l68107
NONHSAG047915.2,-,l68108
NONHSAG096428.1,-,l68109
NONHSAG047916.2,-,l68110
NONHSAG047917.2,-,l68111
NONHSAG047918.2,-,l68112
NONHSAG047919.2,-,l68113
NONHSAG047920.3,-,l68114
NONHSAG047922.2,-,l68115
NONHSAG047924.2,-,l68116
NONHSAG047936.2,-,l68117
NONHSAG098034.2,-,l68118
NONHSAG047943.2,-,l68119
NONHSAG047948.2,-,l68120
NONHSAG113552.1,-,l68121
NONHSAG047951.2,-,l68122
NONHSAG047952.2,-,l68123
NONHSAG113814.1,-,l68124
NONHSAG047955.2,-,l68125
NONHSAG097154.1,-,l68126
NONHSAG047958.2,-,l68127
NONHSAG047960.2,-,l68128
NONHSAG047965.2,-,l68129
NONHSAG047968.2,-,l68130
NONHSAG047973.2,-,l68131
NONHSAG047974.2,-,l68132
NONHSAG047976.2,-,l68133
NONHSAG047991.2,-,l68134
NONHSAG047978.2,-,l68135
NONHSAG047986.2,-,l68136
NONHSAG097157.1,-,l68137
NONHSAG096438.1,-,l68138
NONHSAG047988.2,-,l68139
NONHSAG047992.2,-,l68140
NONHSAG096440.1,-,l68141
NONHSAG047993.2,-,l68142
NONHSAG047994.2,-,l68143
NONHSAG097159.1,-,l68144
NONHSAG047996.2,-,l68145
NONHSAG048000.2,-,l68146
NONHSAG046906.3,-,l68147
NONHSAG048002.2,-,l68148
NONHSAG046908.2,-,l68149
NONHSAG113819.1,-,l68150
NONHSAG048006.2,-,l68151
NONHSAG048008.2,-,l68152
NONHSAG048010.2,-,l68153
NONHSAG048011.3,-,l68154
NONHSAG046909.2,-,l68155
NONHSAG048013.2,-,l68156
NONHSAG048014.2,-,l68157
NONHSAG096447.1,-,l68158
NONHSAG046912.3,-,l68159
NONHSAG048024.2,-,l68160
NONHSAG048026.2,-,l68161
NONHSAG048027.2,-,l68162
NONHSAG048028.2,-,l68163
NONHSAG048029.2,-,l68164
NONHSAG097166.1,-,l68165
NONHSAG097167.1,-,l68166
NONHSAG048032.2,-,l68167
NONHSAG048033.2,-,l68168
NONHSAG048035.3,-,l68169
NONHSAG048034.2,-,l68170
NONHSAG048037.2,-,l68171
NONHSAG048038.2,-,l68172
NONHSAG046710.2,-,l68173
NONHSAG048039.2,-,l68174
NONHSAG097168.1,-,l68175
NONHSAG048040.2,-,l68176
NONHSAG048041.2,-,l68177
NONHSAG048042.3,-,l68178
NONHSAG048044.2,-,l68179
NONHSAG048045.2,-,l68180
NONHSAG046913.2,-,l68181
NONHSAG046914.3,-,l68182
NONHSAG096453.2,-,l68183
NONHSAG048048.2,-,l68184
NONHSAG048057.3,-,l68185
NONHSAG048049.2,-,l68186
NONHSAG048050.2,-,l68187
NONHSAG098043.1,-,l68188
NONHSAG113823.1,-,l68189
NONHSAG048051.2,-,l68190
NONHSAG048055.2,-,l68191
NONHSAG048056.3,-,l68192
NONHSAG048058.2,-,l68193
NONHSAG048059.2,-,l68194
NONHSAG048062.2,-,l68195
NONHSAG048065.2,-,l68196
NONHSAG048066.2,-,l68197
NONHSAG048067.2,-,l68198
NONHSAG096459.1,-,l68199
NONHSAG048069.2,-,l68200
NONHSAG048070.2,-,l68201
NONHSAG096460.1,-,l68202
NONHSAG048072.2,-,l68203
NONHSAG048074.2,-,l68204
NONHSAG096463.1,-,l68205
NONHSAG113477.1,-,l68206
NONHSAG048076.3,-,l68207
NONHSAG048078.2,-,l68208
NONHSAG048080.2,-,l68209
NONHSAG048082.2,-,l68210
NONHSAG048081.2,-,l68211
NONHSAG048084.2,-,l68212
NONHSAG096466.1,-,l68213
NONHSAG048096.2,-,l68214
NONHSAG048101.3,-,l68215
NONHSAG096065.1,-,l68216
NONHSAG048098.2,-,l68217
NONHSAG097494.2,-,l68218
NONHSAG096129.1,-,l68219
NONHSAG048102.2,-,l68220
NONHSAG096130.2,-,l68221
NONHSAG097584.2,-,l68222
NONHSAG048110.2,-,l68223
NONHSAG048111.2,-,l68224
NONHSAG097179.1,-,l68225
NONHSAG097180.2,-,l68226
NONHSAG048112.2,-,l68227
NONHSAG048114.2,-,l68228
NONHSAG048117.2,-,l68229
NONHSAG048119.2,-,l68230
NONHSAG048120.2,-,l68231
NONHSAG048121.2,-,l68232
NONHSAG048123.2,-,l68233
NONHSAG048124.2,-,l68234
NONHSAG098087.1,-,l68235
NONHSAG048129.2,-,l68236
NONHSAG048130.3,-,l68237
NONHSAG096479.1,-,l68238
NONHSAG048137.2,-,l68239
NONHSAG096880.1,-,l68240
NONHSAG048143.2,-,l68241
NONHSAG048146.3,-,l68242
NONHSAG113566.1,-,l68243
NONHSAG048148.2,-,l68244
NONHSAG048149.2,-,l68245
NONHSAG048151.2,-,l68246
NONHSAG048153.2,-,l68247
NONHSAG048154.2,-,l68248
NONHSAG048156.2,-,l68249
NONHSAG096066.1,-,l68250
NONHSAG048161.2,-,l68251
NONHSAG048169.2,-,l68252
NONHSAG097189.1,-,l68253
NONHSAG048170.2,-,l68254
NONHSAG048171.2,-,l68255
NONHSAG048172.2,-,l68256
NONHSAG048173.3,-,l68257
NONHSAG113569.1,-,l68258
NONHSAG048178.2,-,l68259
NONHSAG048179.3,-,l68260
NONHSAG048180.3,-,l68261
NONHSAG048181.2,-,l68262
NONHSAG097191.2,-,l68263
NONHSAG113833.1,-,l68264
NONHSAG048187.3,-,l68265
NONHSAG048189.2,-,l68266
NONHSAG048191.2,-,l68267
NONHSAG048193.2,-,l68268
NONHSAG048194.3,-,l68269
NONHSAG048195.2,-,l68270
NONHSAG097194.1,-,l68271
NONHSAG048201.2,-,l68272
NONHSAG048205.2,-,l68273
NONHSAG048207.2,-,l68274
NONHSAG048208.2,-,l68275
NONHSAG096489.1,-,l68276
NONHSAG096490.2,-,l68277
NONHSAG048212.2,-,l68278
NONHSAG048219.2,-,l68279
NONHSAG048221.2,-,l68280
NONHSAG048222.2,-,l68281
NONHSAG048224.2,-,l68282
NONHSAG098105.2,-,l68283
NONHSAG048227.2,-,l68284
NONHSAG048228.2,-,l68285
NONHSAG048229.2,-,l68286
NONHSAG048231.2,-,l68287
NONHSAG113841.1,-,l68288
NONHSAG048237.2,-,l68289
NONHSAG048239.3,-,l68290
NONHSAG048238.2,-,l68291
NONHSAG048240.2,-,l68292
NONHSAG048243.2,-,l68293
NONHSAG048245.3,-,l68294
NONHSAG048246.2,-,l68295
NONHSAG048247.2,-,l68296
NONHSAG048249.2,-,l68297
NONHSAG096499.2,-,l68298
NONHSAG048252.2,-,l68299
NONHSAG098132.1,-,l68300
NONHSAG048254.3,-,l68301
NONHSAG048255.2,-,l68302
NONHSAG048256.2,-,l68303
NONHSAG046931.3,-,l68304
NONHSAG048259.2,-,l68305
NONHSAG048261.2,-,l68306
NONHSAG096919.1,-,l68307
NONHSAG048262.2,-,l68308
NONHSAG048263.2,-,l68309
NONHSAG096920.1,-,l68310
NONHSAG048270.3,-,l68311
NONHSAG096507.1,-,l68312
NONHSAG096134.1,-,l68313
NONHSAG048272.2,-,l68314
NONHSAG048273.2,-,l68315
NONHSAG096922.1,-,l68316
NONHSAG048274.2,-,l68317
NONHSAG048277.3,-,l68318
NONHSAG048280.2,-,l68319
NONHSAG048282.2,-,l68320
NONHSAG048284.2,-,l68321
NONHSAG048288.2,-,l68322
NONHSAG048289.2,-,l68323
NONHSAG048291.2,-,l68324
NONHSAG048292.2,-,l68325
NONHSAG048293.3,-,l68326
NONHSAG096514.1,-,l68327
NONHSAG113850.1,-,l68328
NONHSAG048299.2,-,l68329
NONHSAG048301.2,-,l68330
NONHSAG048302.2,-,l68331
NONHSAG048304.2,-,l68332
NONHSAG113851.1,-,l68333
NONHSAG048305.2,-,l68334
NONHSAG048309.2,-,l68335
NONHSAG048321.2,-,l68336
NONHSAG048323.3,-,l68337
NONHSAG046934.2,-,l68338
NONHSAG048329.2,-,l68339
NONHSAG048330.2,-,l68340
NONHSAG048331.3,-,l68341
NONHSAG049003.2,-,l68342
NONHSAG048998.2,-,l68343
NONHSAG098550.1,-,l68344
NONHSAG049015.2,-,l68345
NONHSAG050884.2,-,l68346
NONHSAG050886.2,-,l68347
NONHSAG099644.1,-,l68348
NONHSAG114121.1,-,l68349
NONHSAG050891.2,-,l68350
NONHSAG049508.3,-,l68351
NONHSAG050892.2,-,l68352
NONHSAG050893.2,-,l68353
NONHSAG050895.2,-,l68354
NONHSAG050896.2,-,l68355
NONHSAG050898.2,-,l68356
NONHSAG050900.3,-,l68357
NONHSAG050902.2,-,l68358
NONHSAG050903.2,-,l68359
NONHSAG050904.2,-,l68360
NONHSAG050908.3,-,l68361
NONHSAG050909.3,-,l68362
NONHSAG099003.1,-,l68363
NONHSAG050911.2,-,l68364
NONHSAG114363.1,-,l68365
NONHSAG050915.2,-,l68366
NONHSAG050919.3,-,l68367
NONHSAG050920.2,-,l68368
NONHSAG050921.2,-,l68369
NONHSAG050922.3,-,l68370
NONHSAG050926.2,-,l68371
NONHSAG050929.3,-,l68372
NONHSAG050930.2,-,l68373
NONHSAG050934.2,-,l68374
NONHSAG113964.1,-,l68375
NONHSAG050940.3,-,l68376
NONHSAG050941.2,-,l68377
NONHSAG099658.1,-,l68378
NONHSAG050946.3,-,l68379
NONHSAG050953.2,-,l68380
NONHSAG050954.2,-,l68381
NONHSAG050957.2,-,l68382
NONHSAG050958.2,-,l68383
NONHSAG099664.1,-,l68384
NONHSAG099665.1,-,l68385
NONHSAG099014.1,-,l68386
NONHSAG114366.1,-,l68387
NONHSAG050962.3,-,l68388
NONHSAG050964.2,-,l68389
NONHSAG050968.2,-,l68390
NONHSAG050969.2,-,l68391
NONHSAG099668.1,-,l68392
NONHSAG050970.3,-,l68393
NONHSAG050974.2,-,l68394
NONHSAG050980.3,-,l68395
NONHSAG050981.2,-,l68396
NONHSAG049510.2,-,l68397
NONHSAG050985.2,-,l68398
NONHSAG050986.3,-,l68399
NONHSAG050987.3,-,l68400
NONHSAG100674.1,-,l68401
NONHSAG050988.2,-,l68402
NONHSAG050990.2,-,l68403
NONHSAG050989.2,-,l68404
NONHSAG049511.2,-,l68405
NONHSAG050993.2,-,l68406
NONHSAG050994.2,-,l68407
NONHSAG051000.2,-,l68408
NONHSAG051002.2,-,l68409
NONHSAG049515.3,-,l68410
NONHSAG049516.2,-,l68411
NONHSAG049517.2,-,l68412
NONHSAG051006.2,-,l68413
NONHSAG099678.1,-,l68414
NONHSAG051010.2,-,l68415
NONHSAG051011.2,-,l68416
NONHSAG051013.2,-,l68417
NONHSAG049519.2,-,l68418
NONHSAG051014.2,-,l68419
NONHSAG051015.3,-,l68420
NONHSAG051016.2,-,l68421
NONHSAG099680.1,-,l68422
NONHSAG051020.2,-,l68423
NONHSAG051022.2,-,l68424
NONHSAG051023.3,-,l68425
NONHSAG099030.2,-,l68426
NONHSAG051026.2,-,l68427
NONHSAG114130.1,-,l68428
NONHSAG051027.2,-,l68429
NONHSAG049521.2,-,l68430
NONHSAG049522.2,-,l68431
NONHSAG049523.2,-,l68432
NONHSAG049524.3,-,l68433
NONHSAG049525.3,-,l68434
NONHSAG098618.1,-,l68435
NONHSAG114228.1,-,l68436
NONHSAG051041.2,-,l68437
NONHSAG051044.2,-,l68438
NONHSAG099685.2,-,l68439
NONHSAG051045.2,-,l68440
NONHSAG099035.1,-,l68441
NONHSAG051052.2,-,l68442
NONHSAG051053.2,-,l68443
NONHSAG051057.3,-,l68444
NONHSAG049527.2,-,l68445
NONHSAG051055.2,-,l68446
NONHSAG051056.2,-,l68447
NONHSAG049528.2,-,l68448
NONHSAG100715.1,-,l68449
NONHSAG051061.3,-,l68450
NONHSAG049529.2,-,l68451
NONHSAG051063.2,-,l68452
NONHSAG098622.1,-,l68453
NONHSAG051065.2,-,l68454
NONHSAG051068.2,-,l68455
NONHSAG049539.3,-,l68456
NONHSAG049533.2,-,l68457
NONHSAG114236.1,-,l68458
NONHSAG051070.2,-,l68459
NONHSAG049536.2,-,l68460
NONHSAG049537.2,-,l68461
NONHSAG049538.2,-,l68462
NONHSAG051073.2,-,l68463
NONHSAG049541.2,-,l68464
NONHSAG049540.2,-,l68465
NONHSAG051074.2,-,l68466
NONHSAG051075.2,-,l68467
NONHSAG051076.2,-,l68468
NONHSAG100756.2,-,l68469
NONHSAG051079.2,-,l68470
NONHSAG051080.2,-,l68471
NONHSAG051081.2,-,l68472
NONHSAG049547.2,-,l68473
NONHSAG049548.2,-,l68474
NONHSAG049549.2,-,l68475
NONHSAG049550.2,-,l68476
NONHSAG049551.2,-,l68477
NONHSAG051084.2,-,l68478
NONHSAG051087.3,-,l68479
NONHSAG099066.2,-,l68480
NONHSAG049552.3,-,l68481
NONHSAG051088.2,-,l68482
NONHSAG051089.2,-,l68483
NONHSAG051091.2,-,l68484
NONHSAG051097.2,-,l68485
NONHSAG051099.2,-,l68486
NONHSAG049553.2,-,l68487
NONHSAG051100.2,-,l68488
NONHSAG051101.2,-,l68489
NONHSAG100779.1,-,l68490
NONHSAG100780.1,-,l68491
NONHSAG100781.1,-,l68492
NONHSAG051102.3,-,l68493
NONHSAG100782.1,-,l68494
NONHSAG051103.2,-,l68495
NONHSAG113985.1,-,l68496
NONHSAG049555.2,-,l68497
NONHSAG051108.2,-,l68498
NONHSAG051107.2,-,l68499
NONHSAG051110.2,-,l68500
NONHSAG051111.2,-,l68501
NONHSAG051112.2,-,l68502
NONHSAG099075.1,-,l68503
NONHSAG049560.2,-,l68504
NONHSAG051118.2,-,l68505
NONHSAG100795.2,-,l68506
NONHSAG051120.2,-,l68507
NONHSAG051121.2,-,l68508
NONHSAG099710.1,-,l68509
NONHSAG051124.2,-,l68510
NONHSAG114144.1,-,l68511
NONHSAG114145.1,-,l68512
NONHSAG051126.2,-,l68513
NONHSAG051127.2,-,l68514
NONHSAG049562.2,-,l68515
NONHSAG098628.1,-,l68516
NONHSAG051132.2,-,l68517
NONHSAG051137.2,-,l68518
NONHSAG051138.2,-,l68519
NONHSAG049580.3,-,l68520
NONHSAG100803.1,-,l68521
NONHSAG049566.2,-,l68522
NONHSAG051140.2,-,l68523
NONHSAG049567.2,-,l68524
NONHSAG051141.3,-,l68525
NONHSAG051143.2,-,l68526
NONHSAG051144.2,-,l68527
NONHSAG049568.2,-,l68528
NONHSAG114146.1,-,l68529
NONHSAG051147.3,-,l68530
NONHSAG049570.2,-,l68531
NONHSAG051146.2,-,l68532
NONHSAG051148.2,-,l68533
NONHSAG099094.1,-,l68534
NONHSAG099095.1,-,l68535
NONHSAG051150.2,-,l68536
NONHSAG051152.2,-,l68537
NONHSAG051155.2,-,l68538
NONHSAG099720.1,-,l68539
NONHSAG051157.2,-,l68540
NONHSAG051158.2,-,l68541
NONHSAG051160.2,-,l68542
NONHSAG051162.2,-,l68543
NONHSAG099097.1,-,l68544
NONHSAG100819.1,-,l68545
NONHSAG051164.2,-,l68546
NONHSAG051165.2,-,l68547
NONHSAG051166.2,-,l68548
NONHSAG051169.2,-,l68549
NONHSAG051171.2,-,l68550
NONHSAG051173.2,-,l68551
NONHSAG051179.2,-,l68552
NONHSAG051180.2,-,l68553
NONHSAG099100.1,-,l68554
NONHSAG051185.2,-,l68555
NONHSAG114149.1,-,l68556
NONHSAG049573.2,-,l68557
NONHSAG051190.2,-,l68558
NONHSAG051191.2,-,l68559
NONHSAG051192.2,-,l68560
NONHSAG051193.2,-,l68561
NONHSAG049575.2,-,l68562
NONHSAG051194.3,-,l68563
NONHSAG049577.3,-,l68564
NONHSAG051195.3,-,l68565
NONHSAG099726.2,-,l68566
NONHSAG051196.3,-,l68567
NONHSAG051197.3,-,l68568
NONHSAG099105.1,-,l68569
NONHSAG051202.2,-,l68570
NONHSAG049578.2,-,l68571
NONHSAG051204.3,-,l68572
NONHSAG051205.3,-,l68573
NONHSAG099729.1,-,l68574
NONHSAG051206.2,-,l68575
NONHSAG051207.2,-,l68576
NONHSAG051208.2,-,l68577
NONHSAG051209.2,-,l68578
NONHSAG114240.1,-,l68579
NONHSAG051212.2,-,l68580
NONHSAG051213.2,-,l68581
NONHSAG049579.3,-,l68582
NONHSAG051222.3,-,l68583
NONHSAG051226.2,-,l68584
NONHSAG051230.2,-,l68585
NONHSAG114242.1,-,l68586
NONHSAG051231.2,-,l68587
NONHSAG051232.2,-,l68588
NONHSAG100838.1,-,l68589
NONHSAG051234.2,-,l68590
NONHSAG100840.1,-,l68591
NONHSAG100841.1,-,l68592
NONHSAG051235.2,-,l68593
NONHSAG099734.1,-,l68594
NONHSAG051237.2,-,l68595
NONHSAG099735.1,-,l68596
NONHSAG051238.2,-,l68597
NONHSAG051239.2,-,l68598
NONHSAG051240.2,-,l68599
NONHSAG051242.3,-,l68600
NONHSAG114155.1,-,l68601
NONHSAG051243.2,-,l68602
NONHSAG099736.1,-,l68603
NONHSAG100851.1,-,l68604
NONHSAG051245.2,-,l68605
NONHSAG051248.3,-,l68606
NONHSAG100853.1,-,l68607
NONHSAG100854.1,-,l68608
NONHSAG099742.2,-,l68609
NONHSAG114403.1,-,l68610
NONHSAG114160.1,-,l68611
NONHSAG100857.1,-,l68612
NONHSAG100858.1,-,l68613
NONHSAG100859.1,-,l68614
NONHSAG051250.2,-,l68615
NONHSAG099741.1,-,l68616
NONHSAG100860.1,-,l68617
NONHSAG100861.1,-,l68618
NONHSAG099119.1,-,l68619
NONHSAG051249.2,-,l68620
NONHSAG099122.2,-,l68621
NONHSAG100878.1,-,l68622
NONHSAG049587.3,-,l68623
NONHSAG051255.3,-,l68624
NONHSAG100889.2,-,l68625
NONHSAG099126.2,-,l68626
NONHSAG051259.2,-,l68627
NONHSAG114406.1,-,l68628
NONHSAG049588.2,-,l68629
NONHSAG051262.2,-,l68630
NONHSAG051263.3,-,l68631
NONHSAG114167.1,-,l68632
NONHSAG099125.1,-,l68633
NONHSAG049353.2,-,l68634
NONHSAG114407.1,-,l68635
NONHSAG049354.2,-,l68636
NONHSAG099746.1,-,l68637
NONHSAG051265.2,-,l68638
NONHSAG099748.1,-,l68639
NONHSAG099128.1,-,l68640
NONHSAG100906.1,-,l68641
NONHSAG051266.2,-,l68642
NONHSAG099130.1,-,l68643
NONHSAG051267.2,-,l68644
NONHSAG100914.1,-,l68645
NONHSAG100915.1,-,l68646
NONHSAG100936.2,-,l68647
NONHSAG049589.2,-,l68648
NONHSAG100918.1,-,l68649
NONHSAG114409.1,-,l68650
NONHSAG099131.1,-,l68651
NONHSAG114410.1,-,l68652
NONHSAG100924.1,-,l68653
NONHSAG051270.3,-,l68654
NONHSAG114412.1,-,l68655
NONHSAG099132.1,-,l68656
NONHSAG051275.3,-,l68657
NONHSAG051272.2,-,l68658
NONHSAG051273.2,-,l68659
NONHSAG100939.1,-,l68660
NONHSAG100940.1,-,l68661
NONHSAG114413.1,-,l68662
NONHSAG049591.2,-,l68663
NONHSAG051276.2,-,l68664
NONHSAG114414.1,-,l68665
NONHSAG099308.1,-,l68666
NONHSAG051283.2,-,l68667
NONHSAG051285.2,-,l68668
NONHSAG051290.2,-,l68669
NONHSAG049592.2,-,l68670
NONHSAG099309.1,-,l68671
NONHSAG051295.2,-,l68672
NONHSAG051296.2,-,l68673
NONHSAG051297.2,-,l68674
NONHSAG051300.2,-,l68675
NONHSAG051301.2,-,l68676
NONHSAG051302.2,-,l68677
NONHSAG051303.2,-,l68678
NONHSAG113992.1,-,l68679
NONHSAG051310.2,-,l68680
NONHSAG051311.2,-,l68681
NONHSAG099142.1,-,l68682
NONHSAG051312.2,-,l68683
NONHSAG049594.2,-,l68684
NONHSAG051321.2,-,l68685
NONHSAG051323.2,-,l68686
NONHSAG114418.1,-,l68687
NONHSAG051333.2,-,l68688
NONHSAG099146.1,-,l68689
NONHSAG051334.2,-,l68690
NONHSAG099768.1,-,l68691
NONHSAG049595.2,-,l68692
NONHSAG051336.2,-,l68693
NONHSAG051341.3,-,l68694
NONHSAG051344.2,-,l68695
NONHSAG051345.2,-,l68696
NONHSAG051346.2,-,l68697
NONHSAG100979.1,-,l68698
NONHSAG099155.1,-,l68699
NONHSAG051351.2,-,l68700
NONHSAG051353.2,-,l68701
NONHSAG051354.2,-,l68702
NONHSAG100980.1,-,l68703
NONHSAG051355.2,-,l68704
NONHSAG100985.2,-,l68705
NONHSAG051360.2,-,l68706
NONHSAG051362.2,-,l68707
NONHSAG051363.3,-,l68708
NONHSAG051365.2,-,l68709
NONHSAG049596.2,-,l68710
NONHSAG051366.2,-,l68711
NONHSAG051367.2,-,l68712
NONHSAG099782.1,-,l68713
NONHSAG099163.1,-,l68714
NONHSAG049597.2,-,l68715
NONHSAG099164.1,-,l68716
NONHSAG099165.1,-,l68717
NONHSAG051370.2,-,l68718
NONHSAG051371.2,-,l68719
NONHSAG099166.1,-,l68720
NONHSAG051372.2,-,l68721
NONHSAG049598.2,-,l68722
NONHSAG100997.1,-,l68723
NONHSAG099167.1,-,l68724
NONHSAG051373.2,-,l68725
NONHSAG051374.3,-,l68726
NONHSAG099168.1,-,l68727
NONHSAG099170.1,-,l68728
NONHSAG051376.2,-,l68729
NONHSAG049599.2,-,l68730
NONHSAG049357.2,-,l68731
NONHSAG099172.1,-,l68732
NONHSAG099173.1,-,l68733
NONHSAG049358.2,-,l68734
NONHSAG049600.2,-,l68735
NONHSAG051378.2,-,l68736
NONHSAG099790.1,-,l68737
NONHSAG099182.1,-,l68738
NONHSAG051379.2,-,l68739
NONHSAG099183.1,-,l68740
NONHSAG051380.2,-,l68741
NONHSAG099791.1,-,l68742
NONHSAG049601.2,-,l68743
NONHSAG049602.2,-,l68744
NONHSAG051385.2,-,l68745
NONHSAG099190.1,-,l68746
NONHSAG051391.2,-,l68747
NONHSAG051392.2,-,l68748
NONHSAG114428.1,-,l68749
NONHSAG051393.2,-,l68750
NONHSAG051394.2,-,l68751
NONHSAG051397.2,-,l68752
NONHSAG051398.3,-,l68753
NONHSAG051400.2,-,l68754
NONHSAG099194.1,-,l68755
NONHSAG099802.1,-,l68756
NONHSAG051404.2,-,l68757
NONHSAG114184.1,-,l68758
NONHSAG051412.3,-,l68759
NONHSAG051413.2,-,l68760
NONHSAG051415.3,-,l68761
NONHSAG051419.2,-,l68762
NONHSAG051420.2,-,l68763
NONHSAG099199.1,-,l68764
NONHSAG114433.1,-,l68765
NONHSAG051422.2,-,l68766
NONHSAG051423.2,-,l68767
NONHSAG114435.1,-,l68768
NONHSAG051424.2,-,l68769
NONHSAG051426.2,-,l68770
NONHSAG051427.2,-,l68771
NONHSAG099202.1,-,l68772
NONHSAG099203.1,-,l68773
NONHSAG051428.2,-,l68774
NONHSAG051431.2,-,l68775
NONHSAG049604.2,-,l68776
NONHSAG101031.1,-,l68777
NONHSAG051433.2,-,l68778
NONHSAG051435.2,-,l68779
NONHSAG099217.1,-,l68780
NONHSAG051437.3,-,l68781
NONHSAG051438.2,-,l68782
NONHSAG114437.1,-,l68783
NONHSAG051441.3,-,l68784
NONHSAG051445.2,-,l68785
NONHSAG051446.2,-,l68786
NONHSAG099225.1,-,l68787
NONHSAG051448.3,-,l68788
NONHSAG051451.3,-,l68789
NONHSAG099226.1,-,l68790
NONHSAG051456.2,-,l68791
NONHSAG099867.2,-,l68792
NONHSAG051463.2,-,l68793
NONHSAG051464.3,-,l68794
NONHSAG051465.2,-,l68795
NONHSAG051466.2,-,l68796
NONHSAG051467.2,-,l68797
NONHSAG051470.2,-,l68798
NONHSAG051472.3,-,l68799
NONHSAG099833.1,-,l68800
NONHSAG099834.2,-,l68801
NONHSAG051474.2,-,l68802
NONHSAG114440.1,-,l68803
NONHSAG051477.2,-,l68804
NONHSAG051478.2,-,l68805
NONHSAG051484.2,-,l68806
NONHSAG114445.1,-,l68807
NONHSAG099232.2,-,l68808
NONHSAG114192.1,-,l68809
NONHSAG051494.2,-,l68810
NONHSAG051497.2,-,l68811
NONHSAG051500.2,-,l68812
NONHSAG051503.2,-,l68813
NONHSAG099235.1,-,l68814
