NoncodeGeneID,LncbookGeneID,l_ID
NONHSAG000387.2,HSALNG0000915,l000295
-,HSALNG0000917,l000296
-,HSALNG0000926,l000297
NONHSAG000392.2,HSALNG0000927,l000298
-,HSALNG0142115,l000299
-,HSALNG0000940,l000300
-,HSALNG0000942,l000301
-,HSALNG0000943,l000302
-,HSALNG0142116,l000303
-,HSALNG0000949,l000304
NONHSAG057513.1,HSALNG0000950,l000305
-,HSALNG0000958,l000306
-,HSALNG0000974,l000307
-,HSALNG0000986,l000308
-,HSALNG0141679,l000309
-,HSALNG0000988,l000310
NONHSAG000415.2,HSALNG0000995,l000311
-,HSALNG0001003,l000312
-,HSALNG0001012,l000313
NONHSAG000417.2,HSALNG0001013,l000314
NONHSAG000418.2,HSALNG0001015,l000315
-,HSALNG0001019,l000316
-,HSALNG0001020,l000317
NONHSAG000423.2,HSALNG0001021,l000318
NONHSAG104806.1,HSALNG0001022,l000319
NONHSAG104807.1,HSALNG0001023,l000320
-,HSALNG0001034,l000321
NONHSAG105301.1,HSALNG0001038,l000322
-,HSALNG0001056,l000323
NONHSAG105302.1,HSALNG0001057,l000324
-,HSALNG0001064,l000325
-,HSALNG0001065,l000326
-,HSALNG0001066,l000327
NONHSAG000431.2,HSALNG0001067,l000328
NONHSAG057529.1,HSALNG0001068,l000329
-,HSALNG0001071,l000330
-,HSALNG0001073,l000331
-,HSALNG0001089,l000332
NONHSAG057533.1,HSALNG0001087,l000333
-,HSALNG0001091,l000334
-,HSALNG0001092,l000335
-,HSALNG0001099,l000336
-,HSALNG0001105,l000337
-,HSALNG0001107,l000338
-,HSALNG0001110,l000339
-,HSALNG0001112,l000340
NONHSAG056175.1,HSALNG0001113,l000341
-,HSALNG0001115,l000342
-,HSALNG0142122,l000343
NONHSAG104809.1,HSALNG0001118,l000344
NONHSAG104810.1,HSALNG0001119,l000345
-,HSALNG0001120,l000346
-,HSALNG0001121,l000347
-,HSALNG0001133,l000348
-,HSALNG0001134,l000349
-,HSALNG0001147,l000350
-,HSALNG0001148,l000351
-,HSALNG0001149,l000352
NONHSAG000465.2,HSALNG0001153,l000353
-,HSALNG0001156,l000354
-,HSALNG0001158,l000355
-,HSALNG0001160,l000356
-,HSALNG0001166,l000357
NONHSAG000468.2,HSALNG0001167,l000358
NONHSAG057541.1,HSALNG0001168,l000359
NONHSAG000472.2,HSALNG0001173,l000360
-,HSALNG0001174,l000361
NONHSAG000473.2,HSALNG0141680,l000362
-,HSALNG0001177,l000363
-,HSALNG0001179,l000364
-,HSALNG0001180,l000365
-,HSALNG0001183,l000366
-,HSALNG0001209,l000367
-,HSALNG0001185,l000368
-,HSALNG0001188,l000369
-,HSALNG0001189,l000370
-,HSALNG0001196,l000371
-,HSALNG0001197,l000372
-,HSALNG0001198,l000373
-,HSALNG0001199,l000374
-,HSALNG0142125,l000375
NONHSAG057544.1,HSALNG0001201,l000376
-,HSALNG0001202,l000377
NONHSAG000486.2,HSALNG0001203,l000378
-,HSALNG0142126,l000379
-,HSALNG0001210,l000380
-,HSALNG0001212,l000381
NONHSAG000489.2,HSALNG0001215,l000382
NONHSAG000490.2,HSALNG0001216,l000383
-,HSALNG0001229,l000384
-,HSALNG0001230,l000385
-,HSALNG0001232,l000386
-,HSALNG0001233,l000387
-,HSALNG0001237,l000388
NONHSAG000501.2,HSALNG0001240,l000389
NONHSAG000505.2,HSALNG0001250,l000390
NONHSAG000506.2,HSALNG0001251,l000391
-,HSALNG0001259,l000392
NONHSAG105316.1,HSALNG0001260,l000393
-,HSALNG0001268,l000394
NONHSAG000512.2,HSALNG0001269,l000395
-,HSALNG0001273,l000396
-,HSALNG0001274,l000397
NONHSAG056188.1,HSALNG0001279,l000398
-,HSALNG0001287,l000399
-,HSALNG0001299,l000400
-,HSALNG0001300,l000401
NONHSAG000522.2,HSALNG0001302,l000402
-,HSALNG0001306,l000403
NONHSAG000525.2,HSALNG0001313,l000404
-,HSALNG0001315,l000405
-,HSALNG0001324,l000406
-,HSALNG0001334,l000407
-,HSALNG0001365,l000408
NONHSAG057558.1,HSALNG0001366,l000409
-,HSALNG0001368,l000410
-,HSALNG0001369,l000411
-,HSALNG0001374,l000412
NONHSAG000546.2,HSALNG0001380,l000413
-,HSALNG0141687,l000414
-,HSALNG0141688,l000415
-,HSALNG0001382,l000416
-,HSALNG0001385,l000417
-,HSALNG0001387,l000418
-,HSALNG0001389,l000419
-,HSALNG0001390,l000420
-,HSALNG0001400,l000421
NONHSAG057560.1,HSALNG0001401,l000422
NONHSAG000554.2,HSALNG0141689,l000423
NONHSAG000557.2,HSALNG0001408,l000424
NONHSAG000559.2,HSALNG0001411,l000425
NONHSAG057562.1,HSALNG0001412,l000426
NONHSAG104823.1,HSALNG0001413,l000427
NONHSAG000560.2,HSALNG0001414,l000428
-,HSALNG0001417,l000429
-,HSALNG0001418,l000430
NONHSAG105319.1,HSALNG0001419,l000431
-,HSALNG0001422,l000432
-,HSALNG0001423,l000433
NONHSAG057564.1,HSALNG0001426,l000434
-,HSALNG0001427,l000435
-,HSALNG0001428,l000436
-,HSALNG0001432,l000437
NONHSAG000572.3,HSALNG0001434,l000438
NONHSAG000573.3,HSALNG0001435,l000439
NONHSAG057566.1,HSALNG0001436,l000440
NONHSAG000574.2,HSALNG0001437,l000441
-,HSALNG0001443,l000442
NONHSAG000578.3,HSALNG0001444,l000443
-,HSALNG0001461,l000444
-,HSALNG0001460,l000445
-,HSALNG0001465,l000446
-,HSALNG0001468,l000447
-,HSALNG0001470,l000448
NONHSAG000586.2,HSALNG0001474,l000449
-,HSALNG0001479,l000450
-,HSALNG0001493,l000451
-,HSALNG0001494,l000452
-,HSALNG0001495,l000453
-,HSALNG0141694,l000454
NONHSAG000596.2,HSALNG0001496,l000455
-,HSALNG0001497,l000456
-,HSALNG0001498,l000457
-,HSALNG0142133,l000458
NONHSAG000599.2,HSALNG0001509,l000459
-,HSALNG0001513,l000460
-,HSALNG0001515,l000461
NONHSAG056216.1,HSALNG0001516,l000462
-,HSALNG0001522,l000463
-,HSALNG0001524,l000464
-,HSALNG0001525,l000465
-,HSALNG0141695,l000466
-,HSALNG0001530,l000467
NONHSAG000611.2,HSALNG0001532,l000468
-,HSALNG0001533,l000469
NONHSAG105321.1,HSALNG0001535,l000470
-,HSALNG0001551,l000471
-,HSALNG0001554,l000472
-,HSALNG0001553,l000473
NONHSAG000628.2,HSALNG0001555,l000474
-,HSALNG0001557,l000475
-,HSALNG0001558,l000476
-,HSALNG0001563,l000477
-,HSALNG0001564,l000478
-,HSALNG0001565,l000479
-,HSALNG0001575,l000480
NONHSAG000636.2,HSALNG0001589,l000481
NONHSAG000638.2,HSALNG0001604,l000482
-,HSALNG0001605,l000483
NONHSAG000642.2,HSALNG0001614,l000484
-,HSALNG0001612,l000485
NONHSAG000643.2,HSALNG0001613,l000486
-,HSALNG0001619,l000487
NONHSAG000647.2,HSALNG0001618,l000488
NONHSAG105322.1,HSALNG0001620,l000489
-,HSALNG0001621,l000490
-,HSALNG0001624,l000491
NONHSAG000655.2,HSALNG0001631,l000492
-,HSALNG0001634,l000493
-,HSALNG0001636,l000494
-,HSALNG0001637,l000495
-,HSALNG0001641,l000496
-,HSALNG0001643,l000497
-,HSALNG0001642,l000498
NONHSAG057586.1,HSALNG0001644,l000499
-,HSALNG0001652,l000500
-,HSALNG0001654,l000501
-,HSALNG0001656,l000502
-,HSALNG0001657,l000503
