NoncodeGeneID,LncbookGeneID,l_ID
NONHSAG015614.2,HSALNG0102882,l10975
NONHSAG050634.2,HSALNG0066600,l10976
NONHSAG035463.2,HSALNG0026988,l10977
NONHSAG035465.2,HSALNG0026990,l10978
NONHSAG042979.2,HSALNG0047929,l10979
NONHSAG019626.2,HSALNG0111899,l10980
NONHSAG004206.2,HSALNG0010307,l10981
NONHSAG019813.3,HSALNG0112314,l10982
NONHSAG006964.2,HSALNG0080947,l10983
NONHSAG038433.2,HSALNG0035828,l10984
NONHSAG021390.2,HSALNG0115616,l10985
NONHSAG021386.2,HSALNG0115609,l10986
NONHSAG021389.2,HSALNG0115614,l10987
NONHSAG027882.3,HSALNG0015310,l10988
NONHSAG019516.3,HSALNG0111664,l10989
NONHSAG028250.3,HSALNG0016122,l10990
NONHSAG015186.2,HSALNG0101791,l10991
NONHSAG015187.2,HSALNG0144239,l10992
NONHSAG017020.2,HSALNG0106229,l10993
NONHSAG053380.3,HSALNG0074265,l10994
NONHSAG053384.2,-,l10995
NONHSAG095789.2,HSALNG0053773,l10996
NONHSAG044956.3,HSALNG0053790,l10997
NONHSAG009629.3,HSALNG0087194,l10998
NONHSAG015671.3,HSALNG0103083,l10999
NONHSAG059345.2,HSALNG0005787,l11000
NONHSAG014748.2,HSALNG0100694,l11001
NONHSAG054635.3,HSALNG0138225,l11002
NONHSAG040334.2,HSALNG0041578,l11003
NONHSAG037336.2,-,l11004
NONHSAG024185.2,HSALNG0122530,l11005
NONHSAG065087.1,HSALNG0094435,l11006
NONHSAG012466.2,HSALNG0094435,l11007
NONHSAG021812.2,HSALNG0116490,l11008
NONHSAG021817.2,HSALNG0116501,l11009
NONHSAG007776.2,HSALNG0082962,l11010
NONHSAG070474.2,HSALNG0107538,l11011
NONHSAG016998.2,-,l11012
NONHSAG101148.2,HSALNG0069710,l11013
NONHSAG047881.2,HSALNG0058692,l11014
NONHSAG038258.2,HSALNG0035320,l11015
NONHSAG007829.2,HSALNG0083062,l11016
NONHSAG050055.2,HSALNG0064740,l11017
NONHSAG031456.3,HSALNG0129188,l11018
NONHSAG003289.3,HSALNG0008008,l11019
NONHSAG011780.2,HSALNG0092647,l11020
NONHSAG050129.2,-,l11021
NONHSAG041387.3,HSALNG0044523,l11022
NONHSAG023939.3,HSALNG0121780,l11023
NONHSAG044169.2,HSALNG0051348,l11024
NONHSAG007571.3,HSALNG0082509,l11025
NONHSAG007571.3,HSALNG0082512,l11026
NONHSAG006601.2,HSALNG0079878,l11027
NONHSAG018052.2,HSALNG0108496,l11028
NONHSAG039700.2,HSALNG0039696,l11029
NONHSAG003499.2,-,l11030
NONHSAG037774.2,HSALNG0033927,l11031
NONHSAG037775.2,HSALNG0033927,l11032
NONHSAG005468.2,HSALNG0076876,l11033
NONHSAG009434.2,HSALNG0086620,l11034
NONHSAG042995.2,HSALNG0048022,l11035
NONHSAG036741.2,HSALNG0030943,l11036
NONHSAG039014.2,HSALNG0037599,l11037
NONHSAG070776.1,HSALNG0106306,l11038
NONHSAG045095.2,HSALNG0054163,l11039
NONHSAG017357.2,HSALNG0107070,l11040
NONHSAG011813.2,HSALNG0092723,l11041
NONHSAG038978.3,HSALNG0037522,l11042
NONHSAG037867.2,HSALNG0034189,l11043
NONHSAG036617.2,HSALNG0030593,l11044
NONHSAG011473.2,HSALNG0091709,l11045
NONHSAG015909.2,HSALNG0103734,l11046
NONHSAG028613.2,HSALNG0017052,l11047
NONHSAG053136.2,HSALNG0073513,l11048
NONHSAG099574.2,HSALNG0066560,l11049
NONHSAG051860.2,-,l11050
NONHSAG051859.2,-,l11051
NONHSAG038444.2,HSALNG0035876,l11052
NONHSAG002872.2,-,l11053
NONHSAG015319.3,HSALNG0102141,l11054
NONHSAG049922.2,HSALNG0064401,l11055
NONHSAG004970.3,HSALNG0075517,l11056
NONHSAG002273.2,-,l11057
NONHSAG012472.2,HSALNG0094454,l11058
NONHSAG038997.2,HSALNG0037574,l11059
NONHSAG087789.1,HSALNG0036804,l11060
NONHSAG039203.2,HSALNG0038121,l11061
NONHSAG048929.2,-,l11062
NONHSAG097375.1,-,l11063
NONHSAG045115.2,HSALNG0054233,l11064
NONHSAG015992.2,HSALNG0103948,l11065
NONHSAG115277.1,HSALNG0010945,l11066
NONHSAG004428.2,HSALNG0010946,l11067
NONHSAG055517.2,HSALNG0140693,l11068
NONHSAG039577.2,HSALNG0039267,l11069
NONHSAG013902.2,HSALNG0098404,l11070
NONHSAG011564.3,HSALNG0143658,l11071
NONHSAG066344.2,HSALNG0143438,l11072
NONHSAG110392.1,HSALNG0020805,l11073
NONHSAG087964.1,HSALNG0038325,l11074
NONHSAG039256.3,HSALNG0038315,l11075
NONHSAG039262.2,HSALNG0038318,l11076
NONHSAG013350.2,HSALNG0096682,l11077
NONHSAG006275.2,HSALNG0142604,l11078
NONHSAG052812.2,HSALNG0072689,l11079
NONHSAG052814.2,HSALNG0072689,l11080
NONHSAG044652.3,HSALNG0052906,l11081
-,HSALNG0052890,l11082
NONHSAG006131.2,-,l11083
NONHSAG037411.2,HSALNG0148279,l11084
NONHSAG037413.3,HSALNG0032671,l11085
NONHSAG088161.1,HSALNG0032669,l11086
NONHSAG039461.3,HSALNG0038941,l11087
NONHSAG115164.1,HSALNG0138280,l11088
-,HSALNG0030549,l11089
NONHSAG017957.2,-,l11090
NONHSAG019652.3,HSALNG0111990,l11091
NONHSAG047696.2,HSALNG0058336,l11092
NONHSAG108394.1,HSALNG0110625,l11093
NONHSAG049687.3,HSALNG0063824,l11094
NONHSAG049688.2,HSALNG0063824,l11095
NONHSAG051138.2,HSALNG0068090,l11096
NONHSAG037749.2,HSALNG0033831,l11097
NONHSAG055092.2,HSALNG0139494,l11098
NONHSAG075049.2,HSALNG0120370,l11099
NONHSAG011040.2,HSALNG0090844,l11100
NONHSAG011042.3,HSALNG0090857,l11101
NONHSAG019654.2,HSALNG0112001,l11102
NONHSAG038935.2,HSALNG0037376,l11103
NONHSAG004770.3,HSALNG0011827,l11104
NONHSAG041268.3,HSALNG0044216,l11105
NONHSAG036272.2,HSALNG0029475,l11106
NONHSAG036272.2,-,l11107
NONHSAG036273.2,HSALNG0029478,l11108
NONHSAG034844.2,HSALNG0025355,l11109
NONHSAG039096.3,HSALNG0037850,l11110
NONHSAG058422.1,HSALNG0010184,l11111
NONHSAG004161.2,HSALNG0010184,l11112
NONHSAG047721.2,-,l11113
NONHSAG036644.2,HSALNG0030645,l11114
NONHSAG057051.1,HSALNG0009184,l11115
NONHSAG110174.1,HSALNG0015261,l11116
NONHSAG091298.2,HSALNG0045693,l11117
NONHSAG040037.2,HSALNG0040541,l11118
NONHSAG052335.2,HSALNG0071361,l11119
NONHSAG053719.2,-,l11120
NONHSAG001866.2,HSALNG0004570,l11121
NONHSAG042333.2,HSALNG0046882,l11122
NONHSAG092845.2,HSALNG0046884,l11123
NONHSAG008103.2,HSALNG0083778,l11124
NONHSAG063402.1,HSALNG0083778,l11125
NONHSAG033603.2,HSALNG0134739,l11126
NONHSAG084973.1,HSALNG0029106,l11127
NONHSAG052636.2,HSALNG0150908,l11128
NONHSAG021869.2,HSALNG0116603,l11129
NONHSAG057907.1,-,l11130
NONHSAG039412.2,HSALNG0038746,l11131
NONHSAG030519.2,HSALNG0022238,l11132
NONHSAG001597.2,HSALNG0003898,l11133
NONHSAG051863.2,HSALNG0070306,l11134
NONHSAG111576.1,HSALNG0028638,l11135
NONHSAG044227.3,HSALNG0051540,l11136
NONHSAG114673.1,HSALNG0074566,l11137
NONHSAG114673.1,HSALNG0074572,l11138
NONHSAG036510.3,HSALNG0030166,l11139
NONHSAG047334.3,HSALNG0057228,l11140
NONHSAG050317.2,HSALNG0065605,l11141
NONHSAG009439.2,HSALNG0086648,l11142
NONHSAG081396.1,HSALNG0128974,l11143
NONHSAG036628.2,HSALNG0030619,l11144
NONHSAG036627.2,HSALNG0030619,l11145
NONHSAG036621.3,HSALNG0030608,l11146
NONHSAG017618.2,HSALNG0107606,l11147
NONHSAG023668.2,HSALNG0120826,l11148
NONHSAG007582.2,HSALNG0082537,l11149
NONHSAG099599.2,HSALNG0066809,l11150
-,HSALNG0144503,l11151
NONHSAG016568.2,HSALNG0105180,l11152
NONHSAG016567.3,HSALNG0144503,l11153
NONHSAG094699.2,HSALNG0055346,l11154
NONHSAG055414.3,HSALNG0140364,l11155
NONHSAG045234.3,HSALNG0054591,l11156
NONHSAG112568.1,HSALNG0040344,l11157
NONHSAG051194.3,HSALNG0068253,l11158
NONHSAG051194.3,HSALNG0068252,l11159
NONHSAG009494.2,-,l11160
NONHSAG003647.2,HSALNG0008862,l11161
NONHSAG032085.2,HSALNG0131049,l11162
NONHSAG038634.2,HSALNG0036372,l11163
NONHSAG052692.2,HSALNG0072307,l11164
NONHSAG006456.2,HSALNG0079498,l11165
NONHSAG049843.2,HSALNG0064216,l11166
NONHSAG049845.3,HSALNG0064221,l11167
NONHSAG000510.3,HSALNG0001259,l11168
NONHSAG023808.2,-,l11169
NONHSAG023809.2,HSALNG0121412,l11170
NONHSAG037621.2,HSALNG0033312,l11171
NONHSAG035691.2,-,l11172
NONHSAG051302.2,HSALNG0068635,l11173
NONHSAG041644.2,-,l11174
NONHSAG087805.2,HSALNG0036888,l11175
NONHSAG017689.2,HSALNG0107734,l11176
NONHSAG017678.2,HSALNG0107721,l11177
NONHSAG004708.2,-,l11178
NONHSAG004712.2,-,l11179
NONHSAG003889.2,HSALNG0142393,l11180
NONHSAG054596.3,HSALNG0138116,l11181
NONHSAG051795.2,HSALNG0070034,l11182
-,HSALNG0063914,l11183
NONHSAG071460.1,HSALNG0109311,l11184
NONHSAG060936.1,HSALNG0081416,l11185
NONHSAG007131.2,HSALNG0081416,l11186
NONHSAG006930.2,HSALNG0080828,l11187
NONHSAG036263.2,HSALNG0029451,l11188
NONHSAG050493.2,HSALNG0066117,l11189
NONHSAG051195.3,HSALNG0068252,l11190
NONHSAG052662.2,HSALNG0072217,l11191
NONHSAG001989.2,-,l11192
NONHSAG004228.2,HSALNG0010350,l11193
NONHSAG057176.1,HSALNG0010347,l11194
NONHSAG024124.2,HSALNG0122308,l11195
NONHSAG035833.3,HSALNG0028278,l11196
NONHSAG035818.2,HSALNG0028263,l11197
NONHSAG014578.2,HSALNG0100219,l11198
NONHSAG038734.3,-,l11199
NONHSAG038734.3,HSALNG0036674,l11200
NONHSAG034701.2,HSALNG0024984,l11201
NONHSAG019913.2,HSALNG0112537,l11202
NONHSAG101273.2,HSALNG0070806,l11203
NONHSAG052046.2,HSALNG0070808,l11204
NONHSAG101273.2,HSALNG0070801,l11205
NONHSAG020915.2,HSALNG0114793,l11206
NONHSAG043890.2,HSALNG0050405,l11207
NONHSAG004156.2,HSALNG0142411,l11208
NONHSAG005169.3,HSALNG0076014,l11209
NONHSAG039511.2,HSALNG0039071,l11210
NONHSAG039510.2,HSALNG0039068,l11211
NONHSAG021723.2,HSALNG0116299,l11212
NONHSAG023118.3,HSALNG0119467,l11213
NONHSAG023120.2,HSALNG0119471,l11214
NONHSAG023122.2,HSALNG0119474,l11215
NONHSAG014509.2,HSALNG0100062,l11216
NONHSAG019143.2,-,l11217
NONHSAG019145.3,-,l11218
NONHSAG085629.1,HSALNG0027448,l11219
NONHSAG102127.2,HSALNG0072658,l11220
-,HSALNG0006170,l11221
NONHSAG002466.2,HSALNG0006170,l11222
NONHSAG011768.2,HSALNG0092603,l11223
NONHSAG017599.2,HSALNG0107560,l11224
NONHSAG017600.2,HSALNG0107562,l11225
NONHSAG050567.3,HSALNG0066357,l11226
NONHSAG004080.2,HSALNG0010004,l11227
NONHSAG005793.2,HSALNG0077707,l11228
NONHSAG005794.2,HSALNG0077708,l11229
NONHSAG054402.2,HSALNG0137758,l11230
NONHSAG054403.2,-,l11231
NONHSAG036423.2,HSALNG0029900,l11232
NONHSAG005331.2,HSALNG0076463,l11233
NONHSAG017335.3,HSALNG0107034,l11234
NONHSAG048677.2,HSALNG0061018,l11235
NONHSAG051750.3,HSALNG0069883,l11236
NONHSAG035983.2,-,l11237
NONHSAG008222.2,HSALNG0084018,l11238
NONHSAG011776.2,HSALNG0092628,l11239
NONHSAG044971.2,HSALNG0053831,l11240
NONHSAG039384.2,HSALNG0038667,l11241
NONHSAG052454.3,HSALNG0071565,l11242
NONHSAG038962.2,HSALNG0037471,l11243
NONHSAG052198.2,HSALNG0071134,l11244
NONHSAG021891.3,HSALNG0145083,l11245
NONHSAG004323.3,HSALNG0010635,l11246
NONHSAG001609.2,HSALNG0003916,l11247
NONHSAG005646.2,HSALNG0077396,l11248
NONHSAG003177.2,-,l11249
NONHSAG038001.2,HSALNG0034590,l11250
NONHSAG003759.2,-,l11251
NONHSAG038045.2,-,l11252
NONHSAG080745.2,HSALNG0020465,l11253
NONHSAG041902.2,HSALNG0045750,l11254
NONHSAG041899.2,HSALNG0045748,l11255
NONHSAG052646.2,HSALNG0072141,l11256
NONHSAG048390.2,HSALNG0060069,l11257
NONHSAG048397.2,-,l11258
NONHSAG052724.2,HSALNG0072408,l11259
NONHSAG037851.2,HSALNG0034126,l11260
NONHSAG051022.2,HSALNG0067608,l11261
NONHSAG049789.2,HSALNG0064081,l11262
NONHSAG037806.2,HSALNG0034000,l11263
NONHSAG037804.3,HSALNG0033995,l11264
NONHSAG114673.1,HSALNG0074573,l11265
NONHSAG018598.3,HSALNG0109582,l11266
NONHSAG004469.3,HSALNG0142023,l11267
NONHSAG106933.1,HSALNG0090432,l11268
NONHSAG050435.2,HSALNG0065956,l11269
NONHSAG062677.2,HSALNG0082864,l11270
NONHSAG007736.2,HSALNG0082868,l11271
NONHSAG023913.2,HSALNG0121693,l11272
NONHSAG023915.2,HSALNG0121693,l11273
NONHSAG001738.2,HSALNG0004214,l11274
NONHSAG038371.2,-,l11275
NONHSAG043913.2,HSALNG0050524,l11276
NONHSAG046899.3,HSALNG0056014,l11277
NONHSAG051144.2,HSALNG0068110,l11278
NONHSAG003777.2,HSALNG0009205,l11279
NONHSAG101229.2,HSALNG0070397,l11280
NONHSAG056370.2,HSALNG0002931,l11281
NONHSAG104889.1,HSALNG0002944,l11282
NONHSAG053755.2,HSALNG0151005,l11283
NONHSAG006271.3,HSALNG0078965,l11284
NONHSAG006263.3,HSALNG0078947,l11285
NONHSAG006478.2,-,l11286
NONHSAG036086.2,HSALNG0028970,l11287
NONHSAG002549.2,HSALNG0006378,l11288
NONHSAG051704.2,-,l11289
NONHSAG051702.2,-,l11290
NONHSAG051701.2,-,l11291
NONHSAG051706.2,-,l11292
NONHSAG017084.2,HSALNG0106367,l11293
NONHSAG017085.2,HSALNG0106367,l11294
NONHSAG048699.2,HSALNG0061066,l11295
NONHSAG043088.2,-,l11296
NONHSAG054630.2,-,l11297
NONHSAG016476.2,HSALNG0104912,l11298
NONHSAG016475.3,HSALNG0104912,l11299
NONHSAG051143.2,HSALNG0068110,l11300
NONHSAG037591.2,HSALNG0033200,l11301
NONHSAG036612.2,HSALNG0030575,l11302
NONHSAG022383.2,-,l11303
NONHSAG019370.2,HSALNG0111228,l11304
NONHSAG047757.2,HSALNG0058429,l11305
NONHSAG036547.2,HSALNG0030271,l11306
NONHSAG002960.2,HSALNG0007253,l11307
NONHSAG047891.2,HSALNG0058733,l11308
NONHSAG038899.2,HSALNG0037256,l11309
NONHSAG021827.2,-,l11310
NONHSAG021830.3,HSALNG0145076,l11311
NONHSAG050233.2,HSALNG0065305,l11312
NONHSAG026964.2,HSALNG0012904,l11313
NONHSAG004374.2,HSALNG0010830,l11314
NONHSAG004373.2,HSALNG0010821,l11315
NONHSAG043083.2,HSALNG0048299,l11316
NONHSAG114805.1,HSALNG0071921,l11317
NONHSAG050204.2,HSALNG0065224,l11318
NONHSAG038875.2,HSALNG0037178,l11319
NONHSAG071675.2,-,l11320
NONHSAG019424.2,HSALNG0111357,l11321
NONHSAG019421.3,HSALNG0144931,l11322
NONHSAG039437.3,HSALNG0038864,l11323
NONHSAG016697.2,HSALNG0105482,l11324
NONHSAG038657.3,HSALNG0036470,l11325
NONHSAG054950.2,-,l11326
NONHSAG036119.2,HSALNG0029046,l11327
NONHSAG023553.3,HSALNG0120479,l11328
NONHSAG023554.3,HSALNG0120483,l11329
NONHSAG023555.2,HSALNG0120485,l11330
NONHSAG050436.2,HSALNG0065965,l11331
NONHSAG002801.3,HSALNG0006925,l11332
NONHSAG002800.3,HSALNG0006925,l11333
NONHSAG002804.2,HSALNG0006925,l11334
NONHSAG002921.2,HSALNG0142346,l11335
NONHSAG036134.2,-,l11336
NONHSAG038888.2,HSALNG0037221,l11337
NONHSAG038888.2,HSALNG0037220,l11338
NONHSAG039424.2,HSALNG0038793,l11339
NONHSAG003166.3,HSALNG0007713,l11340
NONHSAG015816.2,HSALNG0103486,l11341
NONHSAG015812.2,HSALNG0103482,l11342
NONHSAG015815.2,-,l11343
NONHSAG019578.3,HSALNG0111793,l11344
NONHSAG019576.2,HSALNG0111788,l11345
NONHSAG007879.2,HSALNG0083242,l11346
NONHSAG042947.2,HSALNG0149070,l11347
NONHSAG052792.2,HSALNG0072626,l11348
NONHSAG052795.2,HSALNG0072634,l11349
NONHSAG069905.2,HSALNG0102827,l11350
-,HSALNG0083328,l11351
NONHSAG014916.2,HSALNG0101183,l11352
NONHSAG012044.2,HSALNG0093411,l11353
NONHSAG044070.2,HSALNG0051074,l11354
NONHSAG053176.2,-,l11355
NONHSAG012691.2,HSALNG0094956,l11356
NONHSAG012693.2,HSALNG0094956,l11357
NONHSAG014778.3,HSALNG0100769,l11358
NONHSAG014785.2,HSALNG0100779,l11359
NONHSAG008097.2,-,l11360
NONHSAG064900.2,HSALNG0092808,l11361
NONHSAG003311.2,HSALNG0008059,l11362
NONHSAG036678.3,HSALNG0030743,l11363
NONHSAG023630.3,HSALNG0120718,l11364
NONHSAG016802.2,HSALNG0105710,l11365
NONHSAG107497.1,HSALNG0101598,l11366
NONHSAG000130.3,HSALNG0000200,l11367
NONHSAG006364.2,HSALNG0079191,l11368
NONHSAG000795.2,HSALNG0001966,l11369
NONHSAG002968.2,HSALNG0007273,l11370
NONHSAG042823.2,HSALNG0047658,l11371
NONHSAG042824.3,HSALNG0047668,l11372
NONHSAG004345.2,HSALNG0010726,l11373
NONHSAG019613.2,HSALNG0111858,l11374
NONHSAG053190.2,HSALNG0073652,l11375
NONHSAG115370.1,HSALNG0067237,l11376
NONHSAG081469.1,HSALNG0129581,l11377
NONHSAG031610.2,HSALNG0129581,l11378
NONHSAG023453.2,HSALNG0120210,l11379
NONHSAG056706.2,HSALNG0005590,l11380
NONHSAG014586.3,HSALNG0100284,l11381
NONHSAG037616.2,HSALNG0033312,l11382
NONHSAG010918.2,HSALNG0090511,l11383
NONHSAG002027.3,HSALNG0005074,l11384
NONHSAG035451.2,-,l11385
NONHSAG057982.2,HSALNG0005471,l11386
NONHSAG005138.2,HSALNG0075928,l11387
NONHSAG037684.2,HSALNG0033515,l11388
NONHSAG037686.2,HSALNG0033521,l11389
NONHSAG044154.3,HSALNG0051305,l11390
NONHSAG000984.3,HSALNG0002397,l11391
NONHSAG000978.2,HSALNG0002390,l11392
NONHSAG004294.2,HSALNG0010573,l11393
NONHSAG001111.2,-,l11394
NONHSAG029136.2,-,l11395
-,HSALNG0015243,l11396
NONHSAG085215.1,HSALNG0031052,l11397
NONHSAG036795.2,HSALNG0031075,l11398
NONHSAG053396.2,HSALNG0074300,l11399
NONHSAG045470.3,HSALNG0055330,l11400
NONHSAG045471.3,HSALNG0055331,l11401
NONHSAG027663.2,HSALNG0014684,l11402
NONHSAG039789.2,HSALNG0040011,l11403
NONHSAG002628.2,HSALNG0147037,l11404
NONHSAG089907.1,-,l11405
NONHSAG012791.3,HSALNG0095251,l11406
NONHSAG019903.2,-,l11407
NONHSAG006235.2,HSALNG0078893,l11408
NONHSAG036557.2,HSALNG0030360,l11409
NONHSAG002576.3,HSALNG0006466,l11410
NONHSAG091665.2,HSALNG0040245,l11411
NONHSAG049974.2,HSALNG0064544,l11412
NONHSAG019847.2,HSALNG0112398,l11413
NONHSAG049580.3,HSALNG0063494,l11414
NONHSAG023345.2,HSALNG0119967,l11415
NONHSAG024116.2,HSALNG0122284,l11416
NONHSAG024119.2,HSALNG0145620,l11417
NONHSAG020631.2,HSALNG0114121,l11418
NONHSAG036767.2,HSALNG0030996,l11419
NONHSAG025271.3,HSALNG0124910,l11420
NONHSAG025278.2,HSALNG0124921,l11421
NONHSAG001113.2,-,l11422
NONHSAG042815.2,HSALNG0047658,l11423
NONHSAG042811.3,HSALNG0149061,l11424
NONHSAG018484.2,HSALNG0144658,l11425
NONHSAG018484.2,HSALNG0109321,l11426
NONHSAG040030.2,HSALNG0040529,l11427
NONHSAG010735.2,HSALNG0090000,l11428
NONHSAG004365.2,HSALNG0010795,l11429
NONHSAG002228.3,HSALNG0005565,l11430
NONHSAG047880.2,-,l11431
NONHSAG024091.3,HSALNG0122197,l11432
NONHSAG038869.2,HSALNG0037139,l11433
NONHSAG057682.2,HSALNG0002618,l11434
NONHSAG003000.2,HSALNG0007365,l11435
NONHSAG036671.3,HSALNG0030717,l11436
NONHSAG042379.2,-,l11437
NONHSAG042379.2,HSALNG0046974,l11438
NONHSAG039087.2,HSALNG0037812,l11439
NONHSAG002635.3,-,l11440
NONHSAG001779.2,HSALNG0004342,l11441
NONHSAG039108.2,HSALNG0037866,l11442
NONHSAG039066.3,HSALNG0037750,l11443
NONHSAG044569.3,HSALNG0052637,l11444
NONHSAG038964.3,HSALNG0037485,l11445
NONHSAG008206.2,-,l11446
NONHSAG031731.3,HSALNG0129902,l11447
NONHSAG115295.1,HSALNG0110565,l11448
NONHSAG056758.2,HSALNG0006136,l11449
NONHSAG036266.3,HSALNG0029462,l11450
NONHSAG038896.2,HSALNG0037250,l11451
NONHSAG007823.2,HSALNG0083044,l11452
NONHSAG044600.2,HSALNG0052766,l11453
NONHSAG010836.3,HSALNG0090229,l11454
NONHSAG038439.2,-,l11455
NONHSAG005192.2,HSALNG0076068,l11456
NONHSAG061795.2,HSALNG0076068,l11457
NONHSAG067401.2,HSALNG0095919,l11458
NONHSAG017838.2,HSALNG0108048,l11459
NONHSAG017047.2,HSALNG0106287,l11460
NONHSAG032200.2,HSALNG0131455,l11461
NONHSAG006557.2,HSALNG0079788,l11462
NONHSAG051514.3,HSALNG0069318,l11463
NONHSAG051517.3,HSALNG0069327,l11464
NONHSAG099238.2,-,l11465
NONHSAG022235.2,HSALNG0117398,l11466
NONHSAG019408.2,HSALNG0111321,l11467
NONHSAG089278.2,HSALNG0035603,l11468
NONHSAG040097.2,HSALNG0040861,l11469
NONHSAG044624.2,HSALNG0052830,l11470
NONHSAG044628.2,HSALNG0052833,l11471
NONHSAG044626.2,HSALNG0052832,l11472
NONHSAG016914.2,HSALNG0105949,l11473
NONHSAG016926.3,HSALNG0105961,l11474
NONHSAG019623.2,HSALNG0144769,l11475
NONHSAG004034.3,HSALNG0009887,l11476
NONHSAG001667.3,HSALNG0004043,l11477
NONHSAG008164.3,HSALNG0083922,l11478
NONHSAG008165.3,HSALNG0083923,l11479
NONHSAG008166.2,HSALNG0083923,l11480
NONHSAG101608.1,HSALNG0073715,l11481
NONHSAG036947.2,HSALNG0031461,l11482
NONHSAG051373.2,HSALNG0068864,l11483
NONHSAG054088.3,HSALNG0136809,l11484
NONHSAG056106.2,HSALNG0000603,l11485
NONHSAG049956.2,HSALNG0064475,l11486
NONHSAG037741.3,HSALNG0033801,l11487
NONHSAG019893.3,HSALNG0112492,l11488
NONHSAG053779.3,HSALNG0075199,l11489
NONHSAG061008.2,HSALNG0081783,l11490
NONHSAG007219.3,HSALNG0081788,l11491
NONHSAG007221.2,HSALNG0081800,l11492
NONHSAG006145.2,HSALNG0078674,l11493
NONHSAG006149.2,HSALNG0078683,l11494
NONHSAG039998.2,-,l11495
NONHSAG039996.2,-,l11496
NONHSAG036864.2,HSALNG0031246,l11497
NONHSAG005058.3,HSALNG0075757,l11498
NONHSAG002741.3,HSALNG0006827,l11499
NONHSAG015833.3,HSALNG0103518,l11500
NONHSAG015835.2,HSALNG0103526,l11501
NONHSAG022074.2,HSALNG0117090,l11502
NONHSAG039433.2,HSALNG0038805,l11503
NONHSAG010513.2,HSALNG0089325,l11504
NONHSAG041450.3,HSALNG0044668,l11505
NONHSAG111439.1,HSALNG0024317,l11506
NONHSAG021156.2,-,l11507
NONHSAG072605.2,HSALNG0111567,l11508
NONHSAG050515.2,HSALNG0066174,l11509
NONHSAG055476.2,-,l11510
NONHSAG014674.2,HSALNG0144213,l11511
NONHSAG001033.2,HSALNG0002519,l11512
NONHSAG004825.2,HSALNG0011994,l11513
NONHSAG005431.2,HSALNG0076782,l11514
NONHSAG052933.2,HSALNG0072980,l11515
NONHSAG052925.3,HSALNG0072965,l11516
NONHSAG039278.2,HSALNG0038391,l11517
NONHSAG006004.2,HSALNG0078330,l11518
NONHSAG053084.2,HSALNG0073366,l11519
NONHSAG037875.2,HSALNG0034220,l11520
NONHSAG047609.3,HSALNG0058115,l11521
NONHSAG041414.2,HSALNG0044600,l11522
NONHSAG041410.2,HSALNG0044592,l11523
NONHSAG041412.2,HSALNG0044594,l11524
NONHSAG028118.2,HSALNG0015824,l11525
NONHSAG045048.2,HSALNG0054038,l11526
NONHSAG057831.2,HSALNG0004009,l11527
NONHSAG049599.2,HSALNG0063560,l11528
NONHSAG044641.3,HSALNG0052883,l11529
NONHSAG019449.2,HSALNG0111388,l11530
NONHSAG051968.3,HSALNG0070578,l11531
NONHSAG036239.2,HSALNG0147940,l11532
NONHSAG012367.2,HSALNG0094161,l11533
NONHSAG002609.3,HSALNG0006944,l11534
NONHSAG099269.2,HSALNG0062969,l11535
NONHSAG049372.2,HSALNG0062970,l11536
NONHSAG036449.2,HSALNG0029984,l11537
NONHSAG004895.2,HSALNG0012188,l11538
NONHSAG004902.3,HSALNG0142478,l11539
NONHSAG004899.2,HSALNG0012195,l11540
NONHSAG011534.2,HSALNG0091943,l11541
NONHSAG001837.2,HSALNG0004492,l11542
NONHSAG043171.3,HSALNG0048577,l11543
NONHSAG019661.2,HSALNG0112021,l11544
NONHSAG052680.3,HSALNG0072260,l11545
NONHSAG045031.3,HSALNG0054002,l11546
NONHSAG045035.3,HSALNG0054006,l11547
NONHSAG039655.3,HSALNG0148802,l11548
NONHSAG011596.2,HSALNG0092121,l11549
NONHSAG052824.3,HSALNG0150672,l11550
NONHSAG045024.3,HSALNG0053984,l11551
NONHSAG039378.3,HSALNG0038654,l11552
NONHSAG037229.2,HSALNG0032196,l11553
NONHSAG019520.2,HSALNG0111672,l11554
NONHSAG060728.2,HSALNG0080041,l11555
NONHSAG050356.2,-,l11556
NONHSAG006173.2,HSALNG0078773,l11557
NONHSAG012872.2,HSALNG0143928,l11558
NONHSAG013395.2,HSALNG0096769,l11559
NONHSAG007166.2,HSALNG0081545,l11560
NONHSAG006286.2,HSALNG0079026,l11561
NONHSAG004693.3,HSALNG0011660,l11562
NONHSAG004695.3,HSALNG0011660,l11563
NONHSAG027922.2,-,l11564
NONHSAG028874.2,HSALNG0017720,l11565
NONHSAG010713.3,HSALNG0089937,l11566
NONHSAG036895.2,-,l11567
NONHSAG001980.2,-,l11568
NONHSAG010686.3,HSALNG0089857,l11569
NONHSAG008334.2,-,l11570
NONHSAG021617.2,HSALNG0116057,l11571
NONHSAG031840.3,HSALNG0130331,l11572
NONHSAG036153.2,-,l11573
NONHSAG005266.2,HSALNG0076277,l11574
NONHSAG005762.2,HSALNG0077655,l11575
NONHSAG115156.1,HSALNG0138177,l11576
NONHSAG039714.2,HSALNG0039794,l11577
NONHSAG060264.1,HSALNG0075843,l11578
NONHSAG005094.2,-,l11579
NONHSAG005089.2,-,l11580
