NoncodeGeneID,LncbookGeneID,l_ID
NONHSAG043568.2,-,l20461
NONHSAG007728.2,HSALNG0082845,l20462
NONHSAG012257.2,HSALNG0143725,l20463
NONHSAG006450.2,HSALNG0079486,l20464
NONHSAG006459.2,HSALNG0079509,l20465
NONHSAG052452.3,HSALNG0071542,l20466
NONHSAG027632.2,HSALNG0014605,l20467
NONHSAG077308.2,HSALNG0014596,l20468
NONHSAG006181.2,HSALNG0078798,l20469
NONHSAG053581.2,HSALNG0074729,l20470
NONHSAG004965.2,HSALNG0075498,l20471
NONHSAG053325.2,HSALNG0074066,l20472
NONHSAG053321.2,HSALNG0074036,l20473
NONHSAG017375.2,HSALNG0107107,l20474
NONHSAG017377.2,-,l20475
NONHSAG000932.2,HSALNG0002295,l20476
NONHSAG054319.2,HSALNG0137511,l20477
NONHSAG051367.2,HSALNG0068855,l20478
NONHSAG015266.3,HSALNG0144244,l20479
NONHSAG024655.3,HSALNG0145666,l20480
NONHSAG099658.1,HSALNG0067417,l20481
NONHSAG020543.2,HSALNG0113968,l20482
NONHSAG051099.2,HSALNG0067961,l20483
NONHSAG078894.2,HSALNG0146173,l20484
NONHSAG085418.1,HSALNG0024898,l20485
NONHSAG013085.3,HSALNG0095956,l20486
NONHSAG019620.2,HSALNG0111868,l20487
NONHSAG061352.1,HSALNG0078876,l20488
NONHSAG030034.2,HSALNG0020901,l20489
NONHSAG040510.2,HSALNG0042200,l20490
NONHSAG030032.3,HSALNG0020893,l20491
NONHSAG043766.2,HSALNG0050018,l20492
NONHSAG049059.2,HSALNG0062014,l20493
NONHSAG049057.2,HSALNG0062014,l20494
NONHSAG049052.2,HSALNG0061999,l20495
NONHSAG031193.2,HSALNG0128379,l20496
NONHSAG025242.2,HSALNG0124837,l20497
NONHSAG042494.2,HSALNG0047238,l20498
NONHSAG035438.2,HSALNG0026880,l20499
NONHSAG047513.2,HSALNG0057731,l20500
NONHSAG047514.2,HSALNG0057737,l20501
NONHSAG039195.2,HSALNG0038100,l20502
NONHSAG039196.2,HSALNG0038102,l20503
NONHSAG042099.2,HSALNG0046241,l20504
NONHSAG037836.2,HSALNG0034083,l20505
NONHSAG033772.2,HSALNG0135068,l20506
NONHSAG000489.2,HSALNG0001210,l20507
NONHSAG009083.2,HSALNG0085741,l20508
NONHSAG001535.3,HSALNG0003742,l20509
NONHSAG110625.1,HSALNG0131289,l20510
NONHSAG015061.2,HSALNG0101523,l20511
NONHSAG004483.2,-,l20512
NONHSAG004481.2,HSALNG0011087,l20513
NONHSAG004488.2,HSALNG0011114,l20514
NONHSAG003589.2,HSALNG0008749,l20515
NONHSAG007688.2,HSALNG0082727,l20516
NONHSAG007686.2,HSALNG0082724,l20517
NONHSAG012048.2,HSALNG0093422,l20518
NONHSAG012043.2,HSALNG0093407,l20519
NONHSAG026847.2,HSALNG0012564,l20520
NONHSAG047252.2,HSALNG0056986,l20521
NONHSAG047252.2,HSALNG0056985,l20522
NONHSAG013711.2,HSALNG0097725,l20523
NONHSAG013711.2,HSALNG0097723,l20524
NONHSAG001948.3,HSALNG0004803,l20525
NONHSAG027464.2,HSALNG0014201,l20526
NONHSAG027468.2,HSALNG0014206,l20527
NONHSAG026591.2,-,l20528
NONHSAG026594.2,HSALNG0127688,l20529
NONHSAG109670.1,HSALNG0127697,l20530
NONHSAG044678.2,HSALNG0052969,l20531
NONHSAG026242.2,HSALNG0127001,l20532
NONHSAG032549.2,HSALNG0132361,l20533
NONHSAG032548.2,HSALNG0132361,l20534
NONHSAG010344.2,HSALNG0088931,l20535
NONHSAG034609.2,-,l20536
NONHSAG031356.2,-,l20537
NONHSAG068972.1,HSALNG0103392,l20538
NONHSAG035346.2,HSALNG0147834,l20539
NONHSAG006184.2,HSALNG0142810,l20540
NONHSAG025111.2,-,l20541
NONHSAG021695.2,-,l20542
NONHSAG020803.2,-,l20543
NONHSAG066890.1,-,l20544
NONHSAG067401.2,-,l20545
NONHSAG015560.2,-,l20546
NONHSAG013746.2,-,l20547
NONHSAG020843.2,HSALNG0114603,l20548
NONHSAG021376.2,-,l20549
NONHSAG016006.2,HSALNG0103973,l20550
NONHSAG034289.2,HSALNG0023813,l20551
NONHSAG034697.2,-,l20552
NONHSAG036604.2,-,l20553
NONHSAG014635.2,-,l20554
-,HSALNG0000506,l20555
NONHSAG049334.3,HSALNG0062857,l20556
NONHSAG012848.2,-,l20557
NONHSAG011844.2,HSALNG0092846,l20558
NONHSAG031412.2,HSALNG0129093,l20559
NONHSAG052523.3,HSALNG0071768,l20560
NONHSAG021870.2,-,l20561
NONHSAG007593.2,-,l20562
NONHSAG035154.2,HSALNG0026104,l20563
NONHSAG034761.2,HSALNG0025161,l20564
NONHSAG041906.2,-,l20565
NONHSAG050174.3,HSALNG0065113,l20566
NONHSAG008561.2,-,l20567
NONHSAG014732.2,HSALNG0100651,l20568
NONHSAG023889.2,HSALNG0121611,l20569
NONHSAG050844.2,HSALNG0067185,l20570
NONHSAG010563.2,-,l20571
NONHSAG012181.2,-,l20572
NONHSAG024011.2,HSALNG0121929,l20573
NONHSAG054048.2,-,l20574
NONHSAG077870.1,HSALNG0019658,l20575
NONHSAG026949.2,-,l20576
NONHSAG034709.2,HSALNG0025006,l20577
NONHSAG039884.2,HSALNG0040151,l20578
NONHSAG043953.2,-,l20579
NONHSAG076120.1,HSALNG0125830,l20580
NONHSAG085351.1,-,l20581
NONHSAG014873.2,HSALNG0101086,l20582
NONHSAG024559.2,HSALNG0123441,l20583
NONHSAG038600.2,HSALNG0036289,l20584
NONHSAG038598.3,HSALNG0036288,l20585
NONHSAG003390.2,HSALNG0008270,l20586
NONHSAG013035.2,-,l20587
NONHSAG021247.2,-,l20588
NONHSAG025320.2,HSALNG0124947,l20589
NONHSAG085304.1,-,l20590
NONHSAG051140.2,HSALNG0068090,l20591
NONHSAG047849.3,-,l20592
-,HSALNG0123484,l20593
NONHSAG075948.1,HSALNG0123484,l20594
NONHSAG054972.2,-,l20595
NONHSAG046996.2,-,l20596
NONHSAG055136.2,-,l20597
NONHSAG076524.1,HSALNG0126165,l20598
NONHSAG030477.3,-,l20599
NONHSAG031836.2,HSALNG0130315,l20600
NONHSAG063081.1,HSALNG0087148,l20601
NONHSAG008822.2,HSALNG0085183,l20602
NONHSAG022689.2,HSALNG0118634,l20603
-,HSALNG0151137,l20604
NONHSAG084973.1,-,l20605
-,HSALNG0108956,l20606
NONHSAG088401.2,HSALNG0035611,l20607
NONHSAG011353.2,HSALNG0091497,l20608
NONHSAG031433.2,HSALNG0129131,l20609
NONHSAG016354.2,HSALNG0104661,l20610
NONHSAG044367.2,HSALNG0051961,l20611
NONHSAG007244.2,-,l20612
NONHSAG012337.2,-,l20613
NONHSAG039299.2,-,l20614
-,HSALNG0066173,l20615
NONHSAG038671.2,HSALNG0036485,l20616
NONHSAG038632.2,-,l20617
NONHSAG048006.2,-,l20618
NONHSAG011207.2,-,l20619
-,HSALNG0123569,l20620
NONHSAG054849.2,-,l20621
NONHSAG037781.2,HSALNG0033949,l20622
NONHSAG012505.3,-,l20623
NONHSAG012996.2,-,l20624
NONHSAG007351.2,HSALNG0082031,l20625
NONHSAG006509.2,HSALNG0079632,l20626
NONHSAG106003.1,HSALNG0142726,l20627
NONHSAG110565.1,-,l20628
NONHSAG110565.1,HSALNG0129949,l20629
NONHSAG043632.2,-,l20630
NONHSAG007111.2,-,l20631
NONHSAG031315.2,-,l20632
NONHSAG011527.2,HSALNG0143431,l20633
NONHSAG007759.2,HSALNG0082920,l20634
NONHSAG041935.2,-,l20635
NONHSAG041935.2,HSALNG0045841,l20636
NONHSAG035218.2,HSALNG0026278,l20637
NONHSAG024353.2,-,l20638
NONHSAG025789.2,-,l20639
-,HSALNG0144588,l20640
NONHSAG043356.2,HSALNG0049060,l20641
NONHSAG055433.2,-,l20642
NONHSAG043601.2,HSALNG0049510,l20643
NONHSAG025117.2,HSALNG0124582,l20644
-,HSALNG0135513,l20645
NONHSAG050272.2,HSALNG0150211,l20646
NONHSAG050529.2,-,l20647
NONHSAG050011.2,-,l20648
NONHSAG009794.2,HSALNG0087600,l20649
NONHSAG011344.2,HSALNG0091481,l20650
NONHSAG051981.2,-,l20651
NONHSAG002999.2,HSALNG0007364,l20652
NONHSAG027797.2,-,l20653
NONHSAG020813.2,HSALNG0114523,l20654
NONHSAG031718.2,-,l20655
-,HSALNG0106470,l20656
NONHSAG108048.1,HSALNG0106468,l20657
NONHSAG024681.2,HSALNG0123722,l20658
NONHSAG031643.2,HSALNG0129691,l20659
NONHSAG018261.2,-,l20660
NONHSAG031717.2,-,l20661
NONHSAG011493.2,-,l20662
NONHSAG020058.2,-,l20663
NONHSAG115177.1,HSALNG0138543,l20664
NONHSAG020418.2,-,l20665
NONHSAG045203.2,-,l20666
NONHSAG055659.2,HSALNG0140966,l20667
NONHSAG026724.2,-,l20668
NONHSAG045395.2,HSALNG0055101,l20669
NONHSAG015713.2,HSALNG0103161,l20670
NONHSAG004256.2,HSALNG0010425,l20671
NONHSAG009625.2,HSALNG0087190,l20672
NONHSAG012779.2,-,l20673
NONHSAG026858.2,HSALNG0012586,l20674
NONHSAG004782.3,-,l20675
NONHSAG056404.1,HSALNG0003203,l20676
NONHSAG034820.2,HSALNG0025279,l20677
NONHSAG013707.2,HSALNG0143994,l20678
NONHSAG034396.2,-,l20679
NONHSAG034396.2,HSALNG0024060,l20680
NONHSAG030533.2,HSALNG0022269,l20681
NONHSAG031342.2,HSALNG0128888,l20682
NONHSAG007486.2,HSALNG0082343,l20683
NONHSAG018868.2,HSALNG0110195,l20684
NONHSAG003136.2,-,l20685
NONHSAG034061.2,-,l20686
-,HSALNG0144675,l20687
-,HSALNG0091872,l20688
NONHSAG094480.1,HSALNG0053357,l20689
NONHSAG085879.1,HSALNG0030148,l20690
NONHSAG085878.1,HSALNG0030145,l20691
NONHSAG065119.1,HSALNG0094656,l20692
NONHSAG005917.2,-,l20693
NONHSAG057986.1,HSALNG0005525,l20694
NONHSAG032090.2,HSALNG0131071,l20695
NONHSAG063469.1,HSALNG0084710,l20696
-,HSALNG0149217,l20697
NONHSAG109211.1,-,l20698
NONHSAG109211.1,HSALNG0122268,l20699
NONHSAG042428.2,-,l20700
NONHSAG038148.2,HSALNG0035045,l20701
-,HSALNG0109636,l20702
-,HSALNG0066925,l20703
NONHSAG043864.2,-,l20704
NONHSAG003068.3,HSALNG0007497,l20705
NONHSAG036014.2,HSALNG0028783,l20706
NONHSAG036013.2,HSALNG0028783,l20707
NONHSAG026210.2,-,l20708
NONHSAG002143.2,HSALNG0005359,l20709
NONHSAG039215.2,HSALNG0038169,l20710
NONHSAG039215.2,-,l20711
NONHSAG102380.1,-,l20712
NONHSAG102380.1,HSALNG0075068,l20713
NONHSAG036143.2,HSALNG0029097,l20714
NONHSAG002942.2,HSALNG0007211,l20715
NONHSAG002978.3,-,l20716
NONHSAG002977.2,-,l20717
-,HSALNG0007310,l20718
NONHSAG007787.2,HSALNG0082981,l20719
NONHSAG012997.2,HSALNG0095728,l20720
NONHSAG075946.1,HSALNG0123475,l20721
NONHSAG034863.2,-,l20722
NONHSAG083053.1,HSALNG0147052,l20723
NONHSAG022775.2,-,l20724
NONHSAG042005.2,HSALNG0046013,l20725
NONHSAG043514.2,HSALNG0049324,l20726
NONHSAG043345.2,-,l20727
-,HSALNG0143498,l20728
NONHSAG094566.1,HSALNG0054216,l20729
-,HSALNG0114331,l20730
NONHSAG034569.3,-,l20731
NONHSAG047912.2,HSALNG0058819,l20732
-,HSALNG0136298,l20733
-,HSALNG0082631,l20734
NONHSAG010973.2,-,l20735
NONHSAG040805.2,HSALNG0042880,l20736
-,HSALNG0042881,l20737
-,HSALNG0144571,l20738
-,HSALNG0107226,l20739
NONHSAG003062.2,-,l20740
NONHSAG070862.1,HSALNG0107240,l20741
NONHSAG013216.2,HSALNG0096345,l20742
-,HSALNG0147516,l20743
NONHSAG012651.2,HSALNG0094846,l20744
NONHSAG026328.2,-,l20745
NONHSAG023844.3,HSALNG0021600,l20746
NONHSAG013817.2,HSALNG0098061,l20747
NONHSAG014621.2,-,l20748
NONHSAG016461.2,HSALNG0104873,l20749
NONHSAG107802.1,HSALNG0104873,l20750
NONHSAG039271.2,-,l20751
-,HSALNG0030202,l20752
-,HSALNG0149879,l20753
NONHSAG112154.1,HSALNG0037102,l20754
NONHSAG038863.2,HSALNG0037098,l20755
NONHSAG009747.2,-,l20756
NONHSAG106958.1,HSALNG0091093,l20757
NONHSAG002898.2,-,l20758
-,HSALNG0088846,l20759
-,HSALNG0117614,l20760
NONHSAG007610.2,HSALNG0142924,l20761
NONHSAG038240.2,-,l20762
NONHSAG088364.1,HSALNG0035286,l20763
NONHSAG027154.2,-,l20764
NONHSAG027154.2,HSALNG0013412,l20765
NONHSAG005142.2,HSALNG0075932,l20766
NONHSAG053793.2,HSALNG0075251,l20767
NONHSAG004838.2,HSALNG0012031,l20768
NONHSAG021318.2,HSALNG0115492,l20769
NONHSAG039676.3,HSALNG0039568,l20770
NONHSAG003260.2,HSALNG0007932,l20771
NONHSAG006529.2,-,l20772
NONHSAG009617.2,HSALNG0087174,l20773
NONHSAG050279.2,-,l20774
-,HSALNG0100145,l20775
NONHSAG023978.2,-,l20776
-,HSALNG0134891,l20777
NONHSAG003560.2,HSALNG0008668,l20778
NONHSAG026179.2,HSALNG0145959,l20779
NONHSAG105531.1,HSALNG0006673,l20780
NONHSAG034870.2,HSALNG0025434,l20781
NONHSAG038610.3,HSALNG0036316,l20782
NONHSAG006220.2,-,l20783
NONHSAG087778.1,HSALNG0036687,l20784
-,HSALNG0035549,l20785
NONHSAG111827.1,HSALNG0035549,l20786
-,HSALNG0080109,l20787
-,HSALNG0028770,l20788
NONHSAG053024.2,-,l20789
NONHSAG111385.1,HSALNG0147974,l20790
-,HSALNG0128792,l20791
NONHSAG003418.2,-,l20792
NONHSAG003416.2,-,l20793
NONHSAG076508.1,HSALNG0126018,l20794
-,HSALNG0072602,l20795
NONHSAG035905.2,HSALNG0028517,l20796
-,HSALNG0090830,l20797
-,HSALNG0147706,l20798
-,HSALNG0031313,l20799
NONHSAG093342.1,HSALNG0051320,l20800
-,HSALNG0027598,l20801
-,HSALNG0076272,l20802
NONHSAG090162.1,HSALNG0041465,l20803
NONHSAG047517.3,HSALNG0057744,l20804
NONHSAG047517.3,HSALNG0057743,l20805
NONHSAG047340.3,HSALNG0057240,l20806
NONHSAG001755.2,HSALNG0004277,l20807
NONHSAG035198.2,-,l20808
NONHSAG007780.2,HSALNG0142942,l20809
NONHSAG007780.2,HSALNG0082966,l20810
NONHSAG034057.3,HSALNG0135716,l20811
-,HSALNG0130324,l20812
-,HSALNG0042974,l20813
NONHSAG085843.1,HSALNG0029795,l20814
NONHSAG015779.2,-,l20815
NONHSAG075236.1,-,l20816
NONHSAG075236.1,HSALNG0122064,l20817
NONHSAG024062.2,HSALNG0122079,l20818
-,HSALNG0022612,l20819
NONHSAG008356.2,HSALNG0084292,l20820
NONHSAG008356.2,HSALNG0084294,l20821
NONHSAG057164.1,HSALNG0010242,l20822
NONHSAG004177.3,HSALNG0010241,l20823
-,HSALNG0074651,l20824
NONHSAG032766.2,HSALNG0132910,l20825
-,HSALNG0041974,l20826
NONHSAG013497.2,-,l20827
-,HSALNG0023863,l20828
NONHSAG036398.2,-,l20829
NONHSAG038777.2,-,l20830
NONHSAG054087.2,-,l20831
NONHSAG009270.2,-,l20832
NONHSAG003220.3,-,l20833
NONHSAG008626.3,-,l20834
NONHSAG075922.1,HSALNG0123142,l20835
NONHSAG001083.2,HSALNG0002675,l20836
NONHSAG027226.2,HSALNG0013583,l20837
NONHSAG110998.1,HSALNG0134971,l20838
NONHSAG012781.2,HSALNG0095234,l20839
NONHSAG045391.2,HSALNG0055088,l20840
NONHSAG005214.3,HSALNG0076136,l20841
-,HSALNG0080171,l20842
-,HSALNG0081019,l20843
NONHSAG105419.1,HSALNG0004218,l20844
NONHSAG001742.2,HSALNG0004225,l20845
-,HSALNG0053609,l20846
NONHSAG113036.1,HSALNG0053605,l20847
NONHSAG005898.2,HSALNG0077957,l20848
NONHSAG005898.2,HSALNG0077955,l20849
NONHSAG034580.2,HSALNG0024588,l20850
NONHSAG022947.2,HSALNG0119175,l20851
-,HSALNG0134530,l20852
NONHSAG024449.2,HSALNG0123193,l20853
-,HSALNG0139974,l20854
NONHSAG055263.2,HSALNG0139974,l20855
-,HSALNG0007999,l20856
NONHSAG109267.1,HSALNG0123594,l20857
-,HSALNG0150356,l20858
NONHSAG110218.1,HSALNG0016487,l20859
NONHSAG034519.2,HSALNG0024393,l20860
-,HSALNG0002561,l20861
NONHSAG021459.2,-,l20862
-,HSALNG0070239,l20863
NONHSAG051842.2,HSALNG0070239,l20864
-,HSALNG0045601,l20865
NONHSAG028893.2,HSALNG0017770,l20866
NONHSAG037429.2,-,l20867
NONHSAG090601.1,HSALNG0045737,l20868
NONHSAG026753.2,HSALNG0012353,l20869
-,HSALNG0085455,l20870
NONHSAG008931.2,HSALNG0085443,l20871
NONHSAG051534.2,HSALNG0069375,l20872
-,HSALNG0141932,l20873
NONHSAG021917.2,HSALNG0145088,l20874
NONHSAG024288.2,-,l20875
-,HSALNG0059730,l20876
NONHSAG048264.2,HSALNG0059729,l20877
NONHSAG096820.1,HSALNG0062602,l20878
NONHSAG003940.3,-,l20879
NONHSAG035026.2,HSALNG0025842,l20880
NONHSAG065500.1,HSALNG0091604,l20881
NONHSAG041538.2,-,l20882
-,HSALNG0111240,l20883
NONHSAG085048.2,HSALNG0029808,l20884
-,HSALNG0081966,l20885
NONHSAG026348.2,HSALNG0127186,l20886
NONHSAG052078.2,-,l20887
NONHSAG009709.2,HSALNG0087421,l20888
NONHSAG112506.1,HSALNG0046849,l20889
NONHSAG017474.2,-,l20890
NONHSAG106527.1,-,l20891
NONHSAG015375.3,HSALNG0102263,l20892
-,HSALNG0145919,l20893
NONHSAG061320.1,HSALNG0078479,l20894
-,HSALNG0123347,l20895
NONHSAG023043.2,HSALNG0119335,l20896
-,HSALNG0149623,l20897
NONHSAG001401.2,HSALNG0003447,l20898
NONHSAG040398.2,HSALNG0041872,l20899
-,HSALNG0044949,l20900
-,HSALNG0098066,l20901
NONHSAG050626.2,-,l20902
NONHSAG088578.1,HSALNG0037711,l20903
NONHSAG030525.3,-,l20904
NONHSAG041478.2,-,l20905
NONHSAG041478.2,HSALNG0044720,l20906
-,HSALNG0111734,l20907
NONHSAG071777.1,-,l20908
NONHSAG112544.1,-,l20909
NONHSAG048375.3,HSALNG0149752,l20910
NONHSAG020662.3,HSALNG0114210,l20911
NONHSAG056759.1,HSALNG0006149,l20912
-,HSALNG0118708,l20913
-,HSALNG0091760,l20914
-,HSALNG0078219,l20915
-,HSALNG0149188,l20916
-,HSALNG0053561,l20917
NONHSAG090919.1,HSALNG0041204,l20918
NONHSAG045311.2,-,l20919
-,HSALNG0006301,l20920
NONHSAG008662.2,-,l20921
NONHSAG041516.2,HSALNG0044822,l20922
-,HSALNG0084681,l20923
NONHSAG070813.1,HSALNG0106661,l20924
-,HSALNG0105732,l20925
NONHSAG016815.2,HSALNG0105732,l20926
NONHSAG077944.1,HSALNG0146652,l20927
NONHSAG012893.2,-,l20928
NONHSAG083758.1,HSALNG0135577,l20929
NONHSAG033211.3,HSALNG0147354,l20930
-,HSALNG0100681,l20931
NONHSAG069155.1,HSALNG0100679,l20932
NONHSAG007349.2,HSALNG0082027,l20933
NONHSAG002305.3,HSALNG0005802,l20934
NONHSAG035351.2,HSALNG0026630,l20935
-,HSALNG0093398,l20936
NONHSAG050985.2,-,l20937
NONHSAG050985.2,HSALNG0067525,l20938
NONHSAG036232.2,HSALNG0029369,l20939
-,HSALNG0063994,l20940
NONHSAG012323.2,-,l20941
NONHSAG048137.2,-,l20942
NONHSAG055187.3,HSALNG0139764,l20943
NONHSAG003109.2,-,l20944
-,HSALNG0044112,l20945
NONHSAG041618.2,HSALNG0045059,l20946
NONHSAG055056.2,HSALNG0139355,l20947
NONHSAG055187.3,HSALNG0139763,l20948
NONHSAG053116.2,-,l20949
-,HSALNG0119176,l20950
NONHSAG048522.3,HSALNG0060441,l20951
-,HSALNG0072311,l20952
NONHSAG033492.2,HSALNG0134445,l20953
-,HSALNG0143322,l20954
-,HSALNG0030661,l20955
NONHSAG032308.2,-,l20956
-,HSALNG0074492,l20957
-,HSALNG0032849,l20958
NONHSAG037467.3,HSALNG0032849,l20959
NONHSAG051097.2,HSALNG0150481,l20960
-,HSALNG0067961,l20961
-,HSALNG0150481,l20962
NONHSAG037838.2,-,l20963
NONHSAG053235.2,-,l20964
NONHSAG036466.2,HSALNG0030031,l20965
NONHSAG036466.2,-,l20966
NONHSAG073212.1,HSALNG0117197,l20967
NONHSAG052958.2,HSALNG0073041,l20968
NONHSAG000124.2,-,l20969
NONHSAG011622.2,HSALNG0092194,l20970
-,HSALNG0101598,l20971
NONHSAG068809.1,HSALNG0101598,l20972
NONHSAG009363.2,-,l20973
NONHSAG110923.1,HSALNG0133322,l20974
NONHSAG009796.2,HSALNG0087602,l20975
NONHSAG010977.2,-,l20976
NONHSAG035111.2,-,l20977
NONHSAG015165.2,HSALNG0101743,l20978
NONHSAG015165.2,HSALNG0101733,l20979
NONHSAG040405.2,HSALNG0041898,l20980
NONHSAG030143.2,-,l20981
NONHSAG073358.1,HSALNG0118566,l20982
NONHSAG005336.2,HSALNG0076480,l20983
-,HSALNG0036078,l20984
NONHSAG112112.1,HSALNG0036078,l20985
NONHSAG069287.1,HSALNG0102157,l20986
NONHSAG004071.2,HSALNG0009981,l20987
-,HSALNG0093668,l20988
-,HSALNG0113824,l20989
NONHSAG008352.2,HSALNG0084272,l20990
NONHSAG024809.2,HSALNG0123949,l20991
-,HSALNG0115155,l20992
-,HSALNG0016029,l20993
-,HSALNG0091087,l20994
-,HSALNG0007472,l20995
NONHSAG037100.2,-,l20996
NONHSAG051545.2,-,l20997
-,HSALNG0003454,l20998
-,HSALNG0024130,l20999
NONHSAG034433.2,HSALNG0024134,l21000
NONHSAG034500.2,HSALNG0024341,l21001
NONHSAG027549.3,HSALNG0014381,l21002
-,HSALNG0137656,l21003
NONHSAG103386.1,HSALNG0137656,l21004
-,HSALNG0130695,l21005
NONHSAG036282.2,HSALNG0029504,l21006
NONHSAG028533.2,HSALNG0016849,l21007
NONHSAG038535.2,-,l21008
NONHSAG038535.2,HSALNG0036115,l21009
NONHSAG010647.2,-,l21010
NONHSAG010647.2,HSALNG0089740,l21011
NONHSAG070925.1,HSALNG0108213,l21012
NONHSAG017927.2,HSALNG0108211,l21013
NONHSAG110780.1,HSALNG0131555,l21014
NONHSAG108626.1,HSALNG0115939,l21015
NONHSAG021552.2,HSALNG0115950,l21016
NONHSAG015563.2,HSALNG0102680,l21017
NONHSAG037595.2,HSALNG0033237,l21018
-,HSALNG0046449,l21019
NONHSAG085541.1,HSALNG0026382,l21020
NONHSAG032171.2,-,l21021
NONHSAG032171.2,HSALNG0131301,l21022
NONHSAG091244.1,HSALNG0148980,l21023
NONHSAG091244.1,HSALNG0045082,l21024
NONHSAG041626.2,HSALNG0045080,l21025
NONHSAG067459.1,HSALNG0096402,l21026
NONHSAG051637.2,HSALNG0069606,l21027
-,HSALNG0123985,l21028
-,HSALNG0147379,l21029
-,HSALNG0091000,l21030
NONHSAG073660.1,HSALNG0116382,l21031
-,HSALNG0030227,l21032
NONHSAG101376.1,HSALNG0071772,l21033
NONHSAG023208.2,HSALNG0119656,l21034
NONHSAG010750.2,HSALNG0090032,l21035
-,HSALNG0103196,l21036
-,HSALNG0015028,l21037
-,HSALNG0110204,l21038
NONHSAG003688.3,HSALNG0008972,l21039
NONHSAG088272.1,HSALNG0033956,l21040
-,HSALNG0033956,l21041
NONHSAG111793.1,HSALNG0033956,l21042
NONHSAG050100.2,HSALNG0064898,l21043
NONHSAG037666.2,HSALNG0033449,l21044
NONHSAG037666.2,HSALNG0033447,l21045
NONHSAG018465.3,-,l21046
NONHSAG013375.3,HSALNG0096732,l21047
NONHSAG035176.2,HSALNG0026166,l21048
-,HSALNG0140885,l21049
-,HSALNG0080571,l21050
NONHSAG068855.1,HSALNG0102197,l21051
NONHSAG031173.2,-,l21052
NONHSAG031173.2,HSALNG0128303,l21053
-,HSALNG0112284,l21054
NONHSAG019798.2,HSALNG0112284,l21055
NONHSAG079071.1,-,l21056
NONHSAG033331.2,-,l21057
NONHSAG012883.2,-,l21058
NONHSAG095679.2,HSALNG0053218,l21059
-,HSALNG0002026,l21060
NONHSAG083961.2,HSALNG0134940,l21061
-,HSALNG0059859,l21062
-,HSALNG0012165,l21063
-,HSALNG0142063,l21064
NONHSAG004890.2,HSALNG0012180,l21065
NONHSAG109814.1,HSALNG0015951,l21066
-,HSALNG0105447,l21067
NONHSAG002981.2,HSALNG0007329,l21068
NONHSAG090719.1,-,l21069
NONHSAG007759.2,HSALNG0082921,l21070
NONHSAG105361.1,HSALNG0002635,l21071
NONHSAG009372.2,HSALNG0054766,l21072
-,HSALNG0148723,l21073
NONHSAG052721.2,HSALNG0072395,l21074
NONHSAG077523.1,-,l21075
NONHSAG008552.3,HSALNG0078540,l21076
NONHSAG012221.2,HSALNG0093849,l21077
NONHSAG003817.2,HSALNG0009318,l21078
NONHSAG021119.2,-,l21079
NONHSAG081583.2,HSALNG0049279,l21080
-,HSALNG0007011,l21081
-,HSALNG0035116,l21082
NONHSAG021882.3,HSALNG0029325,l21083
NONHSAG018840.2,HSALNG0028782,l21084
-,HSALNG0102871,l21085
-,HSALNG0096818,l21086
NONHSAG042500.3,HSALNG0045190,l21087
-,HSALNG0128940,l21088
-,HSALNG0093083,l21089
NONHSAG018293.2,HSALNG0051708,l21090
NONHSAG063700.2,HSALNG0045076,l21091
NONHSAG084671.1,HSALNG0026369,l21092
NONHSAG041596.2,-,l21093
-,HSALNG0046149,l21094
-,HSALNG0139226,l21095
NONHSAG099742.2,HSALNG0060939,l21096
-,HSALNG0142285,l21097
NONHSAG021085.2,HSALNG0115090,l21098
NONHSAG021095.2,HSALNG0115091,l21099
NONHSAG021090.2,HSALNG0115090,l21100
-,HSALNG0064012,l21101
NONHSAG045388.2,HSALNG0055068,l21102
NONHSAG081733.1,-,l21103
-,HSALNG0127574,l21104
NONHSAG097604.2,HSALNG0056136,l21105
-,HSALNG0148951,l21106
-,HSALNG0106653,l21107
NONHSAG036741.2,HSALNG0008661,l21108
NONHSAG087898.1,-,l21109
NONHSAG099756.1,HSALNG0068612,l21110
NONHSAG075131.2,HSALNG0049754,l21111
-,HSALNG0089921,l21112
-,HSALNG0083445,l21113
-,HSALNG0086323,l21114
NONHSAG004867.3,-,l21115
NONHSAG003658.2,HSALNG0008894,l21116
NONHSAG034895.3,HSALNG0025486,l21117
-,HSALNG0139764,l21118
NONHSAG028090.2,HSALNG0146125,l21119
-,HSALNG0094736,l21120
-,HSALNG0108620,l21121
NONHSAG070973.1,HSALNG0108620,l21122
NONHSAG043639.2,-,l21123
NONHSAG043639.2,HSALNG0049644,l21124
NONHSAG004618.2,HSALNG0011452,l21125
NONHSAG033526.2,-,l21126
NONHSAG033526.2,HSALNG0147257,l21127
NONHSAG004007.2,HSALNG0009833,l21128
NONHSAG018805.2,HSALNG0110045,l21129
NONHSAG004052.2,-,l21130
NONHSAG023894.2,-,l21131
NONHSAG048779.2,-,l21132
NONHSAG019825.2,HSALNG0112338,l21133
-,HSALNG0150404,l21134
-,HSALNG0065201,l21135
NONHSAG026797.2,HSALNG0012445,l21136
NONHSAG078359.1,HSALNG0012446,l21137
-,HSALNG0106541,l21138
NONHSAG022067.2,HSALNG0117075,l21139
NONHSAG047027.2,HSALNG0056426,l21140
NONHSAG047027.2,HSALNG0056425,l21141
